"Year","GEO","Character","Sex","Age","VALUE"
2018,"Newfoundland and Labrador","Full-time employment","Both sexes","25 to 54 years",133.5
2018,"Newfoundland and Labrador","Full-time employment","Both sexes","55 years and over",41.6
2018,"Newfoundland and Labrador","Full-time employment","Males","15 years and over",101.8
2018,"Newfoundland and Labrador","Full-time employment","Males","15 to 24 years",8.6
2018,"Newfoundland and Labrador","Full-time employment","Males","25 to 54 years",69.1
2018,"Newfoundland and Labrador","Full-time employment","Males","55 years and over",24.1
2018,"Newfoundland and Labrador","Full-time employment","Females","15 years and over",87.6
2018,"Newfoundland and Labrador","Full-time employment","Females","15 to 24 years",5.7
2018,"Newfoundland and Labrador","Full-time employment","Females","25 to 54 years",64.4
2018,"Newfoundland and Labrador","Full-time employment","Females","55 years and over",17.5
2018,"Newfoundland and Labrador","Part-time employment","Both sexes","15 years and over",37.3
2018,"Newfoundland and Labrador","Part-time employment","Both sexes","15 to 24 years",12.8
2018,"Newfoundland and Labrador","Part-time employment","Both sexes","25 to 54 years",15.5
2018,"Newfoundland and Labrador","Part-time employment","Both sexes","55 years and over",8.9
2018,"Newfoundland and Labrador","Part-time employment","Males","15 years and over",13
2018,"Newfoundland and Labrador","Part-time employment","Males","15 to 24 years",5.2
2018,"Newfoundland and Labrador","Part-time employment","Males","25 to 54 years",4.5
2018,"Newfoundland and Labrador","Part-time employment","Males","55 years and over",3.3
2018,"Newfoundland and Labrador","Part-time employment","Females","15 years and over",24.2
2018,"Newfoundland and Labrador","Part-time employment","Females","15 to 24 years",7.6
2018,"Newfoundland and Labrador","Part-time employment","Females","25 to 54 years",11
2018,"Newfoundland and Labrador","Part-time employment","Females","55 years and over",5.6
2018,"Newfoundland and Labrador","Unemployment","Both sexes","15 years and over",37.1
2018,"Newfoundland and Labrador","Unemployment","Both sexes","15 to 24 years",6.2
2018,"Newfoundland and Labrador","Unemployment","Both sexes","25 to 54 years",20.4
2018,"Newfoundland and Labrador","Unemployment","Both sexes","55 years and over",10.4
2018,"Newfoundland and Labrador","Unemployment","Males","15 years and over",23.3
2018,"Newfoundland and Labrador","Unemployment","Males","15 to 24 years",4
2018,"Newfoundland and Labrador","Unemployment","Males","25 to 54 years",12.4
2018,"Newfoundland and Labrador","Unemployment","Males","55 years and over",6.9
2018,"Newfoundland and Labrador","Unemployment","Females","15 years and over",13.8
2018,"Newfoundland and Labrador","Unemployment","Females","15 to 24 years",2.2
2018,"Newfoundland and Labrador","Unemployment","Females","25 to 54 years",8.1
2018,"Newfoundland and Labrador","Unemployment","Females","55 years and over",3.5
2018,"Newfoundland and Labrador","Unemployment rate","Both sexes","15 years and over",14.1
2018,"Newfoundland and Labrador","Unemployment rate","Both sexes","15 to 24 years",18.6
2018,"Newfoundland and Labrador","Unemployment rate","Both sexes","25 to 54 years",12
2018,"Newfoundland and Labrador","Unemployment rate","Both sexes","55 years and over",17.1
2018,"Newfoundland and Labrador","Unemployment rate","Males","15 years and over",16.9
2018,"Newfoundland and Labrador","Unemployment rate","Males","15 to 24 years",22.3
2018,"Newfoundland and Labrador","Unemployment rate","Males","25 to 54 years",14.4
2018,"Newfoundland and Labrador","Unemployment rate","Males","55 years and over",20.1
2018,"Newfoundland and Labrador","Unemployment rate","Females","15 years and over",11
2018,"Newfoundland and Labrador","Unemployment rate","Females","15 to 24 years",14.1
2018,"Newfoundland and Labrador","Unemployment rate","Females","25 to 54 years",9.7
2018,"Newfoundland and Labrador","Unemployment rate","Females","55 years and over",13.2
2018,"Prince Edward Island","Labour force","Both sexes","15 years and over",85.5
2018,"Prince Edward Island","Labour force","Both sexes","15 to 24 years",13.2
2018,"Prince Edward Island","Labour force","Both sexes","25 to 54 years",50.5
2018,"Prince Edward Island","Labour force","Both sexes","55 years and over",21.8
2018,"Prince Edward Island","Labour force","Males","15 years and over",44.2
2018,"Prince Edward Island","Labour force","Males","15 to 24 years",6.7
2018,"Prince Edward Island","Labour force","Males","25 to 54 years",25.8
2018,"Prince Edward Island","Labour force","Males","55 years and over",11.7
2018,"Prince Edward Island","Labour force","Females","15 years and over",41.3
2018,"Prince Edward Island","Labour force","Females","15 to 24 years",6.5
2018,"Prince Edward Island","Labour force","Females","25 to 54 years",24.7
2018,"Prince Edward Island","Labour force","Females","55 years and over",10.1
2018,"Prince Edward Island","Employment","Both sexes","15 years and over",77
2018,"Prince Edward Island","Employment","Both sexes","15 to 24 years",11.6
2018,"Prince Edward Island","Employment","Both sexes","25 to 54 years",46.2
2018,"Prince Edward Island","Employment","Both sexes","55 years and over",19.3
2018,"Prince Edward Island","Employment","Males","15 years and over",39.3
2018,"Prince Edward Island","Employment","Males","15 to 24 years",5.7
2018,"Prince Edward Island","Employment","Males","25 to 54 years",23.3
2018,"Prince Edward Island","Employment","Males","55 years and over",10.3
2018,"Prince Edward Island","Employment","Females","15 years and over",37.7
2018,"Prince Edward Island","Employment","Females","15 to 24 years",5.9
2018,"Prince Edward Island","Employment","Females","25 to 54 years",22.9
2018,"Prince Edward Island","Employment","Females","55 years and over",9
2018,"Prince Edward Island","Full-time employment","Both sexes","15 years and over",64.6
2018,"Prince Edward Island","Full-time employment","Both sexes","15 to 24 years",7
2018,"Prince Edward Island","Full-time employment","Both sexes","25 to 54 years",41.9
2018,"Prince Edward Island","Full-time employment","Both sexes","55 years and over",15.7
2018,"Prince Edward Island","Full-time employment","Males","15 years and over",35.3
2018,"Prince Edward Island","Full-time employment","Males","15 to 24 years",4
2018,"Prince Edward Island","Full-time employment","Males","25 to 54 years",22.4
2018,"Prince Edward Island","Full-time employment","Males","55 years and over",9
2018,"Prince Edward Island","Full-time employment","Females","15 years and over",29.3
2018,"Prince Edward Island","Full-time employment","Females","15 to 24 years",3
2018,"Prince Edward Island","Full-time employment","Females","25 to 54 years",19.5
2018,"Prince Edward Island","Full-time employment","Females","55 years and over",6.7
2018,"Prince Edward Island","Part-time employment","Both sexes","15 years and over",12.4
2018,"Prince Edward Island","Part-time employment","Both sexes","15 to 24 years",4.5
2018,"Prince Edward Island","Part-time employment","Both sexes","25 to 54 years",4.3
2018,"Prince Edward Island","Part-time employment","Both sexes","55 years and over",3.6
2018,"Prince Edward Island","Part-time employment","Males","15 years and over",4
2018,"Prince Edward Island","Part-time employment","Males","15 to 24 years",1.7
2018,"Prince Edward Island","Part-time employment","Males","25 to 54 years",0.9
2018,"Prince Edward Island","Part-time employment","Males","55 years and over",1.4
2018,"Prince Edward Island","Part-time employment","Females","15 years and over",8.4
2018,"Prince Edward Island","Part-time employment","Females","15 to 24 years",2.8
2018,"Prince Edward Island","Part-time employment","Females","25 to 54 years",3.4
2018,"Prince Edward Island","Part-time employment","Females","55 years and over",2.2
2018,"Prince Edward Island","Unemployment","Both sexes","15 years and over",8.4
2018,"Prince Edward Island","Unemployment","Both sexes","15 to 24 years",1.7
2018,"Prince Edward Island","Unemployment","Both sexes","25 to 54 years",4.3
2018,"Prince Edward Island","Unemployment","Both sexes","55 years and over",2.5
2018,"Prince Edward Island","Unemployment","Males","15 years and over",4.9
2018,"Prince Edward Island","Unemployment","Males","15 to 24 years",1
2018,"Prince Edward Island","Unemployment","Males","25 to 54 years",2.5
2018,"Prince Edward Island","Unemployment","Males","55 years and over",1.4
2018,"Prince Edward Island","Unemployment","Females","15 years and over",3.5
2018,"Prince Edward Island","Unemployment","Females","15 to 24 years",0.6
2018,"Prince Edward Island","Unemployment","Females","25 to 54 years",1.8
2018,"Prince Edward Island","Unemployment","Females","55 years and over",1.1
2018,"Prince Edward Island","Unemployment rate","Both sexes","15 years and over",9.8
2018,"Prince Edward Island","Unemployment rate","Both sexes","15 to 24 years",12.9
2018,"Prince Edward Island","Unemployment rate","Both sexes","25 to 54 years",8.5
2018,"Prince Edward Island","Unemployment rate","Both sexes","55 years and over",11.5
2018,"Prince Edward Island","Unemployment rate","Males","15 years and over",11.1
2018,"Prince Edward Island","Unemployment rate","Males","15 to 24 years",14.9
2018,"Prince Edward Island","Unemployment rate","Males","25 to 54 years",9.7
2018,"Prince Edward Island","Unemployment rate","Males","55 years and over",12
2018,"Prince Edward Island","Unemployment rate","Females","15 years and over",8.5
2018,"Prince Edward Island","Unemployment rate","Females","15 to 24 years",9.2
2018,"Prince Edward Island","Unemployment rate","Females","25 to 54 years",7.3
2018,"Prince Edward Island","Unemployment rate","Females","55 years and over",10.9
2018,"Nova Scotia","Labour force","Both sexes","15 years and over",490.2
2018,"Nova Scotia","Labour force","Both sexes","15 to 24 years",73.1
2018,"Nova Scotia","Labour force","Both sexes","25 to 54 years",302.8
2018,"Nova Scotia","Labour force","Both sexes","55 years and over",114.2
2018,"Nova Scotia","Labour force","Males","15 years and over",250.5
2018,"Nova Scotia","Labour force","Males","15 to 24 years",37.3
2018,"Nova Scotia","Labour force","Males","25 to 54 years",151
2018,"Nova Scotia","Labour force","Males","55 years and over",62.2
2018,"Nova Scotia","Labour force","Females","15 years and over",239.7
2018,"Nova Scotia","Labour force","Females","15 to 24 years",35.8
2018,"Nova Scotia","Labour force","Females","25 to 54 years",151.9
2018,"Nova Scotia","Labour force","Females","55 years and over",52
2018,"Nova Scotia","Employment","Both sexes","15 years and over",451.8
2018,"Nova Scotia","Employment","Both sexes","15 to 24 years",62.1
2018,"Nova Scotia","Employment","Both sexes","25 to 54 years",283.3
2018,"Nova Scotia","Employment","Both sexes","55 years and over",106.4
2018,"Nova Scotia","Employment","Males","15 years and over",226.7
2018,"Nova Scotia","Employment","Males","15 to 24 years",30.8
2018,"Nova Scotia","Employment","Males","25 to 54 years",138.8
2018,"Nova Scotia","Employment","Males","55 years and over",57.1
2018,"Nova Scotia","Employment","Females","15 years and over",225.1
2018,"Nova Scotia","Employment","Females","15 to 24 years",31.3
2018,"Nova Scotia","Employment","Females","25 to 54 years",144.5
2018,"Nova Scotia","Employment","Females","55 years and over",49.3
2018,"Nova Scotia","Full-time employment","Both sexes","15 years and over",370.2
2018,"Nova Scotia","Full-time employment","Both sexes","15 to 24 years",34.2
2018,"Nova Scotia","Full-time employment","Both sexes","25 to 54 years",252.8
2018,"Nova Scotia","Full-time employment","Both sexes","55 years and over",83.2
2018,"Nova Scotia","Full-time employment","Males","15 years and over",198.4
2018,"Nova Scotia","Full-time employment","Males","15 to 24 years",19.3
2018,"Nova Scotia","Full-time employment","Males","25 to 54 years",131.1
2018,"Nova Scotia","Full-time employment","Males","55 years and over",47.9
2018,"Nova Scotia","Full-time employment","Females","15 years and over",171.9
2018,"Nova Scotia","Full-time employment","Females","15 to 24 years",15
2018,"Nova Scotia","Full-time employment","Females","25 to 54 years",121.7
2018,"Nova Scotia","Full-time employment","Females","55 years and over",35.3
2018,"Nova Scotia","Part-time employment","Both sexes","15 years and over",81.6
2018,"Nova Scotia","Part-time employment","Both sexes","15 to 24 years",27.9
2018,"Nova Scotia","Part-time employment","Both sexes","25 to 54 years",30.5
2018,"Nova Scotia","Part-time employment","Both sexes","55 years and over",23.2
2018,"Nova Scotia","Part-time employment","Males","15 years and over",28.3
2018,"Nova Scotia","Part-time employment","Males","15 to 24 years",11.6
2018,"Nova Scotia","Part-time employment","Males","25 to 54 years",7.6
2018,"Nova Scotia","Part-time employment","Males","55 years and over",9.1
2018,"Nova Scotia","Part-time employment","Females","15 years and over",53.2
2018,"Nova Scotia","Part-time employment","Females","15 to 24 years",16.3
2018,"Nova Scotia","Part-time employment","Females","25 to 54 years",22.9
2018,"Nova Scotia","Part-time employment","Females","55 years and over",14
2018,"Nova Scotia","Unemployment","Both sexes","15 years and over",38.4
2018,"Nova Scotia","Unemployment","Both sexes","15 to 24 years",11
2018,"Nova Scotia","Unemployment","Both sexes","25 to 54 years",19.5
2018,"Nova Scotia","Unemployment","Both sexes","55 years and over",7.9
2018,"Nova Scotia","Unemployment","Males","15 years and over",23.8
2018,"Nova Scotia","Unemployment","Males","15 to 24 years",6.4
2018,"Nova Scotia","Unemployment","Males","25 to 54 years",12.2
2018,"Nova Scotia","Unemployment","Males","55 years and over",5.1
2018,"Nova Scotia","Unemployment","Females","15 years and over",14.6
2018,"Nova Scotia","Unemployment","Females","15 to 24 years",4.5
2018,"Nova Scotia","Unemployment","Females","25 to 54 years",7.4
2018,"Nova Scotia","Unemployment","Females","55 years and over",2.7
2018,"Nova Scotia","Unemployment rate","Both sexes","15 years and over",7.8
2018,"Nova Scotia","Unemployment rate","Both sexes","15 to 24 years",15
2018,"Nova Scotia","Unemployment rate","Both sexes","25 to 54 years",6.4
2018,"Nova Scotia","Unemployment rate","Both sexes","55 years and over",6.9
2018,"Nova Scotia","Unemployment rate","Males","15 years and over",9.5
2018,"Nova Scotia","Unemployment rate","Males","15 to 24 years",17.2
2018,"Nova Scotia","Unemployment rate","Males","25 to 54 years",8.1
2018,"Nova Scotia","Unemployment rate","Males","55 years and over",8.2
2018,"Nova Scotia","Unemployment rate","Females","15 years and over",6.1
2018,"Nova Scotia","Unemployment rate","Females","15 to 24 years",12.6
2018,"Nova Scotia","Unemployment rate","Females","25 to 54 years",4.9
2018,"Nova Scotia","Unemployment rate","Females","55 years and over",5.2
2018,"New Brunswick","Labour force","Both sexes","15 years and over",393.4
2018,"New Brunswick","Labour force","Both sexes","15 to 24 years",55.4
2018,"New Brunswick","Labour force","Both sexes","25 to 54 years",244.6
2018,"New Brunswick","Labour force","Both sexes","55 years and over",93.4
2018,"New Brunswick","Labour force","Males","15 years and over",203.3
2018,"New Brunswick","Labour force","Males","15 to 24 years",28.1
2018,"New Brunswick","Labour force","Males","25 to 54 years",123.6
2018,"New Brunswick","Labour force","Males","55 years and over",51.6
2018,"New Brunswick","Labour force","Females","15 years and over",190.1
2018,"New Brunswick","Labour force","Females","15 to 24 years",27.3
2018,"New Brunswick","Labour force","Females","25 to 54 years",121
2018,"New Brunswick","Labour force","Females","55 years and over",41.8
2018,"New Brunswick","Employment","Both sexes","15 years and over",361.4
2018,"New Brunswick","Employment","Both sexes","15 to 24 years",48.5
2018,"New Brunswick","Employment","Both sexes","25 to 54 years",228
2018,"New Brunswick","Employment","Both sexes","55 years and over",85
2018,"New Brunswick","Employment","Males","15 years and over",183.7
2018,"New Brunswick","Employment","Males","15 to 24 years",23.5
2018,"New Brunswick","Employment","Males","25 to 54 years",113.8
2018,"New Brunswick","Employment","Males","55 years and over",46.4
2018,"New Brunswick","Employment","Females","15 years and over",177.7
2018,"New Brunswick","Employment","Females","15 to 24 years",24.9
2018,"New Brunswick","Employment","Females","25 to 54 years",114.2
2018,"New Brunswick","Employment","Females","55 years and over",38.6
2018,"New Brunswick","Full-time employment","Both sexes","15 years and over",307.7
2018,"New Brunswick","Full-time employment","Both sexes","15 to 24 years",29.6
2018,"New Brunswick","Full-time employment","Both sexes","25 to 54 years",210.2
2018,"New Brunswick","Full-time employment","Both sexes","55 years and over",67.8
2018,"New Brunswick","Full-time employment","Males","15 years and over",165.7
2018,"New Brunswick","Full-time employment","Males","15 to 24 years",16.1
2018,"New Brunswick","Full-time employment","Males","25 to 54 years",109.7
2018,"New Brunswick","Full-time employment","Males","55 years and over",39.9
2018,"New Brunswick","Full-time employment","Females","15 years and over",142
2018,"New Brunswick","Full-time employment","Females","15 to 24 years",13.6
2018,"New Brunswick","Full-time employment","Females","25 to 54 years",100.5
2018,"New Brunswick","Full-time employment","Females","55 years and over",27.9
2018,"New Brunswick","Part-time employment","Both sexes","15 years and over",53.7
2018,"New Brunswick","Part-time employment","Both sexes","15 to 24 years",18.8
2018,"New Brunswick","Part-time employment","Both sexes","25 to 54 years",17.7
2018,"New Brunswick","Part-time employment","Both sexes","55 years and over",17.2
2018,"New Brunswick","Part-time employment","Males","15 years and over",18
2018,"New Brunswick","Part-time employment","Males","15 to 24 years",7.5
2018,"New Brunswick","Part-time employment","Males","25 to 54 years",4.1
2018,"New Brunswick","Part-time employment","Males","55 years and over",6.5
2018,"New Brunswick","Part-time employment","Females","15 years and over",35.7
2018,"New Brunswick","Part-time employment","Females","15 to 24 years",11.4
2018,"New Brunswick","Part-time employment","Females","25 to 54 years",13.7
2018,"New Brunswick","Part-time employment","Females","55 years and over",10.7
2018,"New Brunswick","Unemployment","Both sexes","15 years and over",32
2018,"New Brunswick","Unemployment","Both sexes","15 to 24 years",6.9
2018,"New Brunswick","Unemployment","Both sexes","25 to 54 years",16.6
2018,"New Brunswick","Unemployment","Both sexes","55 years and over",8.5
2018,"New Brunswick","Unemployment","Males","15 years and over",19.6
2018,"New Brunswick","Unemployment","Males","15 to 24 years",4.6
2018,"New Brunswick","Unemployment","Males","25 to 54 years",9.8
2018,"New Brunswick","Unemployment","Males","55 years and over",5.2
2018,"New Brunswick","Unemployment","Females","15 years and over",12.4
2018,"New Brunswick","Unemployment","Females","15 to 24 years",2.3
2018,"New Brunswick","Unemployment","Females","25 to 54 years",6.8
2018,"New Brunswick","Unemployment","Females","55 years and over",3.3
2018,"New Brunswick","Unemployment rate","Both sexes","15 years and over",8.1
2018,"New Brunswick","Unemployment rate","Both sexes","15 to 24 years",12.5
2018,"New Brunswick","Unemployment rate","Both sexes","25 to 54 years",6.8
2018,"New Brunswick","Unemployment rate","Both sexes","55 years and over",9.1
2018,"New Brunswick","Unemployment rate","Males","15 years and over",9.6
2018,"New Brunswick","Unemployment rate","Males","15 to 24 years",16.4
2018,"New Brunswick","Unemployment rate","Males","25 to 54 years",7.9
2018,"New Brunswick","Unemployment rate","Males","55 years and over",10.1
2018,"New Brunswick","Unemployment rate","Females","15 years and over",6.5
2018,"New Brunswick","Unemployment rate","Females","15 to 24 years",8.4
2018,"New Brunswick","Unemployment rate","Females","25 to 54 years",5.6
2018,"New Brunswick","Unemployment rate","Females","55 years and over",7.9
2018,"Quebec","Labour force","Both sexes","15 years and over",4499.7
2018,"Quebec","Labour force","Both sexes","15 to 24 years",629.6
2018,"Quebec","Labour force","Both sexes","25 to 54 years",2913
2018,"Quebec","Labour force","Both sexes","55 years and over",957
2018,"Quebec","Labour force","Males","15 years and over",2368.7
2018,"Quebec","Labour force","Males","15 to 24 years",321.4
2018,"Quebec","Labour force","Males","25 to 54 years",1505.9
2018,"Quebec","Labour force","Males","55 years and over",541.4
2018,"Quebec","Labour force","Females","15 years and over",2131
2018,"Quebec","Labour force","Females","15 to 24 years",308.2
2018,"Quebec","Labour force","Females","25 to 54 years",1407.1
2018,"Quebec","Labour force","Females","55 years and over",415.7
2018,"Quebec","Employment","Both sexes","15 years and over",4253.3
2018,"Quebec","Employment","Both sexes","15 to 24 years",572.7
2018,"Quebec","Employment","Both sexes","25 to 54 years",2775.5
2018,"Quebec","Employment","Both sexes","55 years and over",905.1
2018,"Quebec","Employment","Males","15 years and over",2227.6
2018,"Quebec","Employment","Males","15 to 24 years",288.1
2018,"Quebec","Employment","Males","25 to 54 years",1430.3
2018,"Quebec","Employment","Males","55 years and over",509.2
2018,"Quebec","Employment","Females","15 years and over",2025.7
2018,"Quebec","Employment","Females","15 to 24 years",284.6
2018,"Quebec","Employment","Females","25 to 54 years",1345.2
2018,"Quebec","Employment","Females","55 years and over",395.9
2018,"Quebec","Full-time employment","Both sexes","15 years and over",3449.4
2018,"Quebec","Full-time employment","Both sexes","15 to 24 years",272.6
2018,"Quebec","Full-time employment","Both sexes","25 to 54 years",2473.7
2018,"Quebec","Full-time employment","Both sexes","55 years and over",703.1
2018,"Quebec","Full-time employment","Males","15 years and over",1940.4
2018,"Quebec","Full-time employment","Males","15 to 24 years",159.7
2018,"Quebec","Full-time employment","Males","25 to 54 years",1353.9
2018,"Quebec","Full-time employment","Males","55 years and over",426.8
2018,"Quebec","Full-time employment","Females","15 years and over",1509
2018,"Quebec","Full-time employment","Females","15 to 24 years",112.9
2018,"Quebec","Full-time employment","Females","25 to 54 years",1119.8
2018,"Quebec","Full-time employment","Females","55 years and over",276.3
2018,"Quebec","Part-time employment","Both sexes","15 years and over",803.9
2018,"Quebec","Part-time employment","Both sexes","15 to 24 years",300.1
2018,"Quebec","Part-time employment","Both sexes","25 to 54 years",301.8
2018,"Quebec","Part-time employment","Both sexes","55 years and over",202
2018,"Quebec","Part-time employment","Males","15 years and over",287.2
2018,"Quebec","Part-time employment","Males","15 to 24 years",128.4
2018,"Quebec","Part-time employment","Males","25 to 54 years",76.4
2018,"Quebec","Part-time employment","Males","55 years and over",82.5
2018,"Quebec","Part-time employment","Females","15 years and over",516.8
2018,"Quebec","Part-time employment","Females","15 to 24 years",171.8
2018,"Quebec","Part-time employment","Females","25 to 54 years",225.5
2018,"Quebec","Part-time employment","Females","55 years and over",119.5
2018,"Quebec","Unemployment","Both sexes","15 years and over",246.3
2018,"Quebec","Unemployment","Both sexes","15 to 24 years",56.9
2018,"Quebec","Unemployment","Both sexes","25 to 54 years",137.5
2018,"Quebec","Unemployment","Both sexes","55 years and over",51.9
2018,"Quebec","Unemployment","Males","15 years and over",141.1
2018,"Quebec","Unemployment","Males","15 to 24 years",33.3
2018,"Quebec","Unemployment","Males","25 to 54 years",75.6
2018,"Quebec","Unemployment","Males","55 years and over",32.1
2018,"Quebec","Unemployment","Females","15 years and over",105.3
2018,"Quebec","Unemployment","Females","15 to 24 years",23.6
2018,"Quebec","Unemployment","Females","25 to 54 years",61.9
2018,"Quebec","Unemployment","Females","55 years and over",19.8
2018,"Quebec","Unemployment rate","Both sexes","15 years and over",5.5
2018,"Quebec","Unemployment rate","Both sexes","15 to 24 years",9
2018,"Quebec","Unemployment rate","Both sexes","25 to 54 years",4.7
2018,"Quebec","Unemployment rate","Both sexes","55 years and over",5.4
2018,"Quebec","Unemployment rate","Males","15 years and over",6
2018,"Quebec","Unemployment rate","Males","15 to 24 years",10.4
2018,"Quebec","Unemployment rate","Males","25 to 54 years",5
2018,"Quebec","Unemployment rate","Males","55 years and over",5.9
2018,"Quebec","Unemployment rate","Females","15 years and over",4.9
2018,"Quebec","Unemployment rate","Females","15 to 24 years",7.7
2018,"Quebec","Unemployment rate","Females","25 to 54 years",4.4
2018,"Quebec","Unemployment rate","Females","55 years and over",4.8
2018,"Ontario","Labour force","Both sexes","15 years and over",7679.4
2018,"Ontario","Labour force","Both sexes","15 to 24 years",1139.7
2018,"Ontario","Labour force","Both sexes","25 to 54 years",4909.7
2018,"Ontario","Labour force","Both sexes","55 years and over",1630
2018,"Ontario","Labour force","Males","15 years and over",4035.2
2018,"Ontario","Labour force","Males","15 to 24 years",599.1
2018,"Ontario","Labour force","Males","25 to 54 years",2550.3
2018,"Ontario","Labour force","Males","55 years and over",885.7
2018,"Ontario","Labour force","Females","15 years and over",3644.3
2018,"Ontario","Labour force","Females","15 to 24 years",540.6
2018,"Ontario","Labour force","Females","25 to 54 years",2359.4
2018,"Ontario","Labour force","Females","55 years and over",744.3
2018,"Ontario","Employment","Both sexes","15 years and over",7245.9
2018,"Ontario","Employment","Both sexes","15 to 24 years",1006.6
2018,"Ontario","Employment","Both sexes","25 to 54 years",4678.2
2018,"Ontario","Employment","Both sexes","55 years and over",1561.1
2018,"Ontario","Employment","Males","15 years and over",3808.7
2018,"Ontario","Employment","Males","15 to 24 years",524.6
2018,"Ontario","Employment","Males","25 to 54 years",2437.7
2018,"Ontario","Employment","Males","55 years and over",846.5
2018,"Ontario","Employment","Females","15 years and over",3437.2
2018,"Ontario","Employment","Females","15 to 24 years",482
2018,"Ontario","Employment","Females","25 to 54 years",2240.5
2018,"Ontario","Employment","Females","55 years and over",714.6
2018,"Ontario","Full-time employment","Both sexes","15 years and over",5883.4
2018,"Ontario","Full-time employment","Both sexes","15 to 24 years",514.5
2018,"Ontario","Full-time employment","Both sexes","25 to 54 years",4149.7
2018,"Ontario","Full-time employment","Both sexes","55 years and over",1219.2
2018,"Ontario","Full-time employment","Males","15 years and over",3310.1
2018,"Ontario","Full-time employment","Males","15 to 24 years",300.1
2018,"Ontario","Full-time employment","Males","25 to 54 years",2296.4
2018,"Ontario","Full-time employment","Males","55 years and over",713.6
2018,"Ontario","Full-time employment","Females","15 years and over",2573.3
2018,"Ontario","Full-time employment","Females","15 to 24 years",214.4
2018,"Ontario","Full-time employment","Females","25 to 54 years",1853.3
2018,"Ontario","Full-time employment","Females","55 years and over",505.6
2018,"Ontario","Part-time employment","Both sexes","15 years and over",1362.5
2018,"Ontario","Part-time employment","Both sexes","15 to 24 years",492.1
2018,"Ontario","Part-time employment","Both sexes","25 to 54 years",528.5
2018,"Ontario","Part-time employment","Both sexes","55 years and over",341.9
2018,"Ontario","Part-time employment","Males","15 years and over",498.6
2018,"Ontario","Part-time employment","Males","15 to 24 years",224.5
2018,"Ontario","Part-time employment","Males","25 to 54 years",141.3
2018,"Ontario","Part-time employment","Males","55 years and over",132.8
2018,"Ontario","Part-time employment","Females","15 years and over",863.9
2018,"Ontario","Part-time employment","Females","15 to 24 years",267.6
2018,"Ontario","Part-time employment","Females","25 to 54 years",387.2
2018,"Ontario","Part-time employment","Females","55 years and over",209.1
2018,"Ontario","Unemployment","Both sexes","15 years and over",433.5
2018,"Ontario","Unemployment","Both sexes","15 to 24 years",133.1
2018,"Ontario","Unemployment","Both sexes","25 to 54 years",231.5
2018,"Ontario","Unemployment","Both sexes","55 years and over",68.9
2018,"Ontario","Unemployment","Males","15 years and over",226.4
2018,"Ontario","Unemployment","Males","15 to 24 years",74.6
2018,"Ontario","Unemployment","Males","25 to 54 years",112.6
2018,"Ontario","Unemployment","Males","55 years and over",39.2
2018,"Ontario","Unemployment","Females","15 years and over",207.1
2018,"Ontario","Unemployment","Females","15 to 24 years",58.6
2018,"Ontario","Unemployment","Females","25 to 54 years",118.9
2018,"Ontario","Unemployment","Females","55 years and over",29.7
2018,"Ontario","Unemployment rate","Both sexes","15 years and over",5.6
2018,"Ontario","Unemployment rate","Both sexes","15 to 24 years",11.7
2018,"Ontario","Unemployment rate","Both sexes","25 to 54 years",4.7
2018,"Ontario","Unemployment rate","Both sexes","55 years and over",4.2
2018,"Ontario","Unemployment rate","Males","15 years and over",5.6
2018,"Ontario","Unemployment rate","Males","15 to 24 years",12.5
2018,"Ontario","Unemployment rate","Males","25 to 54 years",4.4
2018,"Ontario","Unemployment rate","Males","55 years and over",4.4
2018,"Ontario","Unemployment rate","Females","15 years and over",5.7
2018,"Ontario","Unemployment rate","Females","15 to 24 years",10.8
2018,"Ontario","Unemployment rate","Females","25 to 54 years",5
2018,"Ontario","Unemployment rate","Females","55 years and over",4
2018,"Manitoba","Labour force","Both sexes","15 years and over",695.2
2018,"Manitoba","Labour force","Both sexes","15 to 24 years",114.7
2018,"Manitoba","Labour force","Both sexes","25 to 54 years",436.4
2018,"Manitoba","Labour force","Both sexes","55 years and over",144.1
2018,"Manitoba","Labour force","Males","15 years and over",372.8
2018,"Manitoba","Labour force","Males","15 to 24 years",60.1
2018,"Manitoba","Labour force","Males","25 to 54 years",231.5
2018,"Manitoba","Labour force","Males","55 years and over",81.2
2018,"Manitoba","Labour force","Females","15 years and over",322.4
2018,"Manitoba","Labour force","Females","15 to 24 years",54.6
2018,"Manitoba","Labour force","Females","25 to 54 years",204.8
2018,"Manitoba","Labour force","Females","55 years and over",63
2018,"Manitoba","Employment","Both sexes","15 years and over",654
2018,"Manitoba","Employment","Both sexes","15 to 24 years",102.2
2018,"Manitoba","Employment","Both sexes","25 to 54 years",414.4
2018,"Manitoba","Employment","Both sexes","55 years and over",137.4
2018,"Manitoba","Employment","Males","15 years and over",349.1
2018,"Manitoba","Employment","Males","15 to 24 years",52.7
2018,"Manitoba","Employment","Males","25 to 54 years",219.5
2018,"Manitoba","Employment","Males","55 years and over",76.9
2018,"Manitoba","Employment","Females","15 years and over",304.9
2018,"Manitoba","Employment","Females","15 to 24 years",49.5
2018,"Manitoba","Employment","Females","25 to 54 years",194.9
2018,"Manitoba","Employment","Females","55 years and over",60.6
2018,"Manitoba","Full-time employment","Both sexes","15 years and over",523.6
