"Year","GEO","Income_concept","UOM","VALUE"
2015,"Prairie provinces","Adjusted total income","Number",0.361
2015,"Prairie provinces","Adjusted after-tax income","Number",0.321
2015,"Manitoba","Adjusted market income","Number",0.418
2015,"Manitoba","Adjusted total income","Number",0.341
2015,"Manitoba","Adjusted after-tax income","Number",0.3
2015,"Saskatchewan","Adjusted market income","Number",0.412
2015,"Saskatchewan","Adjusted total income","Number",0.342
2015,"Saskatchewan","Adjusted after-tax income","Number",0.302
2015,"Alberta","Adjusted market income","Number",0.416
2015,"Alberta","Adjusted total income","Number",0.362
2015,"Alberta","Adjusted after-tax income","Number",0.322
2015,"British Columbia","Adjusted market income","Number",0.419
2015,"British Columbia","Adjusted total income","Number",0.346
2015,"British Columbia","Adjusted after-tax income","Number",0.314
2016,"Canada","Adjusted market income","Number",0.431
2016,"Canada","Adjusted total income","Number",0.347
2016,"Canada","Adjusted after-tax income","Number",0.306
2016,"Atlantic provinces","Adjusted market income","Number",0.444
2016,"Atlantic provinces","Adjusted total income","Number",0.334
2016,"Atlantic provinces","Adjusted after-tax income","Number",0.292
2016,"Newfoundland and Labrador","Adjusted market income","Number",0.466
2016,"Newfoundland and Labrador","Adjusted total income","Number",0.345
2016,"Newfoundland and Labrador","Adjusted after-tax income","Number",0.302
2016,"Prince Edward Island","Adjusted market income","Number",0.429
2016,"Prince Edward Island","Adjusted total income","Number",0.319
2016,"Prince Edward Island","Adjusted after-tax income","Number",0.278
2016,"Nova Scotia","Adjusted market income","Number",0.442
2016,"Nova Scotia","Adjusted total income","Number",0.342
2016,"Nova Scotia","Adjusted after-tax income","Number",0.297
2016,"New Brunswick","Adjusted market income","Number",0.43
2016,"New Brunswick","Adjusted total income","Number",0.315
2016,"New Brunswick","Adjusted after-tax income","Number",0.279
2016,"Quebec","Adjusted market income","Number",0.435
2016,"Quebec","Adjusted total income","Number",0.332
2016,"Quebec","Adjusted after-tax income","Number",0.283
2016,"Ontario","Adjusted market income","Number",0.443
2016,"Ontario","Adjusted total income","Number",0.362
2016,"Ontario","Adjusted after-tax income","Number",0.318
2016,"Prairie provinces","Adjusted market income","Number",0.401
2016,"Prairie provinces","Adjusted total income","Number",0.334
2016,"Prairie provinces","Adjusted after-tax income","Number",0.297
2016,"Manitoba","Adjusted market income","Number",0.41
2016,"Manitoba","Adjusted total income","Number",0.326
2016,"Manitoba","Adjusted after-tax income","Number",0.289
2016,"Saskatchewan","Adjusted market income","Number",0.397
2016,"Saskatchewan","Adjusted total income","Number",0.326
2016,"Saskatchewan","Adjusted after-tax income","Number",0.289
2016,"Alberta","Adjusted market income","Number",0.394
2016,"Alberta","Adjusted total income","Number",0.333
2016,"Alberta","Adjusted after-tax income","Number",0.296
2016,"British Columbia","Adjusted market income","Number",0.403
2016,"British Columbia","Adjusted total income","Number",0.332
2016,"British Columbia","Adjusted after-tax income","Number",0.298
2017,"Canada","Adjusted market income","Number",0.438
2017,"Canada","Adjusted total income","Number",0.352
2017,"Canada","Adjusted after-tax income","Number",0.309
2017,"Atlantic provinces","Adjusted market income","Number",0.447
2017,"Atlantic provinces","Adjusted total income","Number",0.335
2017,"Atlantic provinces","Adjusted after-tax income","Number",0.293
2017,"Newfoundland and Labrador","Adjusted market income","Number",0.484
2017,"Newfoundland and Labrador","Adjusted total income","Number",0.359
2017,"Newfoundland and Labrador","Adjusted after-tax income","Number",0.309
2017,"Prince Edward Island","Adjusted market income","Number",0.426
2017,"Prince Edward Island","Adjusted total income","Number",0.32
2017,"Prince Edward Island","Adjusted after-tax income","Number",0.287
2017,"Nova Scotia","Adjusted market income","Number",0.438
2017,"Nova Scotia","Adjusted total income","Number",0.336
2017,"Nova Scotia","Adjusted after-tax income","Number",0.295
2017,"New Brunswick","Adjusted market income","Number",0.431
2017,"New Brunswick","Adjusted total income","Number",0.317
2017,"New Brunswick","Adjusted after-tax income","Number",0.278
2017,"Quebec","Adjusted market income","Number",0.436
2017,"Quebec","Adjusted total income","Number",0.331
2017,"Quebec","Adjusted after-tax income","Number",0.287
2017,"Ontario","Adjusted market income","Number",0.451
2017,"Ontario","Adjusted total income","Number",0.368
2017,"Ontario","Adjusted after-tax income","Number",0.321
2017,"Prairie provinces","Adjusted market income","Number",0.409
2017,"Prairie provinces","Adjusted total income","Number",0.341
2017,"Prairie provinces","Adjusted after-tax income","Number",0.301
2017,"Manitoba","Adjusted market income","Number",0.426
2017,"Manitoba","Adjusted total income","Number",0.345
2017,"Manitoba","Adjusted after-tax income","Number",0.304
2017,"Saskatchewan","Adjusted market income","Number",0.423
2017,"Saskatchewan","Adjusted total income","Number",0.343
2017,"Saskatchewan","Adjusted after-tax income","Number",0.302
2017,"Alberta","Adjusted market income","Number",0.396
2017,"Alberta","Adjusted total income","Number",0.334
2017,"Alberta","Adjusted after-tax income","Number",0.294
2017,"British Columbia","Adjusted market income","Number",0.414
2017,"British Columbia","Adjusted total income","Number",0.339
2017,"British Columbia","Adjusted after-tax income","Number",0.303
2018,"Canada","Adjusted market income","Number",0.429
2018,"Canada","Adjusted total income","Number",0.345
2018,"Canada","Adjusted after-tax income","Number",0.304
2018,"Atlantic provinces","Adjusted market income","Number",0.446
2018,"Atlantic provinces","Adjusted total income","Number",0.335
2018,"Atlantic provinces","Adjusted after-tax income","Number",0.289
2018,"Newfoundland and Labrador","Adjusted market income","Number",0.471
2018,"Newfoundland and Labrador","Adjusted total income","Number",0.345
2018,"Newfoundland and Labrador","Adjusted after-tax income","Number",0.298
2018,"Prince Edward Island","Adjusted market income","Number",0.437
2018,"Prince Edward Island","Adjusted total income","Number",0.326
2018,"Prince Edward Island","Adjusted after-tax income","Number",0.286
2018,"Nova Scotia","Adjusted market income","Number",0.434
2018,"Nova Scotia","Adjusted total income","Number",0.332
2018,"Nova Scotia","Adjusted after-tax income","Number",0.288
2018,"New Brunswick","Adjusted market income","Number",0.443
2018,"New Brunswick","Adjusted total income","Number",0.331
2018,"New Brunswick","Adjusted after-tax income","Number",0.283
2018,"Quebec","Adjusted market income","Number",0.434
2018,"Quebec","Adjusted total income","Number",0.33
2018,"Quebec","Adjusted after-tax income","Number",0.283
2018,"Ontario","Adjusted market income","Number",0.433
2018,"Ontario","Adjusted total income","Number",0.354
2018,"Ontario","Adjusted after-tax income","Number",0.313
2018,"Prairie provinces","Adjusted market income","Number",0.411
2018,"Prairie provinces","Adjusted total income","Number",0.34
2018,"Prairie provinces","Adjusted after-tax income","Number",0.298
2018,"Manitoba","Adjusted market income","Number",0.417
2018,"Manitoba","Adjusted total income","Number",0.336
2018,"Manitoba","Adjusted after-tax income","Number",0.291
2018,"Saskatchewan","Adjusted market income","Number",0.402
2018,"Saskatchewan","Adjusted total income","Number",0.325
2018,"Saskatchewan","Adjusted after-tax income","Number",0.289
2018,"Alberta","Adjusted market income","Number",0.406
2018,"Alberta","Adjusted total income","Number",0.339
2018,"Alberta","Adjusted after-tax income","Number",0.296
2018,"British Columbia","Adjusted market income","Number",0.41
2018,"British Columbia","Adjusted total income","Number",0.341
2018,"British Columbia","Adjusted after-tax income","Number",0.304
2019,"Canada","Adjusted market income","Number",0.421
2019,"Canada","Adjusted total income","Number",0.338
2019,"Canada","Adjusted after-tax income","Number",0.299
2019,"Atlantic provinces","Adjusted market income","Number",0.429
2019,"Atlantic provinces","Adjusted total income","Number",0.321
2019,"Atlantic provinces","Adjusted after-tax income","Number",0.281
2019,"Newfoundland and Labrador","Adjusted market income","Number",0.472
2019,"Newfoundland and Labrador","Adjusted total income","Number",0.346
2019,"Newfoundland and Labrador","Adjusted after-tax income","Number",0.302
2019,"Prince Edward Island","Adjusted market income","Number",0.406
2019,"Prince Edward Island","Adjusted total income","Number",0.301
2019,"Prince Edward Island","Adjusted after-tax income","Number",0.266
2019,"Nova Scotia","Adjusted market income","Number",0.413
2019,"Nova Scotia","Adjusted total income","Number",0.318
2019,"Nova Scotia","Adjusted after-tax income","Number",0.277
2019,"New Brunswick","Adjusted market income","Number",0.417
2019,"New Brunswick","Adjusted total income","Number",0.308
2019,"New Brunswick","Adjusted after-tax income","Number",0.272
2019,"Quebec","Adjusted market income","Number",0.424
2019,"Quebec","Adjusted total income","Number",0.326
2019,"Quebec","Adjusted after-tax income","Number",0.282
2019,"Ontario","Adjusted market income","Number",0.425
2019,"Ontario","Adjusted total income","Number",0.344
2019,"Ontario","Adjusted after-tax income","Number",0.304
2019,"Prairie provinces","Adjusted market income","Number",0.405
2019,"Prairie provinces","Adjusted total income","Number",0.333
2019,"Prairie provinces","Adjusted after-tax income","Number",0.296
2019,"Manitoba","Adjusted market income","Number",0.418
2019,"Manitoba","Adjusted total income","Number",0.332
2019,"Manitoba","Adjusted after-tax income","Number",0.29
2019,"Saskatchewan","Adjusted market income","Number",0.407
2019,"Saskatchewan","Adjusted total income","Number",0.327
2019,"Saskatchewan","Adjusted after-tax income","Number",0.291
2019,"Alberta","Adjusted market income","Number",0.394
2019,"Alberta","Adjusted total income","Number",0.328
2019,"Alberta","Adjusted after-tax income","Number",0.291
2019,"British Columbia","Adjusted market income","Number",0.408
2019,"British Columbia","Adjusted total income","Number",0.339
2019,"British Columbia","Adjusted after-tax income","Number",0.305
2020,"Canada","Adjusted market income","Number",0.439
2020,"Canada","Adjusted total income","Number",0.321
2020,"Canada","Adjusted after-tax income","Number",0.281
2020,"Atlantic provinces","Adjusted market income","Number",0.444
2020,"Atlantic provinces","Adjusted total income","Number",0.306
2020,"Atlantic provinces","Adjusted after-tax income","Number",0.264
2020,"Newfoundland and Labrador","Adjusted market income","Number",0.469
2020,"Newfoundland and Labrador","Adjusted total income","Number",0.313
2020,"Newfoundland and Labrador","Adjusted after-tax income","Number",0.27
2020,"Prince Edward Island","Adjusted market income","Number",0.423
2020,"Prince Edward Island","Adjusted total income","Number",0.295
2020,"Prince Edward Island","Adjusted after-tax income","Number",0.257
2020,"Nova Scotia","Adjusted market income","Number",0.434
2020,"Nova Scotia","Adjusted total income","Number",0.301
2020,"Nova Scotia","Adjusted after-tax income","Number",0.26
2020,"New Brunswick","Adjusted market income","Number",0.442
2020,"New Brunswick","Adjusted total income","Number",0.308
2020,"New Brunswick","Adjusted after-tax income","Number",0.265
2020,"Quebec","Adjusted market income","Number",0.441
2020,"Quebec","Adjusted total income","Number",0.307
2020,"Quebec","Adjusted after-tax income","Number",0.261
2020,"Ontario","Adjusted market income","Number",0.449
2020,"Ontario","Adjusted total income","Number",0.332
2020,"Ontario","Adjusted after-tax income","Number",0.29
2020,"Prairie provinces","Adjusted market income","Number",0.418
2020,"Prairie provinces","Adjusted total income","Number",0.313
2020,"Prairie provinces","Adjusted after-tax income","Number",0.275
2020,"Manitoba","Adjusted market income","Number",0.423
2020,"Manitoba","Adjusted total income","Number",0.311
2020,"Manitoba","Adjusted after-tax income","Number",0.269
2020,"Saskatchewan","Adjusted market income","Number",0.417
2020,"Saskatchewan","Adjusted total income","Number",0.305
2020,"Saskatchewan","Adjusted after-tax income","Number",0.266
2020,"Alberta","Adjusted market income","Number",0.414
2020,"Alberta","Adjusted total income","Number",0.312
2020,"Alberta","Adjusted after-tax income","Number",0.274
2020,"British Columbia","Adjusted market income","Number",0.423
2020,"British Columbia","Adjusted total income","Number",0.316
2020,"British Columbia","Adjusted after-tax income","Number",0.28
2021,"Canada","Adjusted market income","Number",0.432
2021,"Canada","Adjusted total income","Number",0.332
2021,"Canada","Adjusted after-tax income","Number",0.288
2021,"Atlantic provinces","Adjusted market income","Number",0.429
2021,"Atlantic provinces","Adjusted total income","Number",0.31
2021,"Atlantic provinces","Adjusted after-tax income","Number",0.268
2021,"Newfoundland and Labrador","Adjusted market income","Number",0.465
2021,"Newfoundland and Labrador","Adjusted total income","Number",0.329
2021,"Newfoundland and Labrador","Adjusted after-tax income","Number",0.282
2021,"Prince Edward Island","Adjusted market income","Number",0.396
2021,"Prince Edward Island","Adjusted total income","Number",0.293
2021,"Prince Edward Island","Adjusted after-tax income","Number",0.252
2021,"Nova Scotia","Adjusted market income","Number",0.418
2021,"Nova Scotia","Adjusted total income","Number",0.307
2021,"Nova Scotia","Adjusted after-tax income","Number",0.264
2021,"New Brunswick","Adjusted market income","Number",0.421
2021,"New Brunswick","Adjusted total income","Number",0.304
2021,"New Brunswick","Adjusted after-tax income","Number",0.266
2021,"Quebec","Adjusted market income","Number",0.429
2021,"Quebec","Adjusted total income","Number",0.312
2021,"Quebec","Adjusted after-tax income","Number",0.264
2021,"Ontario","Adjusted market income","Number",0.442
2021,"Ontario","Adjusted total income","Number",0.344
2021,"Ontario","Adjusted after-tax income","Number",0.296
2021,"Prairie provinces","Adjusted market income","Number",0.42
2021,"Prairie provinces","Adjusted total income","Number",0.333
2021,"Prairie provinces","Adjusted after-tax income","Number",0.293
2021,"Manitoba","Adjusted market income","Number",0.419
2021,"Manitoba","Adjusted total income","Number",0.319
2021,"Manitoba","Adjusted after-tax income","Number",0.278
2021,"Saskatchewan","Adjusted market income","Number",0.399
2021,"Saskatchewan","Adjusted total income","Number",0.31
2021,"Saskatchewan","Adjusted after-tax income","Number",0.274
2021,"Alberta","Adjusted market income","Number",0.42
2021,"Alberta","Adjusted total income","Number",0.337
2021,"Alberta","Adjusted after-tax income","Number",0.295
2021,"British Columbia","Adjusted market income","Number",0.416
2021,"British Columbia","Adjusted total income","Number",0.327
2021,"British Columbia","Adjusted after-tax income","Number",0.291
