"Year","GEO","Sex","Age","Reason","VALUE"
2020,"Ontario","Males","15 years and over","Personal preference",108.1
2020,"Quebec","Females","15 years and over","Business conditions",35.9
2020,"Quebec","Females","15 years and over","Caring for children",23.9
2020,"Quebec","Females","15 years and over","Could not find full-time work",27.7
2020,"Quebec","Females","15 years and over","Going to school",152
2020,"Quebec","Females","15 years and over","Own illness",19.8
2020,"Quebec","Females","15 years and over","Part-time employment, all reasons",440.2
2020,"Quebec","Females","15 years and over","Personal preference",124.4
2020,"Quebec","Males","15 years and over","Business conditions",33.6
2020,"Quebec","Males","15 years and over","Caring for children",2.4
2020,"Quebec","Males","15 years and over","Could not find full-time work",16.8
2020,"Quebec","Males","15 years and over","Going to school",110.7
2020,"Quebec","Males","15 years and over","Own illness",10
2020,"Quebec","Males","15 years and over","Part-time employment, all reasons",271.9
2020,"Quebec","Males","15 years and over","Personal preference",73
2021,"Alberta","Females","15 years and over","Business conditions",47.9
2021,"Alberta","Females","15 years and over","Caring for children",43.3
2021,"Alberta","Females","15 years and over","Could not find full-time work",18
2021,"Alberta","Females","15 years and over","Going to school",63.8
2021,"Alberta","Females","15 years and over","Own illness",10.6
2021,"Alberta","Females","15 years and over","Part-time employment, all reasons",285.1
2021,"Alberta","Females","15 years and over","Personal preference",64.9
2021,"Alberta","Males","15 years and over","Business conditions",34.3
2021,"Alberta","Males","15 years and over","Caring for children",2.2
2021,"Alberta","Males","15 years and over","Could not find full-time work",12
2021,"Alberta","Males","15 years and over","Going to school",36.3
2021,"Alberta","Males","15 years and over","Own illness",6.7
2021,"Alberta","Males","15 years and over","Part-time employment, all reasons",139.5
2021,"Alberta","Males","15 years and over","Personal preference",34
2021,"British Columbia","Females","15 years and over","Business conditions",49.3
2021,"British Columbia","Females","15 years and over","Caring for children",56.8
2021,"British Columbia","Females","15 years and over","Could not find full-time work",16.9
2021,"British Columbia","Females","15 years and over","Going to school",87.3
2021,"British Columbia","Females","15 years and over","Own illness",16.6
2021,"British Columbia","Females","15 years and over","Part-time employment, all reasons",372.2
2021,"British Columbia","Females","15 years and over","Personal preference",93.1
2021,"British Columbia","Males","15 years and over","Business conditions",38.7
2021,"British Columbia","Males","15 years and over","Caring for children",4.1
2021,"British Columbia","Males","15 years and over","Could not find full-time work",12.1
2021,"British Columbia","Males","15 years and over","Going to school",63.8
2021,"British Columbia","Males","15 years and over","Own illness",12.7
2021,"British Columbia","Males","15 years and over","Part-time employment, all reasons",210.7
2021,"British Columbia","Males","15 years and over","Personal preference",57.4
2021,"Canada","Females","15 years and over","Business conditions",304.9
2021,"Canada","Females","15 years and over","Caring for children",252.1
2021,"Canada","Females","15 years and over","Could not find full-time work",124.1
2021,"Canada","Females","15 years and over","Going to school",592.1
2021,"Canada","Females","15 years and over","Own illness",86.7
2021,"Canada","Females","15 years and over","Part-time employment, all reasons",2182.1
2021,"Canada","Females","15 years and over","Personal preference",544.6
2021,"Canada","Males","15 years and over","Business conditions",234.3
2021,"Canada","Males","15 years and over","Caring for children",21.2
2021,"Canada","Males","15 years and over","Could not find full-time work",80.2
2021,"Canada","Males","15 years and over","Going to school",436.5
2021,"Canada","Males","15 years and over","Own illness",57.4
2021,"Canada","Males","15 years and over","Part-time employment, all reasons",1300.1
2021,"Canada","Males","15 years and over","Personal preference",337.7
2021,"Ontario","Females","15 years and over","Business conditions",133.4
2021,"Ontario","Females","15 years and over","Caring for children",93.8
2021,"Ontario","Females","15 years and over","Could not find full-time work",50.9
2021,"Ontario","Females","15 years and over","Going to school",210
2021,"Ontario","Females","15 years and over","Own illness",29.9
2021,"Ontario","Females","15 years and over","Part-time employment, all reasons",803.8
2021,"Ontario","Females","15 years and over","Personal preference",187.3
2021,"Ontario","Males","15 years and over","Business conditions",102.7
2021,"Ontario","Males","15 years and over","Caring for children",10.8
2021,"Ontario","Males","15 years and over","Could not find full-time work",31.9
2021,"Ontario","Males","15 years and over","Going to school",158.4
2021,"Ontario","Males","15 years and over","Own illness",21.1
2021,"Ontario","Males","15 years and over","Part-time employment, all reasons",500.6
2021,"Ontario","Males","15 years and over","Personal preference",120.5
2021,"Quebec","Females","15 years and over","Business conditions",34.2
2021,"Quebec","Females","15 years and over","Caring for children",24.7
2021,"Quebec","Females","15 years and over","Could not find full-time work",22.7
2021,"Quebec","Females","15 years and over","Going to school",164
2021,"Quebec","Females","15 years and over","Own illness",18.9
2021,"Quebec","Females","15 years and over","Part-time employment, all reasons",450.8
2021,"Quebec","Females","15 years and over","Personal preference",128
2021,"Quebec","Males","15 years and over","Business conditions",32.2
2021,"Quebec","Males","15 years and over","Caring for children",NA
2021,"Quebec","Males","15 years and over","Could not find full-time work",14.9
2021,"Quebec","Males","15 years and over","Going to school",131.8
2021,"Quebec","Males","15 years and over","Own illness",10.9
2021,"Quebec","Males","15 years and over","Part-time employment, all reasons",304
2021,"Quebec","Males","15 years and over","Personal preference",86
2022,"Alberta","Females","15 years and over","Business conditions",35.6
2022,"Alberta","Females","15 years and over","Caring for children",52.6
2022,"Alberta","Females","15 years and over","Could not find full-time work",17.6
2022,"Alberta","Females","15 years and over","Going to school",74.4
2022,"Alberta","Females","15 years and over","Own illness",15.8
2022,"Alberta","Females","15 years and over","Part-time employment, all reasons",305.1
2022,"Alberta","Females","15 years and over","Personal preference",69.7
2022,"Alberta","Males","15 years and over","Business conditions",21.9
2022,"Alberta","Males","15 years and over","Caring for children",2.9
2022,"Alberta","Males","15 years and over","Could not find full-time work",9.5
2022,"Alberta","Males","15 years and over","Going to school",46
2022,"Alberta","Males","15 years and over","Own illness",7
2022,"Alberta","Males","15 years and over","Part-time employment, all reasons",134.4
2022,"Alberta","Males","15 years and over","Personal preference",33.2
2022,"British Columbia","Females","15 years and over","Business conditions",31.6
2022,"British Columbia","Females","15 years and over","Caring for children",59.5
2022,"British Columbia","Females","15 years and over","Could not find full-time work",12.2
2022,"British Columbia","Females","15 years and over","Going to school",99.3
2022,"British Columbia","Females","15 years and over","Own illness",20.8
2022,"British Columbia","Females","15 years and over","Part-time employment, all reasons",374.6
2022,"British Columbia","Females","15 years and over","Personal preference",98.8
2022,"British Columbia","Males","15 years and over","Business conditions",25.6
2022,"British Columbia","Males","15 years and over","Caring for children",4.4
2022,"British Columbia","Males","15 years and over","Could not find full-time work",7
2022,"British Columbia","Males","15 years and over","Going to school",62.4
2022,"British Columbia","Males","15 years and over","Own illness",11.7
2022,"British Columbia","Males","15 years and over","Part-time employment, all reasons",195.8
2022,"British Columbia","Males","15 years and over","Personal preference",64.3
2022,"Canada","Females","15 years and over","Business conditions",219.8
2022,"Canada","Females","15 years and over","Caring for children",280.9
2022,"Canada","Females","15 years and over","Could not find full-time work",113.8
2022,"Canada","Females","15 years and over","Going to school",671.6
2022,"Canada","Females","15 years and over","Own illness",107
2022,"Canada","Females","15 years and over","Part-time employment, all reasons",2302.6
2022,"Canada","Females","15 years and over","Personal preference",608
2022,"Canada","Males","15 years and over","Business conditions",158.6
2022,"Canada","Males","15 years and over","Caring for children",22.4
2022,"Canada","Males","15 years and over","Could not find full-time work",63.7
2022,"Canada","Males","15 years and over","Going to school",467.6
2022,"Canada","Males","15 years and over","Own illness",58.8
2022,"Canada","Males","15 years and over","Part-time employment, all reasons",1275.5
2022,"Canada","Males","15 years and over","Personal preference",370.6
2022,"Ontario","Females","15 years and over","Business conditions",101.1
2022,"Ontario","Females","15 years and over","Caring for children",107.1
2022,"Ontario","Females","15 years and over","Could not find full-time work",45.4
2022,"Ontario","Females","15 years and over","Going to school",246.5
2022,"Ontario","Females","15 years and over","Own illness",37.7
2022,"Ontario","Females","15 years and over","Part-time employment, all reasons",864.7
2022,"Ontario","Females","15 years and over","Personal preference",210.8
2022,"Ontario","Males","15 years and over","Business conditions",73.7
2022,"Ontario","Males","15 years and over","Caring for children",10.3
2022,"Ontario","Males","15 years and over","Could not find full-time work",28.5
2022,"Ontario","Males","15 years and over","Going to school",172.4
2022,"Ontario","Males","15 years and over","Own illness",20.6
2022,"Ontario","Males","15 years and over","Part-time employment, all reasons",494.5
2022,"Ontario","Males","15 years and over","Personal preference",134.7
2022,"Quebec","Females","15 years and over","Business conditions",20.8
2022,"Quebec","Females","15 years and over","Caring for children",27.4
2022,"Quebec","Females","15 years and over","Could not find full-time work",24.5
2022,"Quebec","Females","15 years and over","Going to school",178.5
2022,"Quebec","Females","15 years and over","Own illness",20.4
2022,"Quebec","Females","15 years and over","Part-time employment, all reasons",486.5
2022,"Quebec","Females","15 years and over","Personal preference",156.6
2022,"Quebec","Males","15 years and over","Business conditions",17.6
2022,"Quebec","Males","15 years and over","Caring for children",2.4
2022,"Quebec","Males","15 years and over","Could not find full-time work",10.9
2022,"Quebec","Males","15 years and over","Going to school",134.6
2022,"Quebec","Males","15 years and over","Own illness",12.7
2022,"Quebec","Males","15 years and over","Part-time employment, all reasons",306.6
2022,"Quebec","Males","15 years and over","Personal preference",98.7
2023,"Alberta","Females","15 years and over","Business conditions",35.3
2023,"Alberta","Females","15 years and over","Caring for children",47.5
2023,"Alberta","Females","15 years and over","Could not find full-time work",17
2023,"Alberta","Females","15 years and over","Going to school",67.3
2023,"Alberta","Females","15 years and over","Own illness",12.2
2023,"Alberta","Females","15 years and over","Part-time employment, all reasons",294.9
2023,"Alberta","Females","15 years and over","Personal preference",75.1
2023,"Alberta","Males","15 years and over","Business conditions",20.9
2023,"Alberta","Males","15 years and over","Caring for children",3.8
2023,"Alberta","Males","15 years and over","Could not find full-time work",10.6
2023,"Alberta","Males","15 years and over","Going to school",46.7
2023,"Alberta","Males","15 years and over","Own illness",6.7
2023,"Alberta","Males","15 years and over","Part-time employment, all reasons",147.1
2023,"Alberta","Males","15 years and over","Personal preference",39.1
2023,"British Columbia","Females","15 years and over","Business conditions",35.4
2023,"British Columbia","Females","15 years and over","Caring for children",59.2
2023,"British Columbia","Females","15 years and over","Could not find full-time work",13.7
2023,"British Columbia","Females","15 years and over","Going to school",84.9
2023,"British Columbia","Females","15 years and over","Own illness",21.9
2023,"British Columbia","Females","15 years and over","Part-time employment, all reasons",366.7
2023,"British Columbia","Females","15 years and over","Personal preference",103.7
2023,"British Columbia","Males","15 years and over","Business conditions",28.1
2023,"British Columbia","Males","15 years and over","Caring for children",4.5
2023,"British Columbia","Males","15 years and over","Could not find full-time work",10.3
2023,"British Columbia","Males","15 years and over","Going to school",59.8
2023,"British Columbia","Males","15 years and over","Own illness",15.4
2023,"British Columbia","Males","15 years and over","Part-time employment, all reasons",198.1
2023,"British Columbia","Males","15 years and over","Personal preference",59.3
2023,"Canada","Females","15 years and over","Business conditions",216.1
2023,"Canada","Females","15 years and over","Caring for children",267.5
2023,"Canada","Females","15 years and over","Could not find full-time work",113.6
2023,"Canada","Females","15 years and over","Going to school",641.6
2023,"Canada","Females","15 years and over","Own illness",115.1
2023,"Canada","Females","15 years and over","Part-time employment, all reasons",2281.7
2023,"Canada","Females","15 years and over","Personal preference",626.4
2023,"Canada","Males","15 years and over","Business conditions",157.7
2023,"Canada","Males","15 years and over","Caring for children",21.2
2023,"Canada","Males","15 years and over","Could not find full-time work",82.5
2023,"Canada","Males","15 years and over","Going to school",491.1
2023,"Canada","Males","15 years and over","Own illness",71
2023,"Canada","Males","15 years and over","Part-time employment, all reasons",1353
2023,"Canada","Males","15 years and over","Personal preference",388.4
2023,"Ontario","Females","15 years and over","Business conditions",98.9
2023,"Ontario","Females","15 years and over","Caring for children",97.1
2023,"Ontario","Females","15 years and over","Could not find full-time work",48.1
2023,"Ontario","Females","15 years and over","Going to school",236.6
2023,"Ontario","Females","15 years and over","Own illness",42.4
2023,"Ontario","Females","15 years and over","Part-time employment, all reasons",846.7
2023,"Ontario","Females","15 years and over","Personal preference",209.8
2023,"Ontario","Males","15 years and over","Business conditions",73.5
2023,"Ontario","Males","15 years and over","Caring for children",8.4
2023,"Ontario","Males","15 years and over","Could not find full-time work",36.9
2023,"Ontario","Males","15 years and over","Going to school",190.2
2023,"Ontario","Males","15 years and over","Own illness",25.3
2023,"Ontario","Males","15 years and over","Part-time employment, all reasons",525.9
2023,"Ontario","Males","15 years and over","Personal preference",141.7
2023,"Quebec","Females","15 years and over","Business conditions",17.4
2023,"Quebec","Females","15 years and over","Caring for children",32.1
2023,"Quebec","Females","15 years and over","Could not find full-time work",21.9
2023,"Quebec","Females","15 years and over","Going to school",181.9
2023,"Quebec","Females","15 years and over","Own illness",24.5
2023,"Quebec","Females","15 years and over","Part-time employment, all reasons",503.8
2023,"Quebec","Females","15 years and over","Personal preference",162.4
2023,"Quebec","Males","15 years and over","Business conditions",16
2023,"Quebec","Males","15 years and over","Caring for children",2.2
2023,"Quebec","Males","15 years and over","Could not find full-time work",16.2
2023,"Quebec","Males","15 years and over","Going to school",142
2023,"Quebec","Males","15 years and over","Own illness",16.4
2023,"Quebec","Males","15 years and over","Part-time employment, all reasons",330.5
2023,"Quebec","Males","15 years and over","Personal preference",102
