"Year","GEO","Prices","Estimates","UOM","SCALAR_FACTOR","VALUE"
2015,"Canada","Current prices","General governments gross fixed capital formation: intellectual property products","Dollars","millions",19492
2015,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: residential investment","Dollars","millions",1368
2015,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Dollars","millions",764
2015,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Dollars","millions",464
2015,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Dollars","millions",332
2015,"Canada","Contributions to percent change","Business gross fixed capital formation: residential structures","Percent","units",0.236
2015,"Canada","Contributions to percent change","Business gross fixed capital formation: non-residential structures","Percent","units",-3.721
2015,"Canada","Contributions to percent change","Business gross fixed capital formation: machinery and equipment","Percent","units",-1.143
2015,"Canada","Contributions to percent change","Business gross fixed capital formation: intellectual property products","Percent","units",-0.764
2015,"Canada","Contributions to percent change","General governments gross fixed capital formation: residential structures","Percent","units",-0.063
2015,"Canada","Contributions to percent change","General governments gross fixed capital formation: non-residential structures","Percent","units",2.658
2015,"Canada","Contributions to percent change","General governments gross fixed capital formation: machinery and equipment","Percent","units",-1.409
2015,"Canada","Contributions to percent change","General governments gross fixed capital formation: weapons systems","Percent","units",2.567
2015,"Canada","Contributions to percent change","General governments gross fixed capital formation: intellectual property products","Percent","units",-1.137
2015,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: residential investment","Percent","units",0.663
2015,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Percent","units",-3.716
2015,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Percent","units",-3.248
2015,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Percent","units",1.029
2015,"Canada","Chained (2012) dollars","Business gross fixed capital formation: residential structures","Dollars","millions",132415
2015,"Canada","Chained (2012) dollars","Business gross fixed capital formation: non-residential structures","Dollars","millions",136962
2015,"Canada","Chained (2012) dollars","Business gross fixed capital formation: machinery and equipment","Dollars","millions",73726
2015,"Canada","Chained (2012) dollars","Business gross fixed capital formation: intellectual property products","Dollars","millions",35578
2015,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: residential structures","Dollars","millions",1472
2015,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: non-residential structures","Dollars","millions",43215
2015,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: machinery and equipment","Dollars","millions",6785
2015,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: weapons systems","Dollars","millions",2300
2015,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: intellectual property products","Dollars","millions",17711
2015,"Canada","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation: residential investment","Dollars","millions",1304
2015,"Canada","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Dollars","millions",732
2015,"Canada","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Dollars","millions",404
2015,"Canada","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Dollars","millions",332
2015,"Canada","Chained (2007) dollars","Business gross fixed capital formation: residential structures","Dollars","millions",119648
2015,"Canada","Chained (2007) dollars","Business gross fixed capital formation: non-residential structures","Dollars","millions",114920
2015,"Canada","Chained (2007) dollars","Business gross fixed capital formation: machinery and equipment","Dollars","millions",77291
2015,"Canada","Chained (2007) dollars","Business gross fixed capital formation: intellectual property products","Dollars","millions",31776
2015,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: residential structures","Dollars","millions",1332
2015,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: non-residential structures","Dollars","millions",34769
2015,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: machinery and equipment","Dollars","millions",8185
2015,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: weapons systems","Dollars","millions",2256
2015,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: intellectual property products","Dollars","millions",16662
2015,"Canada","Chained (2007) dollars","Non-profit institutions serving households' gross fixed capital formation: residential investment","Dollars","millions",1172
2015,"Canada","Chained (2007) dollars","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Dollars","millions",700
2015,"Canada","Chained (2007) dollars","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Dollars","millions",504
2015,"Canada","Chained (2007) dollars","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Dollars","millions",284
2015,"Canada","Chained (2017) dollars","Business gross fixed capital formation: residential structures","Dollars","millions",154050
2015,"Canada","Chained (2017) dollars","Business gross fixed capital formation: non-residential structures","Dollars","millions",140939
2015,"Canada","Chained (2017) dollars","Business gross fixed capital formation: machinery and equipment","Dollars","millions",80192
2015,"Canada","Chained (2017) dollars","Business gross fixed capital formation: intellectual property products","Dollars","millions",37031
2015,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: residential structures","Dollars","millions",1650
2015,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: non-residential structures","Dollars","millions",47507
2015,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: machinery and equipment","Dollars","millions",7673
2015,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: weapons systems","Dollars","millions",947
2015,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: intellectual property products","Dollars","millions",19784
2015,"Canada","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation: residential investment","Dollars","millions",1512
2015,"Canada","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Dollars","millions",803
2015,"Canada","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Dollars","millions",457
2015,"Canada","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Dollars","millions",304
2015,"Canada","Current prices","Business gross fixed capital formation: residential structures","Dollars","millions",141924
2015,"Canada","Current prices","Business gross fixed capital formation: non-residential structures","Dollars","millions",138440
2015,"Canada","Current prices","Business gross fixed capital formation: machinery and equipment","Dollars","millions",78304
2015,"Canada","Current prices","Business gross fixed capital formation: intellectual property products","Dollars","millions",36352
2015,"Canada","Current prices","General governments gross fixed capital formation: residential structures","Dollars","millions",1548
2015,"Canada","Current prices","General governments gross fixed capital formation: non-residential structures","Dollars","millions",46532
2015,"Canada","Current prices","General governments gross fixed capital formation: machinery and equipment","Dollars","millions",7444
2015,"Canada","Current prices","General governments gross fixed capital formation: weapons systems","Dollars","millions",956
2015,"Canada","Current prices","General governments gross fixed capital formation: intellectual property products","Dollars","millions",19468
2015,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: residential investment","Dollars","millions",1412
2015,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Dollars","millions",776
2015,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Dollars","millions",452
2015,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Dollars","millions",304
2015,"Canada","Contributions to percent change","Business gross fixed capital formation: residential structures","Percent","units",0.048
2015,"Canada","Contributions to percent change","Business gross fixed capital formation: non-residential structures","Percent","units",-1.683
2015,"Canada","Contributions to percent change","Business gross fixed capital formation: machinery and equipment","Percent","units",-0.614
2015,"Canada","Contributions to percent change","Business gross fixed capital formation: intellectual property products","Percent","units",-0.579
2015,"Canada","Contributions to percent change","General governments gross fixed capital formation: residential structures","Percent","units",0.006
2015,"Canada","Contributions to percent change","General governments gross fixed capital formation: non-residential structures","Percent","units",1.622
2015,"Canada","Contributions to percent change","General governments gross fixed capital formation: machinery and equipment","Percent","units",-0.346
2015,"Canada","Contributions to percent change","General governments gross fixed capital formation: weapons systems","Percent","units",-2.586
2015,"Canada","Contributions to percent change","General governments gross fixed capital formation: intellectual property products","Percent","units",-1.169
2015,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: residential investment","Percent","units",1.59
2015,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Percent","units",0.394
2015,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Percent","units",0
2015,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Percent","units",-2.158
2015,"Canada","Chained (2012) dollars","Business gross fixed capital formation: residential structures","Dollars","millions",132599
2015,"Canada","Chained (2012) dollars","Business gross fixed capital formation: non-residential structures","Dollars","millions",130522
2015,"Canada","Chained (2012) dollars","Business gross fixed capital formation: machinery and equipment","Dollars","millions",71453
2015,"Canada","Chained (2012) dollars","Business gross fixed capital formation: intellectual property products","Dollars","millions",33404
2015,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: residential structures","Dollars","millions",1476
2015,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: non-residential structures","Dollars","millions",44413
2015,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: machinery and equipment","Dollars","millions",6548
2015,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: weapons systems","Dollars","millions",740
2015,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: intellectual property products","Dollars","millions",16907
2015,"Canada","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation: residential investment","Dollars","millions",1348
2015,"Canada","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Dollars","millions",744
2015,"Canada","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Dollars","millions",404
2015,"Canada","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Dollars","millions",272
2015,"Canada","Chained (2007) dollars","Business gross fixed capital formation: residential structures","Dollars","millions",119870
2015,"Canada","Chained (2007) dollars","Business gross fixed capital formation: non-residential structures","Dollars","millions",110122
2015,"Canada","Chained (2007) dollars","Business gross fixed capital formation: machinery and equipment","Dollars","millions",74894
2015,"Canada","Chained (2007) dollars","Business gross fixed capital formation: intellectual property products","Dollars","millions",31240
2015,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: residential structures","Dollars","millions",1292
2015,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: non-residential structures","Dollars","millions",35044
2015,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: machinery and equipment","Dollars","millions",7893
2015,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: weapons systems","Dollars","millions",692
2015,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: intellectual property products","Dollars","millions",16431
2015,"Canada","Chained (2007) dollars","Non-profit institutions serving households' gross fixed capital formation: residential investment","Dollars","millions",1216
2015,"Canada","Chained (2007) dollars","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Dollars","millions",676
2015,"Canada","Chained (2007) dollars","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Dollars","millions",492
2015,"Canada","Chained (2007) dollars","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Dollars","millions",280
2015,"Canada","Chained (2017) dollars","Business gross fixed capital formation: residential structures","Dollars","millions",156982
2015,"Canada","Chained (2017) dollars","Business gross fixed capital formation: non-residential structures","Dollars","millions",134402
2015,"Canada","Chained (2017) dollars","Business gross fixed capital formation: machinery and equipment","Dollars","millions",78501
2015,"Canada","Chained (2017) dollars","Business gross fixed capital formation: intellectual property products","Dollars","millions",36224
2015,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: residential structures","Dollars","millions",1712
2015,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: non-residential structures","Dollars","millions",48603
2015,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: machinery and equipment","Dollars","millions",7628
2015,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: weapons systems","Dollars","millions",507
2015,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: intellectual property products","Dollars","millions",19216
2015,"Canada","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation: residential investment","Dollars","millions",1570
2015,"Canada","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Dollars","millions",808
2015,"Canada","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Dollars","millions",466
2015,"Canada","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Dollars","millions",263
2015,"Canada","Current prices","Business gross fixed capital formation: residential structures","Dollars","millions",145656
2015,"Canada","Current prices","Business gross fixed capital formation: non-residential structures","Dollars","millions",131524
2015,"Canada","Current prices","Business gross fixed capital formation: machinery and equipment","Dollars","millions",78672
2015,"Canada","Current prices","Business gross fixed capital formation: intellectual property products","Dollars","millions",36016
2015,"Canada","Current prices","General governments gross fixed capital formation: residential structures","Dollars","millions",1620
2015,"Canada","Current prices","General governments gross fixed capital formation: non-residential structures","Dollars","millions",47420
2015,"Canada","Current prices","General governments gross fixed capital formation: machinery and equipment","Dollars","millions",7716
2015,"Canada","Current prices","General governments gross fixed capital formation: weapons systems","Dollars","millions",512
2015,"Canada","Current prices","General governments gross fixed capital formation: intellectual property products","Dollars","millions",18736
2015,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: residential investment","Dollars","millions",1472
2015,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Dollars","millions",772
2015,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Dollars","millions",468
2015,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Dollars","millions",276
2015,"Canada","Contributions to percent change","Business gross fixed capital formation: residential structures","Percent","units",0.684
2015,"Canada","Contributions to percent change","Business gross fixed capital formation: non-residential structures","Percent","units",-1.616
2015,"Canada","Contributions to percent change","Business gross fixed capital formation: machinery and equipment","Percent","units",-0.422
2015,"Canada","Contributions to percent change","Business gross fixed capital formation: intellectual property products","Percent","units",-0.201
2015,"Canada","Contributions to percent change","General governments gross fixed capital formation: residential structures","Percent","units",0.077
2015,"Canada","Contributions to percent change","General governments gross fixed capital formation: non-residential structures","Percent","units",1.411
2015,"Canada","Contributions to percent change","General governments gross fixed capital formation: machinery and equipment","Percent","units",-0.059
2015,"Canada","Contributions to percent change","General governments gross fixed capital formation: weapons systems","Percent","units",-0.585
2015,"Canada","Contributions to percent change","General governments gross fixed capital formation: intellectual property products","Percent","units",-0.733
2015,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: residential investment","Percent","units",1.838
2015,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Percent","units",0.163
2015,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Percent","units",0.304
2015,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Percent","units",-1.422
2015,"Canada","Chained (2012) dollars","Business gross fixed capital formation: residential structures","Dollars","millions",135122
2015,"Canada","Chained (2012) dollars","Business gross fixed capital formation: non-residential structures","Dollars","millions",124467
2015,"Canada","Chained (2012) dollars","Business gross fixed capital formation: machinery and equipment","Dollars","millions",69947
2015,"Canada","Chained (2012) dollars","Business gross fixed capital formation: intellectual property products","Dollars","millions",32677
2015,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: residential structures","Dollars","millions",1532
2015,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: non-residential structures","Dollars","millions",45437
2015,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: machinery and equipment","Dollars","millions",6510
2015,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: weapons systems","Dollars","millions",396
2015,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: intellectual property products","Dollars","millions",16420
2015,"Canada","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation: residential investment","Dollars","millions",1400
2015,"Canada","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Dollars","millions",748
2015,"Canada","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Dollars","millions",412
2015,"Canada","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Dollars","millions",236
2015,"Canada","Chained (2007) dollars","Business gross fixed capital formation: residential structures","Dollars","millions",121445
2015,"Canada","Chained (2007) dollars","Business gross fixed capital formation: non-residential structures","Dollars","millions",105718
2015,"Canada","Chained (2007) dollars","Business gross fixed capital formation: machinery and equipment","Dollars","millions",71610
2015,"Canada","Chained (2007) dollars","Business gross fixed capital formation: intellectual property products","Dollars","millions",30592
2015,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: residential structures","Dollars","millions",1308
2015,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: non-residential structures","Dollars","millions",35860
2015,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: machinery and equipment","Dollars","millions",7878
2015,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: weapons systems","Dollars","millions",448
2015,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: intellectual property products","Dollars","millions",15590
2015,"Canada","Chained (2007) dollars","Non-profit institutions serving households' gross fixed capital formation: residential investment","Dollars","millions",1256
2015,"Canada","Chained (2007) dollars","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Dollars","millions",664
2015,"Canada","Chained (2007) dollars","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Dollars","millions",520
2015,"Canada","Chained (2007) dollars","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Dollars","millions",288
2015,"Canada","Chained (2017) dollars","Business gross fixed capital formation: residential structures","Dollars","millions",157696
2015,"Canada","Chained (2017) dollars","Business gross fixed capital formation: non-residential structures","Dollars","millions",129278
2015,"Canada","Chained (2017) dollars","Business gross fixed capital formation: machinery and equipment","Dollars","millions",78273
2015,"Canada","Chained (2017) dollars","Business gross fixed capital formation: intellectual property products","Dollars","millions",36605
2015,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: residential structures","Dollars","millions",1708
2015,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: non-residential structures","Dollars","millions",48898
2015,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: machinery and equipment","Dollars","millions",7653
2015,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: weapons systems","Dollars","millions",727
2015,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: intellectual property products","Dollars","millions",19160
2015,"Canada","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation: residential investment","Dollars","millions",1588
2015,"Canada","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Dollars","millions",769
2015,"Canada","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Dollars","millions",443
2015,"Canada","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Dollars","millions",250
2015,"Canada","Current prices","Business gross fixed capital formation: residential structures","Dollars","millions",147228
2015,"Canada","Current prices","Business gross fixed capital formation: non-residential structures","Dollars","millions",126376
2015,"Canada","Current prices","Business gross fixed capital formation: machinery and equipment","Dollars","millions",79116
2015,"Canada","Current prices","Business gross fixed capital formation: intellectual property products","Dollars","millions",36460
2015,"Canada","Current prices","General governments gross fixed capital formation: residential structures","Dollars","millions",1620
2015,"Canada","Current prices","General governments gross fixed capital formation: non-residential structures","Dollars","millions",47632
2015,"Canada","Current prices","General governments gross fixed capital formation: machinery and equipment","Dollars","millions",7840
2015,"Canada","Current prices","General governments gross fixed capital formation: weapons systems","Dollars","millions",764
2015,"Canada","Current prices","General governments gross fixed capital formation: intellectual property products","Dollars","millions",18716
2015,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: residential investment","Dollars","millions",1504
2015,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Dollars","millions",736
2015,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Dollars","millions",448
2015,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Dollars","millions",276
2015,"Canada","Contributions to percent change","Business gross fixed capital formation: residential structures","Percent","units",0.169
2015,"Canada","Contributions to percent change","Business gross fixed capital formation: non-residential structures","Percent","units",-1.276
2015,"Canada","Contributions to percent change","Business gross fixed capital formation: machinery and equipment","Percent","units",-0.059
2015,"Canada","Contributions to percent change","Business gross fixed capital formation: intellectual property products","Percent","units",0.097
2015,"Canada","Contributions to percent change","General governments gross fixed capital formation: residential structures","Percent","units",-0.005
2015,"Canada","Contributions to percent change","General governments gross fixed capital formation: non-residential structures","Percent","units",0.377
2015,"Canada","Contributions to percent change","General governments gross fixed capital formation: machinery and equipment","Percent","units",0.033
2015,"Canada","Contributions to percent change","General governments gross fixed capital formation: weapons systems","Percent","units",0.298
2015,"Canada","Contributions to percent change","General governments gross fixed capital formation: intellectual property products","Percent","units",-0.072
2015,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: residential investment","Percent","units",0.564
2015,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Percent","units",-1.241
2015,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Percent","units",-0.771
2015,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Percent","units",-0.466
2015,"Canada","Chained (2012) dollars","Business gross fixed capital formation: residential structures","Dollars","millions",135736
2015,"Canada","Chained (2012) dollars","Business gross fixed capital formation: non-residential structures","Dollars","millions",119723
2015,"Canada","Chained (2012) dollars","Business gross fixed capital formation: machinery and equipment","Dollars","millions",69744
2015,"Canada","Chained (2012) dollars","Business gross fixed capital formation: intellectual property products","Dollars","millions",33021
2015,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: residential structures","Dollars","millions",1528
2015,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: non-residential structures","Dollars","millions",45712
2015,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: machinery and equipment","Dollars","millions",6530
2015,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: weapons systems","Dollars","millions",568
2015,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: intellectual property products","Dollars","millions",16373
2015,"Canada","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation: residential investment","Dollars","millions",1416
2015,"Canada","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Dollars","millions",712
2015,"Canada","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Dollars","millions",392
2015,"Canada","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Dollars","millions",224
2015,"Canada","Chained (2007) dollars","Business gross fixed capital formation: residential structures","Dollars","millions",121992
2015,"Canada","Chained (2007) dollars","Business gross fixed capital formation: non-residential structures","Dollars","millions",101181
2015,"Canada","Chained (2007) dollars","Business gross fixed capital formation: machinery and equipment","Dollars","millions",73789
2015,"Canada","Chained (2007) dollars","Business gross fixed capital formation: intellectual property products","Dollars","millions",31016
2015,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: residential structures","Dollars","millions",1312
2015,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: non-residential structures","Dollars","millions",36680
2015,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: machinery and equipment","Dollars","millions",7912
2015,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: weapons systems","Dollars","millions",636
2015,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: intellectual property products","Dollars","millions",14988
2015,"Canada","Chained (2007) dollars","Non-profit institutions serving households' gross fixed capital formation: residential investment","Dollars","millions",1260
2015,"Canada","Chained (2007) dollars","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Dollars","millions",648
2015,"Canada","Chained (2007) dollars","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Dollars","millions",492
2015,"Canada","Chained (2007) dollars","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Dollars","millions",288
2016,"Canada","Chained (2017) dollars","Business gross fixed capital formation: residential structures","Dollars","millions",160261
2016,"Canada","Chained (2017) dollars","Business gross fixed capital formation: non-residential structures","Dollars","millions",123738
2016,"Canada","Chained (2017) dollars","Business gross fixed capital formation: machinery and equipment","Dollars","millions",71210
2016,"Canada","Chained (2017) dollars","Business gross fixed capital formation: intellectual property products","Dollars","millions",36869
2016,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: residential structures","Dollars","millions",1739
2016,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: non-residential structures","Dollars","millions",47690
2016,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: machinery and equipment","Dollars","millions",9184
2016,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: weapons systems","Dollars","millions",1096
2016,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: intellectual property products","Dollars","millions",19601
2016,"Canada","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation: residential investment","Dollars","millions",1211
2016,"Canada","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Dollars","millions",575
2016,"Canada","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Dollars","millions",380
2016,"Canada","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Dollars","millions",254
2016,"Canada","Current prices","Business gross fixed capital formation: residential structures","Dollars","millions",152052
2016,"Canada","Current prices","Business gross fixed capital formation: non-residential structures","Dollars","millions",121632
2016,"Canada","Current prices","Business gross fixed capital formation: machinery and equipment","Dollars","millions",72808
2016,"Canada","Current prices","Business gross fixed capital formation: intellectual property products","Dollars","millions",36564
2016,"Canada","Current prices","General governments gross fixed capital formation: residential structures","Dollars","millions",1648
2016,"Canada","Current prices","General governments gross fixed capital formation: non-residential structures","Dollars","millions",46372
2016,"Canada","Current prices","General governments gross fixed capital formation: machinery and equipment","Dollars","millions",9428
2016,"Canada","Current prices","General governments gross fixed capital formation: weapons systems","Dollars","millions",1180
2016,"Canada","Current prices","General governments gross fixed capital formation: intellectual property products","Dollars","millions",19272
2016,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: residential investment","Dollars","millions",1152
2016,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Dollars","millions",556
2016,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Dollars","millions",392
2016,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Dollars","millions",244
2016,"Canada","Contributions to percent change","Business gross fixed capital formation: residential structures","Percent","units",0.617
2016,"Canada","Contributions to percent change","Business gross fixed capital formation: non-residential structures","Percent","units",-1.389
2016,"Canada","Contributions to percent change","Business gross fixed capital formation: machinery and equipment","Percent","units",-1.835
2016,"Canada","Contributions to percent change","Business gross fixed capital formation: intellectual property products","Percent","units",0.067
2016,"Canada","Contributions to percent change","General governments gross fixed capital formation: residential structures","Percent","units",0.038
2016,"Canada","Contributions to percent change","General governments gross fixed capital formation: non-residential structures","Percent","units",-1.534
2016,"Canada","Contributions to percent change","General governments gross fixed capital formation: machinery and equipment","Percent","units",2.049
2016,"Canada","Contributions to percent change","General governments gross fixed capital formation: weapons systems","Percent","units",0.512
2016,"Canada","Contributions to percent change","General governments gross fixed capital formation: intellectual property products","Percent","units",0.565
2016,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: residential investment","Percent","units",-12.099
2016,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Percent","units",-6.31
2016,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Percent","units",-2.176
2016,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Percent","units",0.14
