"Year","GEO","Prices","Estimates","UOM","SCALAR_FACTOR","VALUE","GDP","Estimate_per_GDP"
2011,"Canada","Current prices","Residential structures","Dollars","millions",118051,1774063,6.7
2011,"Manitoba","Chained (2017) dollars","Business gross fixed capital formation","Dollars","millions",10888,62107,17.5
2011,"Manitoba","Chained (2017) dollars","General governments final consumption expenditure","Dollars","millions",17701,62107,28.5
2011,"Manitoba","Chained (2017) dollars","Gross domestic product at market prices","Dollars","millions",62107,62107,100
2011,"Manitoba","Chained (2017) dollars","Intellectual property products","Dollars","millions",779,62107,1.3
2011,"Manitoba","Chained (2017) dollars","Machinery and equipment","Dollars","millions",2523,62107,4.1
2011,"Manitoba","Chained (2017) dollars","Non-residential Investment","Dollars","millions",7094,62107,11.5
2011,"Manitoba","Chained (2017) dollars","Non-residential structures","Dollars","millions",3796,62107,6.1
2011,"Manitoba","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","millions",6315,62107,10.2
2011,"Manitoba","Chained (2017) dollars","Residential structures","Dollars","millions",3792,62107,6.1
2011,"Manitoba","Current prices","Business gross fixed capital formation","Dollars","millions",9605,56252,17.1
2011,"Manitoba","Current prices","General governments final consumption expenditure","Dollars","millions",15538,56252,27.6
2011,"Manitoba","Current prices","Gross domestic product at market prices","Dollars","millions",56252,56252,100
2011,"Manitoba","Current prices","Intellectual property products","Dollars","millions",694,56252,1.2
2011,"Manitoba","Current prices","Machinery and equipment","Dollars","millions",2237,56252,4
2011,"Manitoba","Current prices","Non-residential Investment","Dollars","millions",6295,56252,11.2
2011,"Manitoba","Current prices","Non-residential structures","Dollars","millions",3364,56252,6
2011,"Manitoba","Current prices","Non-residential structures, machinery and equipment","Dollars","millions",5601,56252,10
2011,"Manitoba","Current prices","Residential structures","Dollars","millions",3310,56252,5.9
2011,"New Brunswick","Chained (2017) dollars","Business gross fixed capital formation","Dollars","millions",5270,34876,15.1
2011,"New Brunswick","Chained (2017) dollars","General governments final consumption expenditure","Dollars","millions",10732,34876,30.8
2011,"New Brunswick","Chained (2017) dollars","Gross domestic product at market prices","Dollars","millions",34876,34876,100
2011,"New Brunswick","Chained (2017) dollars","Intellectual property products","Dollars","millions",398,34876,1.1
2011,"New Brunswick","Chained (2017) dollars","Machinery and equipment","Dollars","millions",1835,34876,5.3
2011,"New Brunswick","Chained (2017) dollars","Non-residential Investment","Dollars","millions",3357,34876,9.6
2011,"New Brunswick","Chained (2017) dollars","Non-residential structures","Dollars","millions",1117,34876,3.2
2011,"New Brunswick","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","millions",2959,34876,8.5
2011,"New Brunswick","Chained (2017) dollars","Residential structures","Dollars","millions",1918,34876,5.5
2011,"New Brunswick","Current prices","Business gross fixed capital formation","Dollars","millions",4765,31561,15.1
2011,"New Brunswick","Current prices","General governments final consumption expenditure","Dollars","millions",9564,31561,30.3
2011,"New Brunswick","Current prices","Gross domestic product at market prices","Dollars","millions",31561,31561,100
2011,"New Brunswick","Current prices","Intellectual property products","Dollars","millions",353,31561,1.1
2011,"New Brunswick","Current prices","Machinery and equipment","Dollars","millions",1615,31561,5.1
2011,"New Brunswick","Current prices","Non-residential Investment","Dollars","millions",2973,31561,9.4
2011,"New Brunswick","Current prices","Non-residential structures","Dollars","millions",1005,31561,3.2
2011,"New Brunswick","Current prices","Non-residential structures, machinery and equipment","Dollars","millions",2620,31561,8.3
2011,"New Brunswick","Current prices","Residential structures","Dollars","millions",1792,31561,5.7
2011,"Newfoundland and Labrador","Chained (2017) dollars","Business gross fixed capital formation","Dollars","millions",7324,33271,22
2011,"Newfoundland and Labrador","Chained (2017) dollars","General governments final consumption expenditure","Dollars","millions",8296,33271,24.9
2011,"Newfoundland and Labrador","Chained (2017) dollars","Gross domestic product at market prices","Dollars","millions",33271,33271,100
2011,"Newfoundland and Labrador","Chained (2017) dollars","Intellectual property products","Dollars","millions",632,33271,1.9
2011,"Newfoundland and Labrador","Chained (2017) dollars","Machinery and equipment","Dollars","millions",1625,33271,4.9
2011,"Newfoundland and Labrador","Chained (2017) dollars","Non-residential Investment","Dollars","millions",5315,33271,16
2011,"Newfoundland and Labrador","Chained (2017) dollars","Non-residential structures","Dollars","millions",3076,33271,9.2
2011,"Newfoundland and Labrador","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","millions",4683,33271,14.1
2011,"Newfoundland and Labrador","Chained (2017) dollars","Residential structures","Dollars","millions",1964,33271,5.9
2011,"Newfoundland and Labrador","Current prices","Business gross fixed capital formation","Dollars","millions",6613,33562,19.7
2011,"Newfoundland and Labrador","Current prices","General governments final consumption expenditure","Dollars","millions",7479,33562,22.3
2011,"Newfoundland and Labrador","Current prices","Gross domestic product at market prices","Dollars","millions",33562,33562,100
2011,"Newfoundland and Labrador","Current prices","Intellectual property products","Dollars","millions",562,33562,1.7
2011,"Newfoundland and Labrador","Current prices","Machinery and equipment","Dollars","millions",1428,33562,4.3
2011,"Newfoundland and Labrador","Current prices","Non-residential Investment","Dollars","millions",4757,33562,14.2
2011,"Newfoundland and Labrador","Current prices","Non-residential structures","Dollars","millions",2767,33562,8.2
2011,"Newfoundland and Labrador","Current prices","Non-residential structures, machinery and equipment","Dollars","millions",4195,33562,12.5
2011,"Newfoundland and Labrador","Current prices","Residential structures","Dollars","millions",1856,33562,5.5
2011,"Northwest Territories","Chained (2017) dollars","Business gross fixed capital formation","Dollars","millions",896,4187,21.4
2011,"Northwest Territories","Chained (2017) dollars","General governments final consumption expenditure","Dollars","millions",2114,4187,50.5
2011,"Northwest Territories","Chained (2017) dollars","Gross domestic product at market prices","Dollars","millions",4187,4187,100
2011,"Northwest Territories","Chained (2017) dollars","Intellectual property products","Dollars","millions",203,4187,4.8
2011,"Northwest Territories","Chained (2017) dollars","Machinery and equipment","Dollars","millions",244,4187,5.8
2011,"Northwest Territories","Chained (2017) dollars","Non-residential Investment","Dollars","millions",825,4187,19.7
2011,"Northwest Territories","Chained (2017) dollars","Non-residential structures","Dollars","millions",391,4187,9.3
2011,"Northwest Territories","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","millions",622,4187,14.9
2011,"Northwest Territories","Chained (2017) dollars","Residential structures","Dollars","millions",74,4187,1.8
2011,"Northwest Territories","Current prices","Business gross fixed capital formation","Dollars","millions",808,4734,17.1
2011,"Northwest Territories","Current prices","General governments final consumption expenditure","Dollars","millions",1875,4734,39.6
2011,"Northwest Territories","Current prices","Gross domestic product at market prices","Dollars","millions",4734,4734,100
2011,"Northwest Territories","Current prices","Intellectual property products","Dollars","millions",180,4734,3.8
2011,"Northwest Territories","Current prices","Machinery and equipment","Dollars","millions",218,4734,4.6
2011,"Northwest Territories","Current prices","Non-residential Investment","Dollars","millions",745,4734,15.7
2011,"Northwest Territories","Current prices","Non-residential structures","Dollars","millions",347,4734,7.3
2011,"Northwest Territories","Current prices","Non-residential structures, machinery and equipment","Dollars","millions",565,4734,11.9
2011,"Northwest Territories","Current prices","Residential structures","Dollars","millions",63,4734,1.3
2011,"Northwest Territories including Nunavut","Chained (2017) dollars","Business gross fixed capital formation","Dollars","millions",NA,NA,NA
2011,"Northwest Territories including Nunavut","Chained (2017) dollars","General governments final consumption expenditure","Dollars","millions",NA,NA,NA
2011,"Northwest Territories including Nunavut","Chained (2017) dollars","Gross domestic product at market prices","Dollars","millions",NA,NA,NA
2011,"Northwest Territories including Nunavut","Chained (2017) dollars","Intellectual property products","Dollars","millions",NA,NA,NA
2011,"Northwest Territories including Nunavut","Chained (2017) dollars","Machinery and equipment","Dollars","millions",NA,NA,NA
2011,"Northwest Territories including Nunavut","Chained (2017) dollars","Non-residential Investment","Dollars","millions",NA,NA,NA
2011,"Northwest Territories including Nunavut","Chained (2017) dollars","Non-residential structures","Dollars","millions",NA,NA,NA
2011,"Northwest Territories including Nunavut","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","millions",NA,NA,NA
2011,"Northwest Territories including Nunavut","Chained (2017) dollars","Residential structures","Dollars","millions",NA,NA,NA
2011,"Northwest Territories including Nunavut","Current prices","Business gross fixed capital formation","Dollars","millions",NA,NA,NA
2011,"Northwest Territories including Nunavut","Current prices","General governments final consumption expenditure","Dollars","millions",NA,NA,NA
2011,"Northwest Territories including Nunavut","Current prices","Gross domestic product at market prices","Dollars","millions",NA,NA,NA
2011,"Northwest Territories including Nunavut","Current prices","Intellectual property products","Dollars","millions",NA,NA,NA
2011,"Northwest Territories including Nunavut","Current prices","Machinery and equipment","Dollars","millions",NA,NA,NA
2011,"Northwest Territories including Nunavut","Current prices","Non-residential Investment","Dollars","millions",NA,NA,NA
2011,"Northwest Territories including Nunavut","Current prices","Non-residential structures","Dollars","millions",NA,NA,NA
2011,"Northwest Territories including Nunavut","Current prices","Non-residential structures, machinery and equipment","Dollars","millions",NA,NA,NA
2011,"Northwest Territories including Nunavut","Current prices","Residential structures","Dollars","millions",NA,NA,NA
2011,"Nova Scotia","Chained (2017) dollars","Business gross fixed capital formation","Dollars","millions",7067,41732,16.9
2011,"Nova Scotia","Chained (2017) dollars","General governments final consumption expenditure","Dollars","millions",14028,41732,33.6
2011,"Nova Scotia","Chained (2017) dollars","Gross domestic product at market prices","Dollars","millions",41732,41732,100
2011,"Nova Scotia","Chained (2017) dollars","Intellectual property products","Dollars","millions",332,41732,0.8
2011,"Nova Scotia","Chained (2017) dollars","Machinery and equipment","Dollars","millions",2517,41732,6
2011,"Nova Scotia","Chained (2017) dollars","Non-residential Investment","Dollars","millions",4178,41732,10
2011,"Nova Scotia","Chained (2017) dollars","Non-residential structures","Dollars","millions",1328,41732,3.2
2011,"Nova Scotia","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","millions",3846,41732,9.2
2011,"Nova Scotia","Chained (2017) dollars","Residential structures","Dollars","millions",2904,41732,7
2011,"Nova Scotia","Current prices","Business gross fixed capital formation","Dollars","millions",6285,37731,16.7
2011,"Nova Scotia","Current prices","General governments final consumption expenditure","Dollars","millions",12722,37731,33.7
2011,"Nova Scotia","Current prices","Gross domestic product at market prices","Dollars","millions",37731,37731,100
2011,"Nova Scotia","Current prices","Intellectual property products","Dollars","millions",302,37731,0.8
2011,"Nova Scotia","Current prices","Machinery and equipment","Dollars","millions",2181,37731,5.8
2011,"Nova Scotia","Current prices","Non-residential Investment","Dollars","millions",3690,37731,9.8
2011,"Nova Scotia","Current prices","Non-residential structures","Dollars","millions",1207,37731,3.2
2011,"Nova Scotia","Current prices","Non-residential structures, machinery and equipment","Dollars","millions",3388,37731,9
2011,"Nova Scotia","Current prices","Residential structures","Dollars","millions",2595,37731,6.9
2011,"Nunavut","Chained (2017) dollars","Business gross fixed capital formation","Dollars","millions",911,2310,39.4
2011,"Nunavut","Chained (2017) dollars","General governments final consumption expenditure","Dollars","millions",1660,2310,71.9
2011,"Nunavut","Chained (2017) dollars","Gross domestic product at market prices","Dollars","millions",2310,2310,100
2011,"Nunavut","Chained (2017) dollars","Intellectual property products","Dollars","millions",605,2310,26.2
2011,"Nunavut","Chained (2017) dollars","Machinery and equipment","Dollars","millions",68,2310,2.9
2011,"Nunavut","Chained (2017) dollars","Non-residential Investment","Dollars","millions",888,2310,38.5
2011,"Nunavut","Chained (2017) dollars","Non-residential structures","Dollars","millions",214,2310,9.3
2011,"Nunavut","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","millions",283,2310,12.3
2011,"Nunavut","Chained (2017) dollars","Residential structures","Dollars","millions",49,2310,2.1
2011,"Nunavut","Current prices","Business gross fixed capital formation","Dollars","millions",852,2036,41.8
2011,"Nunavut","Current prices","General governments final consumption expenditure","Dollars","millions",1393,2036,68.4
2011,"Nunavut","Current prices","Gross domestic product at market prices","Dollars","millions",2036,2036,100
2011,"Nunavut","Current prices","Intellectual property products","Dollars","millions",540,2036,26.5
2011,"Nunavut","Current prices","Machinery and equipment","Dollars","millions",59,2036,2.9
2011,"Nunavut","Current prices","Non-residential Investment","Dollars","millions",797,2036,39.1
2011,"Nunavut","Current prices","Non-residential structures","Dollars","millions",198,2036,9.7
2011,"Nunavut","Current prices","Non-residential structures, machinery and equipment","Dollars","millions",257,2036,12.6
2011,"Nunavut","Current prices","Residential structures","Dollars","millions",55,2036,2.7
2011,"Ontario","Chained (2017) dollars","Business gross fixed capital formation","Dollars","millions",122285,728407,16.8
2011,"Ontario","Chained (2017) dollars","General governments final consumption expenditure","Dollars","millions",154117,728407,21.2
2011,"Ontario","Chained (2017) dollars","Gross domestic product at market prices","Dollars","millions",728407,728407,100
2011,"Ontario","Chained (2017) dollars","Intellectual property products","Dollars","millions",15092,728407,2.1
2011,"Ontario","Chained (2017) dollars","Machinery and equipment","Dollars","millions",25331,728407,3.5
2011,"Ontario","Chained (2017) dollars","Non-residential Investment","Dollars","millions",62913,728407,8.7
2011,"Ontario","Chained (2017) dollars","Non-residential structures","Dollars","millions",22497,728407,3.1
2011,"Ontario","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","millions",47821,728407,6.6
2011,"Ontario","Chained (2017) dollars","Residential structures","Dollars","millions",59144,728407,8.1
2011,"Ontario","Current prices","Business gross fixed capital formation","Dollars","millions",102335,660436,15.5
2011,"Ontario","Current prices","General governments final consumption expenditure","Dollars","millions",141652,660436,21.4
2011,"Ontario","Current prices","Gross domestic product at market prices","Dollars","millions",660436,660436,100
2011,"Ontario","Current prices","Intellectual property products","Dollars","millions",13271,660436,2
2011,"Ontario","Current prices","Machinery and equipment","Dollars","millions",22822,660436,3.5
2011,"Ontario","Current prices","Non-residential Investment","Dollars","millions",56355,660436,8.5
2011,"Ontario","Current prices","Non-residential structures","Dollars","millions",20262,660436,3.1
2011,"Ontario","Current prices","Non-residential structures, machinery and equipment","Dollars","millions",43084,660436,6.5
2011,"Ontario","Current prices","Residential structures","Dollars","millions",45980,660436,7
2011,"Outside Canada","Chained (2017) dollars","Business gross fixed capital formation","Dollars","millions",0,829,0
2011,"Outside Canada","Chained (2017) dollars","General governments final consumption expenditure","Dollars","millions",1380,829,166.5
2011,"Outside Canada","Chained (2017) dollars","Gross domestic product at market prices","Dollars","millions",829,829,100
2011,"Outside Canada","Chained (2017) dollars","Intellectual property products","Dollars","millions",0,829,0
2011,"Outside Canada","Chained (2017) dollars","Machinery and equipment","Dollars","millions",NA,829,NA
2011,"Outside Canada","Chained (2017) dollars","Non-residential Investment","Dollars","millions",0,829,0
2011,"Outside Canada","Chained (2017) dollars","Non-residential structures","Dollars","millions",NA,829,NA
2011,"Outside Canada","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","millions",0,829,0
2011,"Outside Canada","Chained (2017) dollars","Residential structures","Dollars","millions",0,829,0
2011,"Outside Canada","Current prices","Business gross fixed capital formation","Dollars","millions",0,744,0
2011,"Outside Canada","Current prices","General governments final consumption expenditure","Dollars","millions",1266,744,170.2
2011,"Outside Canada","Current prices","Gross domestic product at market prices","Dollars","millions",744,744,100
2011,"Outside Canada","Current prices","Intellectual property products","Dollars","millions",0,744,0
2011,"Outside Canada","Current prices","Machinery and equipment","Dollars","millions",0,744,0
2011,"Outside Canada","Current prices","Non-residential Investment","Dollars","millions",0,744,0
2011,"Outside Canada","Current prices","Non-residential structures","Dollars","millions",0,744,0
2011,"Outside Canada","Current prices","Non-residential structures, machinery and equipment","Dollars","millions",0,744,0
2011,"Outside Canada","Current prices","Residential structures","Dollars","millions",NA,744,NA
2011,"Prince Edward Island","Chained (2017) dollars","Business gross fixed capital formation","Dollars","millions",816,6085,13.4
2011,"Prince Edward Island","Chained (2017) dollars","General governments final consumption expenditure","Dollars","millions",2103,6085,34.6
2011,"Prince Edward Island","Chained (2017) dollars","Gross domestic product at market prices","Dollars","millions",6085,6085,100
2011,"Prince Edward Island","Chained (2017) dollars","Intellectual property products","Dollars","millions",41,6085,0.7
2011,"Prince Edward Island","Chained (2017) dollars","Machinery and equipment","Dollars","millions",233,6085,3.8
2011,"Prince Edward Island","Chained (2017) dollars","Non-residential Investment","Dollars","millions",432,6085,7.1
2011,"Prince Edward Island","Chained (2017) dollars","Non-residential structures","Dollars","millions",157,6085,2.6
2011,"Prince Edward Island","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","millions",391,6085,6.4
2011,"Prince Edward Island","Chained (2017) dollars","Residential structures","Dollars","millions",384,6085,6.3
2011,"Prince Edward Island","Current prices","Business gross fixed capital formation","Dollars","millions",721,5432,13.3
2011,"Prince Edward Island","Current prices","General governments final consumption expenditure","Dollars","millions",1833,5432,33.7
2011,"Prince Edward Island","Current prices","Gross domestic product at market prices","Dollars","millions",5432,5432,100
2011,"Prince Edward Island","Current prices","Intellectual property products","Dollars","millions",36,5432,0.7
2011,"Prince Edward Island","Current prices","Machinery and equipment","Dollars","millions",201,5432,3.7
2011,"Prince Edward Island","Current prices","Non-residential Investment","Dollars","millions",381,5432,7.1
2011,"Prince Edward Island","Current prices","Non-residential structures","Dollars","millions",144,5432,2.7
2011,"Prince Edward Island","Current prices","Non-residential structures, machinery and equipment","Dollars","millions",345,5432,6.4
2011,"Prince Edward Island","Current prices","Residential structures","Dollars","millions",340,5432,6.3
2011,"Quebec","Chained (2017) dollars","Business gross fixed capital formation","Dollars","millions",63885,381523,16.7
2011,"Quebec","Chained (2017) dollars","General governments final consumption expenditure","Dollars","millions",92804,381523,24.3
2011,"Quebec","Chained (2017) dollars","Gross domestic product at market prices","Dollars","millions",381523,381523,100
2011,"Quebec","Chained (2017) dollars","Intellectual property products","Dollars","millions",8588,381523,2.3
2011,"Quebec","Chained (2017) dollars","Machinery and equipment","Dollars","millions",12887,381523,3.4
2011,"Quebec","Chained (2017) dollars","Non-residential Investment","Dollars","millions",35964,381523,9.5
2011,"Quebec","Chained (2017) dollars","Non-residential structures","Dollars","millions",14553,381523,3.8
2011,"Quebec","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","millions",27376,381523,7.2
2011,"Quebec","Chained (2017) dollars","Residential structures","Dollars","millions",27870,381523,7.3
2011,"Quebec","Current prices","Business gross fixed capital formation","Dollars","millions",57370,345763,16.6
2011,"Quebec","Current prices","General governments final consumption expenditure","Dollars","millions",80572,345763,23.3
2011,"Quebec","Current prices","Gross domestic product at market prices","Dollars","millions",345763,345763,100
2011,"Quebec","Current prices","Intellectual property products","Dollars","millions",7573,345763,2.2
2011,"Quebec","Current prices","Machinery and equipment","Dollars","millions",11424,345763,3.3
2011,"Quebec","Current prices","Non-residential Investment","Dollars","millions",32133,345763,9.3
2011,"Quebec","Current prices","Non-residential structures","Dollars","millions",13136,345763,3.8
2011,"Quebec","Current prices","Non-residential structures, machinery and equipment","Dollars","millions",24560,345763,7.1
2011,"Quebec","Current prices","Residential structures","Dollars","millions",25237,345763,7.3
2011,"Saskatchewan","Chained (2017) dollars","Business gross fixed capital formation","Dollars","millions",20365,71425,28.5
2011,"Saskatchewan","Chained (2017) dollars","General governments final consumption expenditure","Dollars","millions",14855,71425,20.8
2011,"Saskatchewan","Chained (2017) dollars","Gross domestic product at market prices","Dollars","millions",71425,71425,100
2011,"Saskatchewan","Chained (2017) dollars","Intellectual property products","Dollars","millions",1440,71425,2
2011,"Saskatchewan","Chained (2017) dollars","Machinery and equipment","Dollars","millions",4780,71425,6.7
2011,"Saskatchewan","Chained (2017) dollars","Non-residential Investment","Dollars","millions",16456,71425,23
2011,"Saskatchewan","Chained (2017) dollars","Non-residential structures","Dollars","millions",10216,71425,14.3
2011,"Saskatchewan","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","millions",15016,71425,21
2011,"Saskatchewan","Chained (2017) dollars","Residential structures","Dollars","millions",3918,71425,5.5
2011,"Saskatchewan","Current prices","Business gross fixed capital formation","Dollars","millions",18293,74856,24.4
2011,"Saskatchewan","Current prices","General governments final consumption expenditure","Dollars","millions",13176,74856,17.6
2011,"Saskatchewan","Current prices","Gross domestic product at market prices","Dollars","millions",74856,74856,100
2011,"Saskatchewan","Current prices","Intellectual property products","Dollars","millions",1258,74856,1.7
2011,"Saskatchewan","Current prices","Machinery and equipment","Dollars","millions",4203,74856,5.6
2011,"Saskatchewan","Current prices","Non-residential Investment","Dollars","millions",14696,74856,19.7
2011,"Saskatchewan","Current prices","Non-residential structures","Dollars","millions",9235,74856,12.3
2011,"Saskatchewan","Current prices","Non-residential structures, machinery and equipment","Dollars","millions",13438,74856,18
2011,"Saskatchewan","Current prices","Residential structures","Dollars","millions",3597,74856,4.8
2011,"Yukon","Chained (2017) dollars","Business gross fixed capital formation","Dollars","millions",972,2685,36.2
2011,"Yukon","Chained (2017) dollars","General governments final consumption expenditure","Dollars","millions",1461,2685,54.4
2011,"Yukon","Chained (2017) dollars","Gross domestic product at market prices","Dollars","millions",2685,2685,100
2011,"Yukon","Chained (2017) dollars","Intellectual property products","Dollars","millions",384,2685,14.3
2011,"Yukon","Chained (2017) dollars","Machinery and equipment","Dollars","millions",110,2685,4.1
2011,"Yukon","Chained (2017) dollars","Non-residential Investment","Dollars","millions",773,2685,28.8
2011,"Yukon","Chained (2017) dollars","Non-residential structures","Dollars","millions",279,2685,10.4
2011,"Yukon","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","millions",389,2685,14.5
2011,"Yukon","Chained (2017) dollars","Residential structures","Dollars","millions",198,2685,7.4
2011,"Yukon","Current prices","Business gross fixed capital formation","Dollars","millions",872,2495,34.9
2011,"Yukon","Current prices","General governments final consumption expenditure","Dollars","millions",1289,2495,51.7
2011,"Yukon","Current prices","Gross domestic product at market prices","Dollars","millions",2495,2495,100
2011,"Yukon","Current prices","Intellectual property products","Dollars","millions",343,2495,13.7
2011,"Yukon","Current prices","Machinery and equipment","Dollars","millions",98,2495,3.9
2011,"Yukon","Current prices","Non-residential Investment","Dollars","millions",693,2495,27.7
2011,"Yukon","Current prices","Non-residential structures","Dollars","millions",252,2495,10.1
2011,"Yukon","Current prices","Non-residential structures, machinery and equipment","Dollars","millions",350,2495,14
2011,"Yukon","Current prices","Residential structures","Dollars","millions",179,2495,7.2
2012,"Alberta","Chained (2017) dollars","Business gross fixed capital formation","Dollars","millions",107500,305530,35.2
2012,"Alberta","Chained (2017) dollars","General governments final consumption expenditure","Dollars","millions",50748,305530,16.6
2012,"Alberta","Chained (2017) dollars","Gross domestic product at market prices","Dollars","millions",305530,305530,100
2012,"Alberta","Chained (2017) dollars","Intellectual property products","Dollars","millions",9836,305530,3.2
2012,"Alberta","Chained (2017) dollars","Machinery and equipment","Dollars","millions",22378,305530,7.3
2012,"Alberta","Chained (2017) dollars","Non-residential Investment","Dollars","millions",89270,305530,29.2
2012,"Alberta","Chained (2017) dollars","Non-residential structures","Dollars","millions",57175,305530,18.7
2012,"Alberta","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","millions",79434,305530,26
2012,"Alberta","Chained (2017) dollars","Residential structures","Dollars","millions",18383,305530,6
2012,"Alberta","Current prices","Business gross fixed capital formation","Dollars","millions",99697,312707,31.9
2012,"Alberta","Current prices","General governments final consumption expenditure","Dollars","millions",46675,312707,14.9
2012,"Alberta","Current prices","Gross domestic product at market prices","Dollars","millions",312707,312707,100
2012,"Alberta","Current prices","Intellectual property products","Dollars","millions",8812,312707,2.8
2012,"Alberta","Current prices","Machinery and equipment","Dollars","millions",19883,312707,6.4
2012,"Alberta","Current prices","Non-residential Investment","Dollars","millions",82518,312707,26.4
2012,"Alberta","Current prices","Non-residential structures","Dollars","millions",53823,312707,17.2
2012,"Alberta","Current prices","Non-residential structures, machinery and equipment","Dollars","millions",73706,312707,23.6
2012,"Alberta","Current prices","Residential structures","Dollars","millions",17179,312707,5.5
2012,"British Columbia","Chained (2017) dollars","Business gross fixed capital formation","Dollars","millions",53255,244610,21.8
2012,"British Columbia","Chained (2017) dollars","General governments final consumption expenditure","Dollars","millions",47646,244610,19.5
2012,"British Columbia","Chained (2017) dollars","Gross domestic product at market prices","Dollars","millions",244610,244610,100
2012,"British Columbia","Chained (2017) dollars","Intellectual property products","Dollars","millions",4606,244610,1.9
2012,"British Columbia","Chained (2017) dollars","Machinery and equipment","Dollars","millions",8712,244610,3.6
2012,"British Columbia","Chained (2017) dollars","Non-residential Investment","Dollars","millions",29633,244610,12.1
2012,"British Columbia","Chained (2017) dollars","Non-residential structures","Dollars","millions",16362,244610,6.7
2012,"British Columbia","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","millions",25027,244610,10.2
2012,"British Columbia","Chained (2017) dollars","Residential structures","Dollars","millions",23216,244610,9.5
2012,"British Columbia","Current prices","Business gross fixed capital formation","Dollars","millions",46165,223328,20.7
2012,"British Columbia","Current prices","General governments final consumption expenditure","Dollars","millions",43344,223328,19.4
2012,"British Columbia","Current prices","Gross domestic product at market prices","Dollars","millions",223328,223328,100
2012,"British Columbia","Current prices","Intellectual property products","Dollars","millions",4134,223328,1.9
2012,"British Columbia","Current prices","Machinery and equipment","Dollars","millions",7812,223328,3.5
2012,"British Columbia","Current prices","Non-residential Investment","Dollars","millions",26883,223328,12.1
2012,"British Columbia","Current prices","Non-residential structures","Dollars","millions",14937,223328,6.7
2012,"British Columbia","Current prices","Non-residential structures, machinery and equipment","Dollars","millions",22749,223328,10.2
2012,"British Columbia","Current prices","Residential structures","Dollars","millions",19282,223328,8.6
2012,"Canada","Chained (2017) dollars","Business gross fixed capital formation","Dollars","millions",413926,1940773,21.3
2012,"Canada","Chained (2017) dollars","General governments final consumption expenditure","Dollars","millions",421708,1940773,21.7
2012,"Canada","Chained (2017) dollars","Gross domestic product at market prices","Dollars","millions",1940773,1940773,100
2012,"Canada","Chained (2017) dollars","Intellectual property products","Dollars","millions",42323,1940773,2.2
2012,"Canada","Chained (2017) dollars","Machinery and equipment","Dollars","millions",83381,1940773,4.3
2012,"Canada","Chained (2017) dollars","Non-residential Investment","Dollars","millions",264088,1940773,13.6
2012,"Canada","Chained (2017) dollars","Non-residential structures","Dollars","millions",138747,1940773,7.1
2012,"Canada","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","millions",221765,1940773,11.4
2012,"Canada","Chained (2017) dollars","Residential structures","Dollars","millions",148395,1940773,7.6
2012,"Canada","Current prices","Business gross fixed capital formation","Dollars","millions",368695,1827201,20.2
2012,"Canada","Current prices","General governments final consumption expenditure","Dollars","millions",384770,1827201,21.1
2012,"Canada","Current prices","Gross domestic product at market prices","Dollars","millions",1827201,1827201,100
2012,"Canada","Current prices","Intellectual property products","Dollars","millions",38179,1827201,2.1
2012,"Canada","Current prices","Machinery and equipment","Dollars","millions",74294,1827201,4.1
2012,"Canada","Current prices","Non-residential Investment","Dollars","millions",240965,1827201,13.2
2012,"Canada","Current prices","Non-residential structures","Dollars","millions",128492,1827201,7
2012,"Canada","Current prices","Non-residential structures, machinery and equipment","Dollars","millions",202786,1827201,11.1
2012,"Canada","Current prices","Residential structures","Dollars","millions",127730,1827201,7
2012,"Manitoba","Chained (2017) dollars","Business gross fixed capital formation","Dollars","millions",11424,63988,17.9
2012,"Manitoba","Chained (2017) dollars","General governments final consumption expenditure","Dollars","millions",18258,63988,28.5
2012,"Manitoba","Chained (2017) dollars","Gross domestic product at market prices","Dollars","millions",63988,63988,100
2012,"Manitoba","Chained (2017) dollars","Intellectual property products","Dollars","millions",822,63988,1.3
2012,"Manitoba","Chained (2017) dollars","Machinery and equipment","Dollars","millions",3016,63988,4.7
2012,"Manitoba","Chained (2017) dollars","Non-residential Investment","Dollars","millions",7447,63988,11.7
2012,"Manitoba","Chained (2017) dollars","Non-residential structures","Dollars","millions",3619,63988,5.7
2012,"Manitoba","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","millions",6625,63988,10.4
2012,"Manitoba","Chained (2017) dollars","Residential structures","Dollars","millions",3974,63988,6.2
