"Year","GEO","Tenure","Statistics","UOM","VALUE"
2021,"British Columbia","Owner who is a first-time homebuyer","Low 95% confidence interval, percentage of households","Percent",5.2
2021,"British Columbia","Owner who is a first-time homebuyer","High 95% confidence interval, percentage of households","Percent",14.8
2021,"British Columbia","Owner who is a first-time homebuyer","Number of persons in core housing need","Number",40200
2021,"British Columbia","Owner who is a first-time homebuyer","Low 95% confidence interval, number of persons","Number",15582
2021,"British Columbia","Owner who is a first-time homebuyer","High 95% confidence interval, number of persons","Number",70540
2021,"British Columbia","Owner who is a first-time homebuyer","Percentage of persons in core housing need","Percent",9.1
2021,"British Columbia","Owner who is a first-time homebuyer","Low 95% confidence interval, percentage of persons","Percent",4.6
2021,"British Columbia","Owner who is a first-time homebuyer","High 95% confidence interval, percentage of persons","Percent",16.9
2021,"British Columbia","Owner who is not a first-time homebuyer","Number of households in core housing need","Number",86000
2021,"British Columbia","Owner who is not a first-time homebuyer","Low 95% confidence interval, number of households","Number",69333
2021,"British Columbia","Owner who is not a first-time homebuyer","High 95% confidence interval, number of households","Number",103852
2021,"British Columbia","Owner who is not a first-time homebuyer","Percentage of households in core housing need","Percent",7.6
2021,"British Columbia","Owner who is not a first-time homebuyer","Low 95% confidence interval, percentage of households","Percent",6.2
2021,"British Columbia","Owner who is not a first-time homebuyer","High 95% confidence interval, percentage of households","Percent",9.2
2021,"British Columbia","Owner who is not a first-time homebuyer","Number of persons in core housing need","Number",151700
2021,"British Columbia","Owner who is not a first-time homebuyer","Low 95% confidence interval, number of persons","Number",115040
2021,"British Columbia","Owner who is not a first-time homebuyer","High 95% confidence interval, number of persons","Number",192383
2021,"British Columbia","Owner who is not a first-time homebuyer","Percentage of persons in core housing need","Percent",5.1
2021,"British Columbia","Owner who is not a first-time homebuyer","Low 95% confidence interval, percentage of persons","Percent",3.9
2021,"British Columbia","Owner who is not a first-time homebuyer","High 95% confidence interval, percentage of persons","Percent",6.6
2021,"British Columbia","Renter","Number of households in core housing need","Number",145300
2021,"British Columbia","Renter","Low 95% confidence interval, number of households","Number",122429
2021,"British Columbia","Renter","High 95% confidence interval, number of households","Number",165949
2021,"British Columbia","Renter","Percentage of households in core housing need","Percent",22
2021,"British Columbia","Renter","Low 95% confidence interval, percentage of households","Percent",19.3
2021,"British Columbia","Renter","High 95% confidence interval, percentage of households","Percent",25
2021,"British Columbia","Renter","Number of persons in core housing need","Number",264800
2021,"British Columbia","Renter","Low 95% confidence interval, number of persons","Number",213438
2021,"British Columbia","Renter","High 95% confidence interval, number of persons","Number",313359
2021,"British Columbia","Renter","Percentage of persons in core housing need","Percent",19.5
2021,"British Columbia","Renter","Low 95% confidence interval, percentage of persons","Percent",16.2
2021,"British Columbia","Renter","High 95% confidence interval, percentage of persons","Percent",23
2021,"British Columbia","Renter not in social and affordable housing","Number of households in core housing need","Number",122600
2021,"British Columbia","Renter not in social and affordable housing","Low 95% confidence interval, number of households","Number",101372
2021,"British Columbia","Renter not in social and affordable housing","High 95% confidence interval, number of households","Number",143373
2021,"British Columbia","Renter not in social and affordable housing","Percentage of households in core housing need","Percent",21
2021,"British Columbia","Renter not in social and affordable housing","Low 95% confidence interval, percentage of households","Percent",17.7
2021,"British Columbia","Renter not in social and affordable housing","High 95% confidence interval, percentage of households","Percent",24
2021,"British Columbia","Renter not in social and affordable housing","Number of persons in core housing need","Number",232100
2021,"British Columbia","Renter not in social and affordable housing","Low 95% confidence interval, number of persons","Number",180572
2021,"British Columbia","Renter not in social and affordable housing","High 95% confidence interval, number of persons","Number",279908
2021,"British Columbia","Renter not in social and affordable housing","Percentage of persons in core housing need","Percent",18.6
2021,"British Columbia","Renter not in social and affordable housing","Low 95% confidence interval, percentage of persons","Percent",15.1
2021,"British Columbia","Renter not in social and affordable housing","High 95% confidence interval, percentage of persons","Percent",23
2021,"British Columbia","Renter in social and affordable housing","Number of households in core housing need","Number",22800
2021,"British Columbia","Renter in social and affordable housing","Low 95% confidence interval, number of households","Number",18471
2021,"British Columbia","Renter in social and affordable housing","High 95% confidence interval, number of households","Number",26703
2021,"British Columbia","Renter in social and affordable housing","Percentage of households in core housing need","Percent",33
2021,"British Columbia","Renter in social and affordable housing","Low 95% confidence interval, percentage of households","Percent",29
2021,"British Columbia","Renter in social and affordable housing","High 95% confidence interval, percentage of households","Percent",38
2021,"British Columbia","Renter in social and affordable housing","Number of persons in core housing need","Number",32600
2021,"British Columbia","Renter in social and affordable housing","Low 95% confidence interval, number of persons","Number",25449
2021,"British Columbia","Renter in social and affordable housing","High 95% confidence interval, number of persons","Number",39849
2021,"British Columbia","Renter in social and affordable housing","Percentage of persons in core housing need","Percent",30
2021,"British Columbia","Renter in social and affordable housing","Low 95% confidence interval, percentage of persons","Percent",25
2021,"British Columbia","Renter in social and affordable housing","High 95% confidence interval, percentage of persons","Percent",36
2021,"Large urban population centres, British Columbia","Total, tenure","Number of households in core housing need","Number",162400
2021,"Large urban population centres, British Columbia","Total, tenure","Low 95% confidence interval, number of households","Number",138965
2021,"Large urban population centres, British Columbia","Total, tenure","High 95% confidence interval, number of households","Number",185571
2021,"Large urban population centres, British Columbia","Total, tenure","Percentage of households in core housing need","Percent",13.6
2021,"Large urban population centres, British Columbia","Total, tenure","Low 95% confidence interval, percentage of households","Percent",11.8
2021,"Large urban population centres, British Columbia","Total, tenure","High 95% confidence interval, percentage of households","Percent",15.6
2021,"Large urban population centres, British Columbia","Total, tenure","Number of persons in core housing need","Number",312100
2021,"Large urban population centres, British Columbia","Total, tenure","Low 95% confidence interval, number of persons","Number",254934
2021,"Large urban population centres, British Columbia","Total, tenure","High 95% confidence interval, number of persons","Number",369717
2021,"Large urban population centres, British Columbia","Total, tenure","Percentage of persons in core housing need","Percent",10.4
2021,"Large urban population centres, British Columbia","Total, tenure","Low 95% confidence interval, percentage of persons","Percent",8.7
2021,"Large urban population centres, British Columbia","Total, tenure","High 95% confidence interval, percentage of persons","Percent",12.5
2021,"Large urban population centres, British Columbia","Owner","Number of households in core housing need","Number",58200
2021,"Large urban population centres, British Columbia","Owner","Low 95% confidence interval, number of households","Number",43017
2021,"Large urban population centres, British Columbia","Owner","High 95% confidence interval, number of households","Number",73763
2021,"Large urban population centres, British Columbia","Owner","Percentage of households in core housing need","Percent",7.9
2021,"Large urban population centres, British Columbia","Owner","Low 95% confidence interval, percentage of households","Percent",6.1
2021,"Large urban population centres, British Columbia","Owner","High 95% confidence interval, percentage of households","Percent",10.3
2021,"Large urban population centres, British Columbia","Owner","Number of persons in core housing need","Number",126400
2021,"Large urban population centres, British Columbia","Owner","Low 95% confidence interval, number of persons","Number",83364
2021,"Large urban population centres, British Columbia","Owner","High 95% confidence interval, number of persons","Number",172135
2021,"Large urban population centres, British Columbia","Owner","Percentage of persons in core housing need","Percent",6.1
2021,"Large urban population centres, British Columbia","Owner","Low 95% confidence interval, percentage of persons","Percent",4.3
2021,"Large urban population centres, British Columbia","Owner","High 95% confidence interval, percentage of persons","Percent",8.6
2021,"Large urban population centres, British Columbia","Owner who is a first-time homebuyer","Number of households in core housing need","Number",9800
2021,"Large urban population centres, British Columbia","Owner who is a first-time homebuyer","Low 95% confidence interval, number of households","Number",3085
2021,"Large urban population centres, British Columbia","Owner who is a first-time homebuyer","High 95% confidence interval, number of households","Number",17692
2021,"Large urban population centres, British Columbia","Owner who is a first-time homebuyer","Percentage of households in core housing need","Percent",8.3
2021,"Large urban population centres, British Columbia","Owner who is a first-time homebuyer","Low 95% confidence interval, percentage of households","Percent",4
2021,"Large urban population centres, British Columbia","Owner who is a first-time homebuyer","High 95% confidence interval, percentage of households","Percent",16.7
2021,"Large urban population centres, British Columbia","Owner who is a first-time homebuyer","Number of persons in core housing need","Number",29500
2021,"Large urban population centres, British Columbia","Owner who is a first-time homebuyer","Low 95% confidence interval, number of persons","Number",6711
2021,"Large urban population centres, British Columbia","Owner who is a first-time homebuyer","High 95% confidence interval, number of persons","Number",58372
2021,"Large urban population centres, British Columbia","Owner who is a first-time homebuyer","Percentage of persons in core housing need","Percent",10.2
2021,"Large urban population centres, British Columbia","Owner who is a first-time homebuyer","Low 95% confidence interval, percentage of persons","Percent",4.4
2021,"Large urban population centres, British Columbia","Owner who is a first-time homebuyer","High 95% confidence interval, percentage of persons","Percent",22
2021,"Large urban population centres, British Columbia","Owner who is not a first-time homebuyer","Number of households in core housing need","Number",48400
2021,"Large urban population centres, British Columbia","Owner who is not a first-time homebuyer","Low 95% confidence interval, number of households","Number",35240
2021,"Large urban population centres, British Columbia","Owner who is not a first-time homebuyer","High 95% confidence interval, number of households","Number",62713
2021,"Large urban population centres, British Columbia","Owner who is not a first-time homebuyer","Percentage of households in core housing need","Percent",7.9
2021,"Large urban population centres, British Columbia","Owner who is not a first-time homebuyer","Low 95% confidence interval, percentage of households","Percent",6
2021,"Large urban population centres, British Columbia","Owner who is not a first-time homebuyer","High 95% confidence interval, percentage of households","Percent",10.3
2021,"Large urban population centres, British Columbia","Owner who is not a first-time homebuyer","Number of persons in core housing need","Number",96900
2021,"Large urban population centres, British Columbia","Owner who is not a first-time homebuyer","Low 95% confidence interval, number of persons","Number",64485
2021,"Large urban population centres, British Columbia","Owner who is not a first-time homebuyer","High 95% confidence interval, number of persons","Number",134039
2021,"Large urban population centres, British Columbia","Owner who is not a first-time homebuyer","Percentage of persons in core housing need","Percent",5.5
2021,"Large urban population centres, British Columbia","Owner who is not a first-time homebuyer","Low 95% confidence interval, percentage of persons","Percent",3.8
2021,"Large urban population centres, British Columbia","Owner who is not a first-time homebuyer","High 95% confidence interval, percentage of persons","Percent",7.8
2021,"Large urban population centres, British Columbia","Renter","Number of households in core housing need","Number",104200
2021,"Large urban population centres, British Columbia","Renter","Low 95% confidence interval, number of households","Number",84669
2021,"Large urban population centres, British Columbia","Renter","High 95% confidence interval, number of households","Number",123968
2021,"Large urban population centres, British Columbia","Renter","Percentage of households in core housing need","Percent",23
2021,"Large urban population centres, British Columbia","Renter","Low 95% confidence interval, percentage of households","Percent",18.9
2021,"Large urban population centres, British Columbia","Renter","High 95% confidence interval, percentage of households","Percent",27
2021,"Large urban population centres, British Columbia","Renter","Number of persons in core housing need","Number",185700
2021,"Large urban population centres, British Columbia","Renter","Low 95% confidence interval, number of persons","Number",144531
2021,"Large urban population centres, British Columbia","Renter","High 95% confidence interval, number of persons","Number",230427
2021,"Large urban population centres, British Columbia","Renter","Percentage of persons in core housing need","Percent",20
2021,"Large urban population centres, British Columbia","Renter","Low 95% confidence interval, percentage of persons","Percent",15.9
2021,"Large urban population centres, British Columbia","Renter","High 95% confidence interval, percentage of persons","Percent",25
2021,"Large urban population centres, British Columbia","Renter not in social and affordable housing","Number of households in core housing need","Number",88800
2021,"Large urban population centres, British Columbia","Renter not in social and affordable housing","Low 95% confidence interval, number of households","Number",70000
2021,"Large urban population centres, British Columbia","Renter not in social and affordable housing","High 95% confidence interval, number of households","Number",108355
2021,"Large urban population centres, British Columbia","Renter not in social and affordable housing","Percentage of households in core housing need","Percent",22
2021,"Large urban population centres, British Columbia","Renter not in social and affordable housing","Low 95% confidence interval, percentage of households","Percent",17.5
2021,"Large urban population centres, British Columbia","Renter not in social and affordable housing","High 95% confidence interval, percentage of households","Percent",26
2021,"Large urban population centres, British Columbia","Renter not in social and affordable housing","Number of persons in core housing need","Number",161600
2021,"Large urban population centres, British Columbia","Renter not in social and affordable housing","Low 95% confidence interval, number of persons","Number",120948
2021,"Large urban population centres, British Columbia","Renter not in social and affordable housing","High 95% confidence interval, number of persons","Number",206251
2021,"Large urban population centres, British Columbia","Renter not in social and affordable housing","Percentage of persons in core housing need","Percent",19
2021,"Large urban population centres, British Columbia","Renter not in social and affordable housing","Low 95% confidence interval, percentage of persons","Percent",14.7
2021,"Large urban population centres, British Columbia","Renter not in social and affordable housing","High 95% confidence interval, percentage of persons","Percent",24
2021,"Large urban population centres, British Columbia","Renter in social and affordable housing","Number of households in core housing need","Number",15400
2021,"Large urban population centres, British Columbia","Renter in social and affordable housing","Low 95% confidence interval, number of households","Number",11822
2021,"Large urban population centres, British Columbia","Renter in social and affordable housing","High 95% confidence interval, number of households","Number",18957
2021,"Large urban population centres, British Columbia","Renter in social and affordable housing","Percentage of households in core housing need","Percent",32
2021,"Large urban population centres, British Columbia","Renter in social and affordable housing","Low 95% confidence interval, percentage of households","Percent",26
2021,"Large urban population centres, British Columbia","Renter in social and affordable housing","High 95% confidence interval, percentage of households","Percent",38
2021,"Large urban population centres, British Columbia","Renter in social and affordable housing","Number of persons in core housing need","Number",24100
2021,"Large urban population centres, British Columbia","Renter in social and affordable housing","Low 95% confidence interval, number of persons","Number",17626
2021,"Large urban population centres, British Columbia","Renter in social and affordable housing","High 95% confidence interval, number of persons","Number",31235
2021,"Large urban population centres, British Columbia","Renter in social and affordable housing","Percentage of persons in core housing need","Percent",30
2021,"Large urban population centres, British Columbia","Renter in social and affordable housing","Low 95% confidence interval, percentage of persons","Percent",23
2021,"Large urban population centres, British Columbia","Renter in social and affordable housing","High 95% confidence interval, percentage of persons","Percent",37
2021,"Medium population centres, British Columbia","Total, tenure","Number of households in core housing need","Number",37200
2021,"Medium population centres, British Columbia","Total, tenure","Low 95% confidence interval, number of households","Number",26834
2021,"Medium population centres, British Columbia","Total, tenure","High 95% confidence interval, number of households","Number",47924
2021,"Medium population centres, British Columbia","Total, tenure","Percentage of households in core housing need","Percent",12.5
2021,"Medium population centres, British Columbia","Total, tenure","Low 95% confidence interval, percentage of households","Percent",9.6
2021,"Medium population centres, British Columbia","Total, tenure","High 95% confidence interval, percentage of households","Percent",16.1
2021,"Medium population centres, British Columbia","Total, tenure","Number of persons in core housing need","Number",66600
2021,"Medium population centres, British Columbia","Total, tenure","Low 95% confidence interval, number of persons","Number",46524
2021,"Medium population centres, British Columbia","Total, tenure","High 95% confidence interval, number of persons","Number",90291
2021,"Medium population centres, British Columbia","Total, tenure","Percentage of persons in core housing need","Percent",9.4
2021,"Medium population centres, British Columbia","Total, tenure","Low 95% confidence interval, percentage of persons","Percent",6.8
2021,"Medium population centres, British Columbia","Total, tenure","High 95% confidence interval, percentage of persons","Percent",13
2021,"Medium population centres, British Columbia","Owner","Number of households in core housing need","Number",15900
2021,"Medium population centres, British Columbia","Owner","Low 95% confidence interval, number of households","Number",8251
2021,"Medium population centres, British Columbia","Owner","High 95% confidence interval, number of households","Number",25019
2021,"Medium population centres, British Columbia","Owner","Percentage of households in core housing need","Percent",7.4
2021,"Medium population centres, British Columbia","Owner","Low 95% confidence interval, percentage of households","Percent",4.5
2021,"Medium population centres, British Columbia","Owner","High 95% confidence interval, percentage of households","Percent",12
2021,"Medium population centres, British Columbia","Owner","Number of persons in core housing need","Number",24700
2021,"Medium population centres, British Columbia","Owner","Low 95% confidence interval, number of persons","Number",11471
2021,"Medium population centres, British Columbia","Owner","High 95% confidence interval, number of persons","Number",40680
2021,"Medium population centres, British Columbia","Owner","Percentage of persons in core housing need","Percent",4.7
2021,"Medium population centres, British Columbia","Owner","Low 95% confidence interval, percentage of persons","Percent",2.6
2021,"Medium population centres, British Columbia","Owner","High 95% confidence interval, percentage of persons","Percent",8.1
2021,"Medium population centres, British Columbia","Owner who is a first-time homebuyer","Number of households in core housing need","Number",3100
2021,"Medium population centres, British Columbia","Owner who is a first-time homebuyer","Low 95% confidence interval, number of households","Number",215
2021,"Medium population centres, British Columbia","Owner who is a first-time homebuyer","High 95% confidence interval, number of households","Number",7009
2021,"Medium population centres, British Columbia","Owner who is a first-time homebuyer","Percentage of households in core housing need","Percent",11.9
2021,"Medium population centres, British Columbia","Owner who is a first-time homebuyer","Low 95% confidence interval, percentage of households","Percent",4.5
2021,"Medium population centres, British Columbia","Owner who is a first-time homebuyer","High 95% confidence interval, percentage of households","Percent",28
2021,"Medium population centres, British Columbia","Owner who is a first-time homebuyer","Number of persons in core housing need","Number",6100
2021,"Medium population centres, British Columbia","Owner who is a first-time homebuyer","Low 95% confidence interval, number of persons","Number",218
2021,"Medium population centres, British Columbia","Owner who is a first-time homebuyer","High 95% confidence interval, number of persons","Number",16485
2021,"Medium population centres, British Columbia","Owner who is a first-time homebuyer","Percentage of persons in core housing need","Percent",8.1
2021,"Medium population centres, British Columbia","Owner who is a first-time homebuyer","Low 95% confidence interval, percentage of persons","Percent",2.3
2021,"Medium population centres, British Columbia","Owner who is a first-time homebuyer","High 95% confidence interval, percentage of persons","Percent",25
2021,"Medium population centres, British Columbia","Owner who is not a first-time homebuyer","Number of households in core housing need","Number",12800
2021,"Medium population centres, British Columbia","Owner who is not a first-time homebuyer","Low 95% confidence interval, number of households","Number",6282
2021,"Medium population centres, British Columbia","Owner who is not a first-time homebuyer","High 95% confidence interval, number of households","Number",20706
2021,"Medium population centres, British Columbia","Owner who is not a first-time homebuyer","Percentage of households in core housing need","Percent",6.8
2021,"Medium population centres, British Columbia","Owner who is not a first-time homebuyer","Low 95% confidence interval, percentage of households","Percent",3.8
2021,"Medium population centres, British Columbia","Owner who is not a first-time homebuyer","High 95% confidence interval, percentage of households","Percent",11.6
2021,"Medium population centres, British Columbia","Owner who is not a first-time homebuyer","Number of persons in core housing need","Number",18600
2021,"Medium population centres, British Columbia","Owner who is not a first-time homebuyer","Low 95% confidence interval, number of persons","Number",8543
2021,"Medium population centres, British Columbia","Owner who is not a first-time homebuyer","High 95% confidence interval, number of persons","Number",30744
2021,"Medium population centres, British Columbia","Owner who is not a first-time homebuyer","Percentage of persons in core housing need","Percent",4.1
2021,"Medium population centres, British Columbia","Owner who is not a first-time homebuyer","Low 95% confidence interval, percentage of persons","Percent",2.3
2021,"Medium population centres, British Columbia","Owner who is not a first-time homebuyer","High 95% confidence interval, percentage of persons","Percent",7.3
2021,"Medium population centres, British Columbia","Renter","Number of households in core housing need","Number",21300
2021,"Medium population centres, British Columbia","Renter","Low 95% confidence interval, number of households","Number",15169
2021,"Medium population centres, British Columbia","Renter","High 95% confidence interval, number of households","Number",27428
2021,"Medium population centres, British Columbia","Renter","Percentage of households in core housing need","Percent",26
2021,"Medium population centres, British Columbia","Renter","Low 95% confidence interval, percentage of households","Percent",20
2021,"Medium population centres, British Columbia","Renter","High 95% confidence interval, percentage of households","Percent",33
2021,"Medium population centres, British Columbia","Renter","Number of persons in core housing need","Number",41900
2021,"Medium population centres, British Columbia","Renter","Low 95% confidence interval, number of persons","Number",25922
2021,"Medium population centres, British Columbia","Renter","High 95% confidence interval, number of persons","Number",59356
2021,"Medium population centres, British Columbia","Renter","Percentage of persons in core housing need","Percent",24
2021,"Medium population centres, British Columbia","Renter","Low 95% confidence interval, percentage of persons","Percent",16.4
2021,"Medium population centres, British Columbia","Renter","High 95% confidence interval, percentage of persons","Percent",33
2021,"Medium population centres, British Columbia","Renter not in social and affordable housing","Number of households in core housing need","Number",17200
2021,"Medium population centres, British Columbia","Renter not in social and affordable housing","Low 95% confidence interval, number of households","Number",11612
2021,"Medium population centres, British Columbia","Renter not in social and affordable housing","High 95% confidence interval, number of households","Number",23329
2021,"Medium population centres, British Columbia","Renter not in social and affordable housing","Percentage of households in core housing need","Percent",24
2021,"Medium population centres, British Columbia","Renter not in social and affordable housing","Low 95% confidence interval, percentage of households","Percent",17.6
2021,"Medium population centres, British Columbia","Renter not in social and affordable housing","High 95% confidence interval, percentage of households","Percent",31
2021,"Medium population centres, British Columbia","Renter not in social and affordable housing","Number of persons in core housing need","Number",37100
2021,"Medium population centres, British Columbia","Renter not in social and affordable housing","Low 95% confidence interval, number of persons","Number",20926
2021,"Medium population centres, British Columbia","Renter not in social and affordable housing","High 95% confidence interval, number of persons","Number",54857
2021,"Medium population centres, British Columbia","Renter not in social and affordable housing","Percentage of persons in core housing need","Percent",23
2021,"Medium population centres, British Columbia","Renter not in social and affordable housing","Low 95% confidence interval, percentage of persons","Percent",15.2
2021,"Medium population centres, British Columbia","Renter not in social and affordable housing","High 95% confidence interval, percentage of persons","Percent",33
2021,"Medium population centres, British Columbia","Renter in social and affordable housing","Number of households in core housing need","Number",4100
2021,"Medium population centres, British Columbia","Renter in social and affordable housing","Low 95% confidence interval, number of households","Number",2555
2021,"Medium population centres, British Columbia","Renter in social and affordable housing","High 95% confidence interval, number of households","Number",5571
2021,"Medium population centres, British Columbia","Renter in social and affordable housing","Percentage of households in core housing need","Percent",41
2021,"Medium population centres, British Columbia","Renter in social and affordable housing","Low 95% confidence interval, percentage of households","Percent",29
2021,"Medium population centres, British Columbia","Renter in social and affordable housing","High 95% confidence interval, percentage of households","Percent",53
2021,"Medium population centres, British Columbia","Renter in social and affordable housing","Number of persons in core housing need","Number",4800
2021,"Medium population centres, British Columbia","Renter in social and affordable housing","Low 95% confidence interval, number of persons","Number",3065
2021,"Medium population centres, British Columbia","Renter in social and affordable housing","High 95% confidence interval, number of persons","Number",6663
2021,"Medium population centres, British Columbia","Renter in social and affordable housing","Percentage of persons in core housing need","Percent",31
2021,"Medium population centres, British Columbia","Renter in social and affordable housing","Low 95% confidence interval, percentage of persons","Percent",20
2021,"Medium population centres, British Columbia","Renter in social and affordable housing","High 95% confidence interval, percentage of persons","Percent",43
2021,"Small population centres, British Columbia","Total, tenure","Number of households in core housing need","Number",23400
2021,"Small population centres, British Columbia","Total, tenure","Low 95% confidence interval, number of households","Number",15317
2021,"Small population centres, British Columbia","Total, tenure","High 95% confidence interval, number of households","Number",31816
2021,"Small population centres, British Columbia","Total, tenure","Percentage of households in core housing need","Percent",10
2021,"Small population centres, British Columbia","Total, tenure","Low 95% confidence interval, percentage of households","Percent",7.1
2021,"Small population centres, British Columbia","Total, tenure","High 95% confidence interval, percentage of households","Percent",13.8
2021,"Small population centres, British Columbia","Total, tenure","Number of persons in core housing need","Number",45100
2021,"Small population centres, British Columbia","Total, tenure","Low 95% confidence interval, number of persons","Number",24062
2021,"Small population centres, British Columbia","Total, tenure","High 95% confidence interval, number of persons","Number",67245
2021,"Small population centres, British Columbia","Total, tenure","Percentage of persons in core housing need","Percent",8.7
2021,"Small population centres, British Columbia","Total, tenure","Low 95% confidence interval, percentage of persons","Percent",5.4
2021,"Small population centres, British Columbia","Total, tenure","High 95% confidence interval, percentage of persons","Percent",13.6
2021,"Small population centres, British Columbia","Owner","Number of households in core housing need","Number",7400
2021,"Small population centres, British Columbia","Owner","Low 95% confidence interval, number of households","Number",3643
2021,"Small population centres, British Columbia","Owner","High 95% confidence interval, number of households","Number",12178
2021,"Small population centres, British Columbia","Owner","Percentage of households in core housing need","Percent",4.4
2021,"Small population centres, British Columbia","Owner","Low 95% confidence interval, percentage of households","Percent",2.5
2021,"Small population centres, British Columbia","Owner","High 95% confidence interval, percentage of households","Percent",7.5
2021,"Small population centres, British Columbia","Owner","Number of persons in core housing need","Number",13100
2021,"Small population centres, British Columbia","Owner","Low 95% confidence interval, number of persons","Number",5832
2021,"Small population centres, British Columbia","Owner","High 95% confidence interval, number of persons","Number",22516
2021,"Small population centres, British Columbia","Owner","Percentage of persons in core housing need","Percent",3.4
2021,"Small population centres, British Columbia","Owner","Low 95% confidence interval, percentage of persons","Percent",1.8
2021,"Small population centres, British Columbia","Owner","High 95% confidence interval, percentage of persons","Percent",6.2
2021,"Small population centres, British Columbia","Owner who is a first-time homebuyer","Number of households in core housing need","Number",1400
2021,"Small population centres, British Columbia","Owner who is a first-time homebuyer","Low 95% confidence interval, number of households","Number",90
2021,"Small population centres, British Columbia","Owner who is a first-time homebuyer","High 95% confidence interval, number of households","Number",3590
2021,"Small population centres, British Columbia","Owner who is a first-time homebuyer","Percentage of households in core housing need","Percent",9
2021,"Small population centres, British Columbia","Owner who is a first-time homebuyer","Low 95% confidence interval, percentage of households","Percent",2.4
2021,"Small population centres, British Columbia","Owner who is a first-time homebuyer","High 95% confidence interval, percentage of households","Percent",28
2021,"Small population centres, British Columbia","Owner who is a first-time homebuyer","Number of persons in core housing need","Number",3300
2021,"Small population centres, British Columbia","Owner who is a first-time homebuyer","Low 95% confidence interval, number of persons","Number",0
2021,"Small population centres, British Columbia","Owner who is a first-time homebuyer","High 95% confidence interval, number of persons","Number",9642
2021,"Small population centres, British Columbia","Owner who is a first-time homebuyer","Percentage of persons in core housing need","Percent",8.3
2021,"Small population centres, British Columbia","Owner who is a first-time homebuyer","Low 95% confidence interval, percentage of persons","Percent",1.8
2021,"Small population centres, British Columbia","Owner who is a first-time homebuyer","High 95% confidence interval, percentage of persons","Percent",30
2021,"Small population centres, British Columbia","Owner who is not a first-time homebuyer","Number of households in core housing need","Number",6200
2021,"Small population centres, British Columbia","Owner who is not a first-time homebuyer","Low 95% confidence interval, number of households","Number",3023
2021,"Small population centres, British Columbia","Owner who is not a first-time homebuyer","High 95% confidence interval, number of households","Number",10288
2021,"Small population centres, British Columbia","Owner who is not a first-time homebuyer","Percentage of households in core housing need","Percent",4
2021,"Small population centres, British Columbia","Owner who is not a first-time homebuyer","Low 95% confidence interval, percentage of households","Percent",2.2
2021,"Small population centres, British Columbia","Owner who is not a first-time homebuyer","High 95% confidence interval, percentage of households","Percent",7.1
2021,"Small population centres, British Columbia","Owner who is not a first-time homebuyer","Number of persons in core housing need","Number",9800
2021,"Small population centres, British Columbia","Owner who is not a first-time homebuyer","Low 95% confidence interval, number of persons","Number",4855
2021,"Small population centres, British Columbia","Owner who is not a first-time homebuyer","High 95% confidence interval, number of persons","Number",16336
2021,"Small population centres, British Columbia","Owner who is not a first-time homebuyer","Percentage of persons in core housing need","Percent",2.8
2021,"Small population centres, British Columbia","Owner who is not a first-time homebuyer","Low 95% confidence interval, percentage of persons","Percent",1.5
2021,"Small population centres, British Columbia","Owner who is not a first-time homebuyer","High 95% confidence interval, percentage of persons","Percent",5.2
2021,"Small population centres, British Columbia","Renter","Number of households in core housing need","Number",16000
2021,"Small population centres, British Columbia","Renter","Low 95% confidence interval, number of households","Number",8652
2021,"Small population centres, British Columbia","Renter","High 95% confidence interval, number of households","Number",23175
2021,"Small population centres, British Columbia","Renter","Percentage of households in core housing need","Percent",24
2021,"Small population centres, British Columbia","Renter","Low 95% confidence interval, percentage of households","Percent",15.8
2021,"Small population centres, British Columbia","Renter","High 95% confidence interval, percentage of households","Percent",34
2021,"Small population centres, British Columbia","Renter","Number of persons in core housing need","Number",32000
2021,"Small population centres, British Columbia","Renter","Low 95% confidence interval, number of persons","Number",11921
2021,"Small population centres, British Columbia","Renter","High 95% confidence interval, number of persons","Number",52923
2021,"Small population centres, British Columbia","Renter","Percentage of persons in core housing need","Percent",24
2021,"Small population centres, British Columbia","Renter","Low 95% confidence interval, percentage of persons","Percent",13.3
2021,"Small population centres, British Columbia","Renter","High 95% confidence interval, percentage of persons","Percent",38
2021,"Small population centres, British Columbia","Renter not in social and affordable housing","Number of households in core housing need","Number",13700
2021,"Small population centres, British Columbia","Renter not in social and affordable housing","Low 95% confidence interval, number of households","Number",6722
2021,"Small population centres, British Columbia","Renter not in social and affordable housing","High 95% confidence interval, number of households","Number",21075
2021,"Small population centres, British Columbia","Renter not in social and affordable housing","Percentage of households in core housing need","Percent",23
2021,"Small population centres, British Columbia","Renter not in social and affordable housing","Low 95% confidence interval, percentage of households","Percent",14.4
2021,"Small population centres, British Columbia","Renter not in social and affordable housing","High 95% confidence interval, percentage of households","Percent",35
2021,"Small population centres, British Columbia","Renter not in social and affordable housing","Number of persons in core housing need","Number",29600
2021,"Small population centres, British Columbia","Renter not in social and affordable housing","Low 95% confidence interval, number of persons","Number",9661
2021,"Small population centres, British Columbia","Renter not in social and affordable housing","High 95% confidence interval, number of persons","Number",50660
2021,"Small population centres, British Columbia","Renter not in social and affordable housing","Percentage of persons in core housing need","Percent",24
2021,"Small population centres, British Columbia","Renter not in social and affordable housing","Low 95% confidence interval, percentage of persons","Percent",12.8
2021,"Small population centres, British Columbia","Renter not in social and affordable housing","High 95% confidence interval, percentage of persons","Percent",40
