"Year","GEO","Industry","Measure","VALUE"
2023,"British Columbia ","Rail, scenic and sightseeing transportation (tourism) [482114, 487110, 487210, 487990]","Temporary closures",NA
2023,"British Columbia ","Rail, scenic and sightseeing transportation (tourism) [482114, 487110, 487210, 487990]","Exits",NA
2023,"British Columbia ","Water transportation (tourism) [483115, 483116, 483213, 483214]","Active businesses",106
2023,"British Columbia ","Water transportation (tourism) [483115, 483116, 483213, 483214]","Opening businesses",NA
2023,"British Columbia ","Water transportation (tourism) [483115, 483116, 483213, 483214]","Continuing businesses",NA
2023,"British Columbia ","Water transportation (tourism) [483115, 483116, 483213, 483214]","Closing businesses",NA
2023,"British Columbia ","Water transportation (tourism) [483115, 483116, 483213, 483214]","Reopening businesses",NA
2023,"British Columbia ","Water transportation (tourism) [483115, 483116, 483213, 483214]","Entrants",NA
2023,"British Columbia ","Water transportation (tourism) [483115, 483116, 483213, 483214]","Temporary closures",NA
2023,"British Columbia ","Water transportation (tourism) [483115, 483116, 483213, 483214]","Exits",NA
2023,"British Columbia ","Bus transportation, taxi and limousine services, and vehicle rental (tourism) [485110, 485210, 485410, 485510, 485990, 485310, 485320, 532111, 532120]","Active businesses",426
2023,"British Columbia ","Bus transportation, taxi and limousine services, and vehicle rental (tourism) [485110, 485210, 485410, 485510, 485990, 485310, 485320, 532111, 532120]","Opening businesses",19
2023,"British Columbia ","Bus transportation, taxi and limousine services, and vehicle rental (tourism) [485110, 485210, 485410, 485510, 485990, 485310, 485320, 532111, 532120]","Continuing businesses",412
2023,"British Columbia ","Bus transportation, taxi and limousine services, and vehicle rental (tourism) [485110, 485210, 485410, 485510, 485990, 485310, 485320, 532111, 532120]","Closing businesses",21
2023,"British Columbia ","Bus transportation, taxi and limousine services, and vehicle rental (tourism) [485110, 485210, 485410, 485510, 485990, 485310, 485320, 532111, 532120]","Reopening businesses",NA
2023,"British Columbia ","Bus transportation, taxi and limousine services, and vehicle rental (tourism) [485110, 485210, 485410, 485510, 485990, 485310, 485320, 532111, 532120]","Entrants",NA
2023,"British Columbia ","Bus transportation, taxi and limousine services, and vehicle rental (tourism) [485110, 485210, 485410, 485510, 485990, 485310, 485320, 532111, 532120]","Temporary closures",NA
2023,"British Columbia ","Bus transportation, taxi and limousine services, and vehicle rental (tourism) [485110, 485210, 485410, 485510, 485990, 485310, 485320, 532111, 532120]","Exits",NA
2023,"British Columbia ","Travel services (tourism) [561510, 561520, 561590]","Active businesses",531
2023,"British Columbia ","Travel services (tourism) [561510, 561520, 561590]","Opening businesses",NA
2023,"British Columbia ","Travel services (tourism) [561510, 561520, 561590]","Continuing businesses",NA
2023,"British Columbia ","Travel services (tourism) [561510, 561520, 561590]","Closing businesses",NA
2023,"British Columbia ","Travel services (tourism) [561510, 561520, 561590]","Reopening businesses",NA
2023,"British Columbia ","Travel services (tourism) [561510, 561520, 561590]","Entrants",NA
2023,"British Columbia ","Travel services (tourism) [561510, 561520, 561590]","Temporary closures",NA
2023,"British Columbia ","Travel services (tourism) [561510, 561520, 561590]","Exits",NA
2023,"British Columbia ","Recreation and entertainment (tourism) [51213, 7111, 7112, 7113, 7115, 7121, 7131, 7132, 713910, 713920, 713930, 713950, 713990]","Active businesses",1921
2023,"British Columbia ","Recreation and entertainment (tourism) [51213, 7111, 7112, 7113, 7115, 7121, 7131, 7132, 713910, 713920, 713930, 713950, 713990]","Opening businesses",88
2023,"British Columbia ","Recreation and entertainment (tourism) [51213, 7111, 7112, 7113, 7115, 7121, 7131, 7132, 713910, 713920, 713930, 713950, 713990]","Continuing businesses",1829
2023,"British Columbia ","Recreation and entertainment (tourism) [51213, 7111, 7112, 7113, 7115, 7121, 7131, 7132, 713910, 713920, 713930, 713950, 713990]","Closing businesses",107
2023,"British Columbia ","Recreation and entertainment (tourism) [51213, 7111, 7112, 7113, 7115, 7121, 7131, 7132, 713910, 713920, 713930, 713950, 713990]","Reopening businesses",NA
2023,"British Columbia ","Recreation and entertainment (tourism) [51213, 7111, 7112, 7113, 7115, 7121, 7131, 7132, 713910, 713920, 713930, 713950, 713990]","Entrants",NA
2023,"British Columbia ","Recreation and entertainment (tourism) [51213, 7111, 7112, 7113, 7115, 7121, 7131, 7132, 713910, 713920, 713930, 713950, 713990]","Temporary closures",NA
2023,"British Columbia ","Recreation and entertainment (tourism) [51213, 7111, 7112, 7113, 7115, 7121, 7131, 7132, 713910, 713920, 713930, 713950, 713990]","Exits",NA
2023,"British Columbia ","Accommodation (tourism) [721111, 721112, 721113, 721120, 721114, 721211, 721213, 721191, 721192, 721198, 721212]","Active businesses",1470
2023,"British Columbia ","Accommodation (tourism) [721111, 721112, 721113, 721120, 721114, 721211, 721213, 721191, 721192, 721198, 721212]","Opening businesses",55
2023,"British Columbia ","Accommodation (tourism) [721111, 721112, 721113, 721120, 721114, 721211, 721213, 721191, 721192, 721198, 721212]","Continuing businesses",1418
2023,"British Columbia ","Accommodation (tourism) [721111, 721112, 721113, 721120, 721114, 721211, 721213, 721191, 721192, 721198, 721212]","Closing businesses",48
2023,"British Columbia ","Accommodation (tourism) [721111, 721112, 721113, 721120, 721114, 721211, 721213, 721191, 721192, 721198, 721212]","Reopening businesses",NA
2023,"British Columbia ","Accommodation (tourism) [721111, 721112, 721113, 721120, 721114, 721211, 721213, 721191, 721192, 721198, 721212]","Entrants",NA
2023,"British Columbia ","Accommodation (tourism) [721111, 721112, 721113, 721120, 721114, 721211, 721213, 721191, 721192, 721198, 721212]","Temporary closures",NA
2023,"British Columbia ","Accommodation (tourism) [721111, 721112, 721113, 721120, 721114, 721211, 721213, 721191, 721192, 721198, 721212]","Exits",NA
2023,"British Columbia ","Food and beverage services (tourism) [722511, 722512, 722410]","Active businesses",8181
2023,"British Columbia ","Food and beverage services (tourism) [722511, 722512, 722410]","Opening businesses",243
2023,"British Columbia ","Food and beverage services (tourism) [722511, 722512, 722410]","Continuing businesses",7928
2023,"British Columbia ","Food and beverage services (tourism) [722511, 722512, 722410]","Closing businesses",288
2023,"British Columbia ","Food and beverage services (tourism) [722511, 722512, 722410]","Reopening businesses",NA
2023,"British Columbia ","Food and beverage services (tourism) [722511, 722512, 722410]","Entrants",NA
2023,"British Columbia ","Food and beverage services (tourism) [722511, 722512, 722410]","Temporary closures",NA
2023,"British Columbia ","Food and beverage services (tourism) [722511, 722512, 722410]","Exits",NA
2023,"British Columbia ","Business sector industries (except educational services and health care and social assistance)","Active businesses",136440
2023,"British Columbia ","Business sector industries (except educational services and health care and social assistance)","Opening businesses",6080
2023,"British Columbia ","Business sector industries (except educational services and health care and social assistance)","Continuing businesses",130332
2023,"British Columbia ","Business sector industries (except educational services and health care and social assistance)","Closing businesses",6520
2023,"British Columbia ","Business sector industries (except educational services and health care and social assistance)","Reopening businesses",3863
2023,"British Columbia ","Business sector industries (except educational services and health care and social assistance)","Entrants",2217
2023,"British Columbia ","Business sector industries (except educational services and health care and social assistance)","Temporary closures",NA
2023,"British Columbia ","Business sector industries (except educational services and health care and social assistance)","Exits",NA
2023,"British Columbia ","Business sector industries [T004]","Active businesses",155331
2023,"British Columbia ","Business sector industries [T004]","Opening businesses",7339
2023,"British Columbia ","Business sector industries [T004]","Continuing businesses",148114
2023,"British Columbia ","Business sector industries [T004]","Closing businesses",7379
2023,"British Columbia ","Business sector industries [T004]","Reopening businesses",4565
2023,"British Columbia ","Business sector industries [T004]","Entrants",2774
2023,"British Columbia ","Business sector industries [T004]","Temporary closures",NA
2023,"British Columbia ","Business sector industries [T004]","Exits",NA
2023,"British Columbia ","Forestry, fishing and hunting [11]","Active businesses",1577
2023,"British Columbia ","Forestry, fishing and hunting [11]","Opening businesses",99
2023,"British Columbia ","Forestry, fishing and hunting [11]","Continuing businesses",1475
2023,"British Columbia ","Forestry, fishing and hunting [11]","Closing businesses",98
2023,"British Columbia ","Forestry, fishing and hunting [11]","Reopening businesses",NA
2023,"British Columbia ","Forestry, fishing and hunting [11]","Entrants",NA
2023,"British Columbia ","Forestry, fishing and hunting [11]","Temporary closures",NA
2023,"British Columbia ","Forestry, fishing and hunting [11]","Exits",NA
2023,"British Columbia ","Mining, quarrying, and oil and gas extraction [21]","Active businesses",730
2023,"British Columbia ","Mining, quarrying, and oil and gas extraction [21]","Opening businesses",31
2023,"British Columbia ","Mining, quarrying, and oil and gas extraction [21]","Continuing businesses",701
2023,"British Columbia ","Mining, quarrying, and oil and gas extraction [21]","Closing businesses",37
2023,"British Columbia ","Mining, quarrying, and oil and gas extraction [21]","Reopening businesses",NA
2023,"British Columbia ","Mining, quarrying, and oil and gas extraction [21]","Entrants",NA
2023,"British Columbia ","Mining, quarrying, and oil and gas extraction [21]","Temporary closures",NA
2023,"British Columbia ","Mining, quarrying, and oil and gas extraction [21]","Exits",NA
2023,"British Columbia ","Utilities [22]","Active businesses",112
2023,"British Columbia ","Utilities [22]","Opening businesses",NA
2023,"British Columbia ","Utilities [22]","Continuing businesses",NA
2023,"British Columbia ","Utilities [22]","Closing businesses",NA
2023,"British Columbia ","Utilities [22]","Reopening businesses",NA
2023,"British Columbia ","Utilities [22]","Entrants",NA
2023,"British Columbia ","Utilities [22]","Temporary closures",NA
2023,"British Columbia ","Utilities [22]","Exits",NA
2023,"British Columbia ","Construction [23]","Active businesses",22103
2023,"British Columbia ","Construction [23]","Opening businesses",1181
2023,"British Columbia ","Construction [23]","Continuing businesses",20944
2023,"British Columbia ","Construction [23]","Closing businesses",1211
2023,"British Columbia ","Construction [23]","Reopening businesses",NA
2023,"British Columbia ","Construction [23]","Entrants",NA
2023,"British Columbia ","Construction [23]","Temporary closures",NA
2023,"British Columbia ","Construction [23]","Exits",NA
2023,"British Columbia ","Manufacturing [31-33]","Active businesses",6322
2023,"British Columbia ","Manufacturing [31-33]","Opening businesses",184
2023,"British Columbia ","Manufacturing [31-33]","Continuing businesses",6129
2023,"British Columbia ","Manufacturing [31-33]","Closing businesses",187
2023,"British Columbia ","Manufacturing [31-33]","Reopening businesses",NA
2023,"British Columbia ","Manufacturing [31-33]","Entrants",NA
2023,"British Columbia ","Manufacturing [31-33]","Temporary closures",NA
2023,"British Columbia ","Manufacturing [31-33]","Exits",NA
2023,"British Columbia ","Food manufacturing [311]","Active businesses",935
2023,"British Columbia ","Food manufacturing [311]","Opening businesses",31
2023,"British Columbia ","Food manufacturing [311]","Continuing businesses",905
2023,"British Columbia ","Food manufacturing [311]","Closing businesses",28
2023,"British Columbia ","Food manufacturing [311]","Reopening businesses",NA
2023,"British Columbia ","Food manufacturing [311]","Entrants",NA
2023,"British Columbia ","Food manufacturing [311]","Temporary closures",NA
2023,"British Columbia ","Food manufacturing [311]","Exits",NA
2023,"British Columbia ","Beverage and tobacco product manufacturing [312]","Active businesses",471
2023,"British Columbia ","Beverage and tobacco product manufacturing [312]","Opening businesses",NA
2023,"British Columbia ","Beverage and tobacco product manufacturing [312]","Continuing businesses",NA
2023,"British Columbia ","Beverage and tobacco product manufacturing [312]","Closing businesses",NA
2023,"British Columbia ","Beverage and tobacco product manufacturing [312]","Reopening businesses",NA
2023,"British Columbia ","Beverage and tobacco product manufacturing [312]","Entrants",NA
2023,"British Columbia ","Beverage and tobacco product manufacturing [312]","Temporary closures",NA
2023,"British Columbia ","Beverage and tobacco product manufacturing [312]","Exits",NA
2023,"British Columbia ","Wholesale trade [41]","Active businesses",6090
2023,"British Columbia ","Wholesale trade [41]","Opening businesses",157
2023,"British Columbia ","Wholesale trade [41]","Continuing businesses",5930
2023,"British Columbia ","Wholesale trade [41]","Closing businesses",188
2023,"British Columbia ","Wholesale trade [41]","Reopening businesses",NA
2023,"British Columbia ","Wholesale trade [41]","Entrants",NA
2023,"British Columbia ","Wholesale trade [41]","Temporary closures",NA
2023,"British Columbia ","Wholesale trade [41]","Exits",NA
2023,"British Columbia ","Retail trade [44-45]","Active businesses",13108
2023,"British Columbia ","Retail trade [44-45]","Opening businesses",425
2023,"British Columbia ","Retail trade [44-45]","Continuing businesses",12681
2023,"British Columbia ","Retail trade [44-45]","Closing businesses",429
2023,"British Columbia ","Retail trade [44-45]","Reopening businesses",NA
2023,"British Columbia ","Retail trade [44-45]","Entrants",NA
2023,"British Columbia ","Retail trade [44-45]","Temporary closures",NA
2023,"British Columbia ","Retail trade [44-45]","Exits",NA
2023,"British Columbia ","Transportation and warehousing [48-49]","Active businesses",6302
2023,"British Columbia ","Transportation and warehousing [48-49]","Opening businesses",332
2023,"British Columbia ","Transportation and warehousing [48-49]","Continuing businesses",5976
2023,"British Columbia ","Transportation and warehousing [48-49]","Closing businesses",360
2023,"British Columbia ","Transportation and warehousing [48-49]","Reopening businesses",NA
2023,"British Columbia ","Transportation and warehousing [48-49]","Entrants",NA
2023,"British Columbia ","Transportation and warehousing [48-49]","Temporary closures",NA
2023,"British Columbia ","Transportation and warehousing [48-49]","Exits",NA
2023,"British Columbia ","Information and cultural industries [51]","Active businesses",1980
2023,"British Columbia ","Information and cultural industries [51]","Opening businesses",92
2023,"British Columbia ","Information and cultural industries [51]","Continuing businesses",1889
2023,"British Columbia ","Information and cultural industries [51]","Closing businesses",112
2023,"British Columbia ","Information and cultural industries [51]","Reopening businesses",NA
2023,"British Columbia ","Information and cultural industries [51]","Entrants",NA
2023,"British Columbia ","Information and cultural industries [51]","Temporary closures",NA
2023,"British Columbia ","Information and cultural industries [51]","Exits",NA
2023,"British Columbia ","Finance and insurance and Management of companies and enterprises [52, 55]","Active businesses",4747
2023,"British Columbia ","Finance and insurance and Management of companies and enterprises [52, 55]","Opening businesses",269
2023,"British Columbia ","Finance and insurance and Management of companies and enterprises [52, 55]","Continuing businesses",4466
2023,"British Columbia ","Finance and insurance and Management of companies and enterprises [52, 55]","Closing businesses",231
2023,"British Columbia ","Finance and insurance and Management of companies and enterprises [52, 55]","Reopening businesses",NA
2023,"British Columbia ","Finance and insurance and Management of companies and enterprises [52, 55]","Entrants",NA
2023,"British Columbia ","Finance and insurance and Management of companies and enterprises [52, 55]","Temporary closures",NA
2023,"British Columbia ","Finance and insurance and Management of companies and enterprises [52, 55]","Exits",NA
2023,"British Columbia ","Real estate and rental and leasing [53]","Active businesses",7835
2023,"British Columbia ","Real estate and rental and leasing [53]","Opening businesses",449
2023,"British Columbia ","Real estate and rental and leasing [53]","Continuing businesses",7393
2023,"British Columbia ","Real estate and rental and leasing [53]","Closing businesses",442
2023,"British Columbia ","Real estate and rental and leasing [53]","Reopening businesses",NA
2023,"British Columbia ","Real estate and rental and leasing [53]","Entrants",NA
2023,"British Columbia ","Real estate and rental and leasing [53]","Temporary closures",NA
2023,"British Columbia ","Real estate and rental and leasing [53]","Exits",NA
2023,"British Columbia ","Professional, scientific and technical services [54]","Active businesses",19730
2023,"British Columbia ","Professional, scientific and technical services [54]","Opening businesses",925
2023,"British Columbia ","Professional, scientific and technical services [54]","Continuing businesses",18799
2023,"British Columbia ","Professional, scientific and technical services [54]","Closing businesses",912
2023,"British Columbia ","Professional, scientific and technical services [54]","Reopening businesses",NA
2023,"British Columbia ","Professional, scientific and technical services [54]","Entrants",NA
2023,"British Columbia ","Professional, scientific and technical services [54]","Temporary closures",NA
2023,"British Columbia ","Professional, scientific and technical services [54]","Exits",NA
2023,"British Columbia ","Administrative and support, waste management and remediation services [56]","Active businesses",7160
2023,"British Columbia ","Administrative and support, waste management and remediation services [56]","Opening businesses",350
2023,"British Columbia ","Administrative and support, waste management and remediation services [56]","Continuing businesses",6813
2023,"British Columbia ","Administrative and support, waste management and remediation services [56]","Closing businesses",360
2023,"British Columbia ","Administrative and support, waste management and remediation services [56]","Reopening businesses",NA
2023,"British Columbia ","Administrative and support, waste management and remediation services [56]","Entrants",NA
2023,"British Columbia ","Administrative and support, waste management and remediation services [56]","Temporary closures",NA
2023,"British Columbia ","Administrative and support, waste management and remediation services [56]","Exits",NA
2023,"British Columbia ","Educational services [61]","Active businesses",2122
2023,"British Columbia ","Educational services [61]","Opening businesses",87
2023,"British Columbia ","Educational services [61]","Continuing businesses",2025
2023,"British Columbia ","Educational services [61]","Closing businesses",90
2023,"British Columbia ","Educational services [61]","Reopening businesses",NA
2023,"British Columbia ","Educational services [61]","Entrants",NA
2023,"British Columbia ","Educational services [61]","Temporary closures",NA
2023,"British Columbia ","Educational services [61]","Exits",NA
2023,"British Columbia ","Health care and social assistance [62]","Active businesses",16939
2023,"British Columbia ","Health care and social assistance [62]","Opening businesses",566
2023,"British Columbia ","Health care and social assistance [62]","Continuing businesses",16386
2023,"British Columbia ","Health care and social assistance [62]","Closing businesses",494
2023,"British Columbia ","Health care and social assistance [62]","Reopening businesses",NA
2023,"British Columbia ","Health care and social assistance [62]","Entrants",NA
2023,"British Columbia ","Health care and social assistance [62]","Temporary closures",NA
2023,"British Columbia ","Health care and social assistance [62]","Exits",NA
2023,"British Columbia ","Arts, entertainment and recreation [71]","Active businesses",2556
2023,"British Columbia ","Arts, entertainment and recreation [71]","Opening businesses",123
2023,"British Columbia ","Arts, entertainment and recreation [71]","Continuing businesses",2436
2023,"British Columbia ","Arts, entertainment and recreation [71]","Closing businesses",137
2023,"British Columbia ","Arts, entertainment and recreation [71]","Reopening businesses",NA
2023,"British Columbia ","Arts, entertainment and recreation [71]","Entrants",NA
2023,"British Columbia ","Arts, entertainment and recreation [71]","Temporary closures",NA
2023,"British Columbia ","Arts, entertainment and recreation [71]","Exits",NA
2023,"British Columbia ","Accommodation and food services [72]","Active businesses",10137
2023,"British Columbia ","Accommodation and food services [72]","Opening businesses",373
2023,"British Columbia ","Accommodation and food services [72]","Continuing businesses",9767
2023,"British Columbia ","Accommodation and food services [72]","Closing businesses",378
2023,"British Columbia ","Accommodation and food services [72]","Reopening businesses",NA
2023,"British Columbia ","Accommodation and food services [72]","Entrants",NA
2023,"British Columbia ","Accommodation and food services [72]","Temporary closures",NA
2023,"British Columbia ","Accommodation and food services [72]","Exits",NA
2023,"British Columbia ","Other services (except public administration) [81]","Active businesses",10528
2023,"British Columbia ","Other services (except public administration) [81]","Opening businesses",369
2023,"British Columbia ","Other services (except public administration) [81]","Continuing businesses",10158
2023,"British Columbia ","Other services (except public administration) [81]","Closing businesses",359
2023,"British Columbia ","Other services (except public administration) [81]","Reopening businesses",NA
2023,"British Columbia ","Other services (except public administration) [81]","Entrants",NA
2023,"British Columbia ","Other services (except public administration) [81]","Temporary closures",NA
2023,"British Columbia ","Other services (except public administration) [81]","Exits",NA
2023,"British Columbia ","Tourism industry","Active businesses",12797
2023,"British Columbia ","Tourism industry","Opening businesses",476
2023,"British Columbia ","Tourism industry","Continuing businesses",12334
2023,"British Columbia ","Tourism industry","Closing businesses",515
2023,"British Columbia ","Tourism industry","Reopening businesses",NA
2023,"British Columbia ","Tourism industry","Entrants",NA
2023,"British Columbia ","Tourism industry","Temporary closures",NA
2023,"British Columbia ","Tourism industry","Exits",NA
2023,"British Columbia ","Total tourism transportation","Active businesses",759
2023,"British Columbia ","Total tourism transportation","Opening businesses",23
2023,"British Columbia ","Total tourism transportation","Continuing businesses",729
2023,"British Columbia ","Total tourism transportation","Closing businesses",45
2023,"British Columbia ","Total tourism transportation","Reopening businesses",NA
2023,"British Columbia ","Total tourism transportation","Entrants",NA
2023,"British Columbia ","Total tourism transportation","Temporary closures",NA
2023,"British Columbia ","Total tourism transportation","Exits",NA
2023,"British Columbia ","Air transportation (tourism) [4811, 4812]","Active businesses",158
2023,"British Columbia ","Air transportation (tourism) [4811, 4812]","Opening businesses",NA
2023,"British Columbia ","Air transportation (tourism) [4811, 4812]","Continuing businesses",NA
2023,"British Columbia ","Air transportation (tourism) [4811, 4812]","Closing businesses",NA
2023,"British Columbia ","Air transportation (tourism) [4811, 4812]","Reopening businesses",NA
2023,"British Columbia ","Air transportation (tourism) [4811, 4812]","Entrants",NA
2023,"British Columbia ","Air transportation (tourism) [4811, 4812]","Temporary closures",NA
2023,"British Columbia ","Air transportation (tourism) [4811, 4812]","Exits",NA
2023,"British Columbia ","Rail, scenic and sightseeing transportation (tourism) [482114, 487110, 487210, 487990]","Active businesses",78
2023,"British Columbia ","Rail, scenic and sightseeing transportation (tourism) [482114, 487110, 487210, 487990]","Opening businesses",NA
2023,"British Columbia ","Rail, scenic and sightseeing transportation (tourism) [482114, 487110, 487210, 487990]","Continuing businesses",NA
2023,"British Columbia ","Rail, scenic and sightseeing transportation (tourism) [482114, 487110, 487210, 487990]","Closing businesses",NA
2023,"British Columbia ","Rail, scenic and sightseeing transportation (tourism) [482114, 487110, 487210, 487990]","Reopening businesses",NA
2023,"British Columbia ","Rail, scenic and sightseeing transportation (tourism) [482114, 487110, 487210, 487990]","Entrants",NA
2023,"British Columbia ","Rail, scenic and sightseeing transportation (tourism) [482114, 487110, 487210, 487990]","Temporary closures",NA
2023,"British Columbia ","Rail, scenic and sightseeing transportation (tourism) [482114, 487110, 487210, 487990]","Exits",NA
2023,"British Columbia ","Water transportation (tourism) [483115, 483116, 483213, 483214]","Active businesses",99
2023,"British Columbia ","Water transportation (tourism) [483115, 483116, 483213, 483214]","Opening businesses",NA
2023,"British Columbia ","Water transportation (tourism) [483115, 483116, 483213, 483214]","Continuing businesses",NA
2023,"British Columbia ","Water transportation (tourism) [483115, 483116, 483213, 483214]","Closing businesses",NA
2023,"British Columbia ","Water transportation (tourism) [483115, 483116, 483213, 483214]","Reopening businesses",NA
2023,"British Columbia ","Water transportation (tourism) [483115, 483116, 483213, 483214]","Entrants",NA
2023,"British Columbia ","Water transportation (tourism) [483115, 483116, 483213, 483214]","Temporary closures",NA
2023,"British Columbia ","Water transportation (tourism) [483115, 483116, 483213, 483214]","Exits",NA
2023,"British Columbia ","Bus transportation, taxi and limousine services, and vehicle rental (tourism) [485110, 485210, 485410, 485510, 485990, 485310, 485320, 532111, 532120]","Active businesses",423
2023,"British Columbia ","Bus transportation, taxi and limousine services, and vehicle rental (tourism) [485110, 485210, 485410, 485510, 485990, 485310, 485320, 532111, 532120]","Opening businesses",17
2023,"British Columbia ","Bus transportation, taxi and limousine services, and vehicle rental (tourism) [485110, 485210, 485410, 485510, 485990, 485310, 485320, 532111, 532120]","Continuing businesses",405
2023,"British Columbia ","Bus transportation, taxi and limousine services, and vehicle rental (tourism) [485110, 485210, 485410, 485510, 485990, 485310, 485320, 532111, 532120]","Closing businesses",23
2023,"British Columbia ","Bus transportation, taxi and limousine services, and vehicle rental (tourism) [485110, 485210, 485410, 485510, 485990, 485310, 485320, 532111, 532120]","Reopening businesses",NA
2023,"British Columbia ","Bus transportation, taxi and limousine services, and vehicle rental (tourism) [485110, 485210, 485410, 485510, 485990, 485310, 485320, 532111, 532120]","Entrants",NA
2023,"British Columbia ","Bus transportation, taxi and limousine services, and vehicle rental (tourism) [485110, 485210, 485410, 485510, 485990, 485310, 485320, 532111, 532120]","Temporary closures",NA
2023,"British Columbia ","Bus transportation, taxi and limousine services, and vehicle rental (tourism) [485110, 485210, 485410, 485510, 485990, 485310, 485320, 532111, 532120]","Exits",NA
2023,"British Columbia ","Travel services (tourism) [561510, 561520, 561590]","Active businesses",524
2023,"British Columbia ","Travel services (tourism) [561510, 561520, 561590]","Opening businesses",NA
2023,"British Columbia ","Travel services (tourism) [561510, 561520, 561590]","Continuing businesses",NA
2023,"British Columbia ","Travel services (tourism) [561510, 561520, 561590]","Closing businesses",NA
2023,"British Columbia ","Travel services (tourism) [561510, 561520, 561590]","Reopening businesses",NA
2023,"British Columbia ","Travel services (tourism) [561510, 561520, 561590]","Entrants",NA
2023,"British Columbia ","Travel services (tourism) [561510, 561520, 561590]","Temporary closures",NA
2023,"British Columbia ","Travel services (tourism) [561510, 561520, 561590]","Exits",NA
2023,"British Columbia ","Recreation and entertainment (tourism) [51213, 7111, 7112, 7113, 7115, 7121, 7131, 7132, 713910, 713920, 713930, 713950, 713990]","Active businesses",1909
2023,"British Columbia ","Recreation and entertainment (tourism) [51213, 7111, 7112, 7113, 7115, 7121, 7131, 7132, 713910, 713920, 713930, 713950, 713990]","Opening businesses",93
2023,"British Columbia ","Recreation and entertainment (tourism) [51213, 7111, 7112, 7113, 7115, 7121, 7131, 7132, 713910, 713920, 713930, 713950, 713990]","Continuing businesses",1814
2023,"British Columbia ","Recreation and entertainment (tourism) [51213, 7111, 7112, 7113, 7115, 7121, 7131, 7132, 713910, 713920, 713930, 713950, 713990]","Closing businesses",107
2023,"British Columbia ","Recreation and entertainment (tourism) [51213, 7111, 7112, 7113, 7115, 7121, 7131, 7132, 713910, 713920, 713930, 713950, 713990]","Reopening businesses",NA
2023,"British Columbia ","Recreation and entertainment (tourism) [51213, 7111, 7112, 7113, 7115, 7121, 7131, 7132, 713910, 713920, 713930, 713950, 713990]","Entrants",NA
2023,"British Columbia ","Recreation and entertainment (tourism) [51213, 7111, 7112, 7113, 7115, 7121, 7131, 7132, 713910, 713920, 713930, 713950, 713990]","Temporary closures",NA
2023,"British Columbia ","Recreation and entertainment (tourism) [51213, 7111, 7112, 7113, 7115, 7121, 7131, 7132, 713910, 713920, 713930, 713950, 713990]","Exits",NA
2023,"British Columbia ","Accommodation (tourism) [721111, 721112, 721113, 721120, 721114, 721211, 721213, 721191, 721192, 721198, 721212]","Active businesses",1465
2023,"British Columbia ","Accommodation (tourism) [721111, 721112, 721113, 721120, 721114, 721211, 721213, 721191, 721192, 721198, 721212]","Opening businesses",38
2023,"British Columbia ","Accommodation (tourism) [721111, 721112, 721113, 721120, 721114, 721211, 721213, 721191, 721192, 721198, 721212]","Continuing businesses",1416
2023,"British Columbia ","Accommodation (tourism) [721111, 721112, 721113, 721120, 721114, 721211, 721213, 721191, 721192, 721198, 721212]","Closing businesses",51
2023,"British Columbia ","Accommodation (tourism) [721111, 721112, 721113, 721120, 721114, 721211, 721213, 721191, 721192, 721198, 721212]","Reopening businesses",NA
2023,"British Columbia ","Accommodation (tourism) [721111, 721112, 721113, 721120, 721114, 721211, 721213, 721191, 721192, 721198, 721212]","Entrants",NA
2023,"British Columbia ","Accommodation (tourism) [721111, 721112, 721113, 721120, 721114, 721211, 721213, 721191, 721192, 721198, 721212]","Temporary closures",NA
2023,"British Columbia ","Accommodation (tourism) [721111, 721112, 721113, 721120, 721114, 721211, 721213, 721191, 721192, 721198, 721212]","Exits",NA
2023,"British Columbia ","Food and beverage services (tourism) [722511, 722512, 722410]","Active businesses",8176
2023,"British Columbia ","Food and beverage services (tourism) [722511, 722512, 722410]","Opening businesses",303
2023,"British Columbia ","Food and beverage services (tourism) [722511, 722512, 722410]","Continuing businesses",7874
2023,"British Columbia ","Food and beverage services (tourism) [722511, 722512, 722410]","Closing businesses",301
2023,"British Columbia ","Food and beverage services (tourism) [722511, 722512, 722410]","Reopening businesses",NA
2023,"British Columbia ","Food and beverage services (tourism) [722511, 722512, 722410]","Entrants",NA
2023,"British Columbia ","Food and beverage services (tourism) [722511, 722512, 722410]","Temporary closures",NA
2023,"British Columbia ","Food and beverage services (tourism) [722511, 722512, 722410]","Exits",NA
2023,"British Columbia ","Business sector industries (except educational services and health care and social assistance)","Active businesses",136302
2023,"British Columbia ","Business sector industries (except educational services and health care and social assistance)","Opening businesses",6768
2023,"British Columbia ","Business sector industries (except educational services and health care and social assistance)","Continuing businesses",129722
2023,"British Columbia ","Business sector industries (except educational services and health care and social assistance)","Closing businesses",6843
2023,"British Columbia ","Business sector industries (except educational services and health care and social assistance)","Reopening businesses",4208
2023,"British Columbia ","Business sector industries (except educational services and health care and social assistance)","Entrants",2560
2023,"British Columbia ","Business sector industries (except educational services and health care and social assistance)","Temporary closures",NA
2023,"British Columbia ","Business sector industries (except educational services and health care and social assistance)","Exits",NA
2023,"British Columbia ","Business sector industries [T004]","Active businesses",155215
2023,"British Columbia ","Business sector industries [T004]","Opening businesses",7379
2023,"British Columbia ","Business sector industries [T004]","Continuing businesses",147876
