"GEO","Funder","Performer","Science type","Prices","GR5","GR3","Maxyear"
"Quebec"," foreign sector"," business enterprise sector","Total sciences","2017 constant prices",NA,NA,2023
"Quebec"," foreign sector"," business enterprise sector","Total sciences","Current prices",NA,NA,2023
"Quebec"," foreign sector"," higher education sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Quebec"," foreign sector"," higher education sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Quebec"," foreign sector"," higher education sector","Total sciences","2017 constant prices",NA,NA,2023
"Quebec"," foreign sector"," higher education sector","Total sciences","Current prices",NA,NA,2023
"Quebec"," foreign sector"," private non-profit sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Quebec"," foreign sector"," private non-profit sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Quebec"," foreign sector"," private non-profit sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Quebec"," foreign sector"," private non-profit sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Quebec"," foreign sector"," private non-profit sector","Total sciences","2017 constant prices",NA,NA,2023
"Quebec"," foreign sector"," private non-profit sector","Total sciences","Current prices",NA,NA,2023
"Quebec"," foreign sector"," total, all sectors","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Quebec"," foreign sector"," total, all sectors","Natural sciences and engineering","Current prices",NA,NA,2023
"Quebec"," foreign sector"," total, all sectors","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Quebec"," foreign sector"," total, all sectors","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Quebec"," foreign sector"," total, all sectors","Total sciences","2017 constant prices",NA,NA,2023
"Quebec"," foreign sector"," total, all sectors","Total sciences","Current prices",NA,NA,2023
"Quebec"," higher education sector"," higher education sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Quebec"," higher education sector"," higher education sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Quebec"," higher education sector"," higher education sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Quebec"," higher education sector"," higher education sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Quebec"," higher education sector"," higher education sector","Total sciences","2017 constant prices",NA,NA,2023
"Quebec"," higher education sector"," higher education sector","Total sciences","Current prices",NA,NA,2023
"Quebec"," higher education sector"," total, all sectors","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Quebec"," higher education sector"," total, all sectors","Natural sciences and engineering","Current prices",NA,NA,2023
"Quebec"," higher education sector"," total, all sectors","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Quebec"," higher education sector"," total, all sectors","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Quebec"," higher education sector"," total, all sectors","Total sciences","2017 constant prices",NA,NA,2023
"Quebec"," higher education sector"," total, all sectors","Total sciences","Current prices",NA,NA,2023
"Quebec"," private non-profit sector"," business enterprise sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Quebec"," private non-profit sector"," business enterprise sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Quebec"," private non-profit sector"," business enterprise sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Quebec"," private non-profit sector"," business enterprise sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Quebec"," private non-profit sector"," business enterprise sector","Total sciences","2017 constant prices",NA,NA,2023
"Quebec"," private non-profit sector"," business enterprise sector","Total sciences","Current prices",NA,NA,2023
"Quebec"," private non-profit sector"," higher education sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Quebec"," private non-profit sector"," higher education sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Quebec"," private non-profit sector"," higher education sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Quebec"," private non-profit sector"," higher education sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Quebec"," private non-profit sector"," higher education sector","Total sciences","2017 constant prices",NA,NA,2023
"Quebec"," private non-profit sector"," higher education sector","Total sciences","Current prices",NA,NA,2023
"Quebec"," private non-profit sector"," private non-profit sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Quebec"," private non-profit sector"," private non-profit sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Quebec"," private non-profit sector"," private non-profit sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Quebec"," private non-profit sector"," private non-profit sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Quebec"," private non-profit sector"," private non-profit sector","Total sciences","2017 constant prices",NA,NA,2023
"Quebec"," private non-profit sector"," private non-profit sector","Total sciences","Current prices",NA,NA,2023
"Quebec"," private non-profit sector"," total, all sectors","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Quebec"," private non-profit sector"," total, all sectors","Natural sciences and engineering","Current prices",NA,NA,2023
"Quebec"," private non-profit sector"," total, all sectors","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Quebec"," private non-profit sector"," total, all sectors","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Quebec"," private non-profit sector"," total, all sectors","Total sciences","2017 constant prices",NA,NA,2023
"Quebec"," private non-profit sector"," total, all sectors","Total sciences","Current prices",NA,NA,2023
"Quebec"," provincial governments sector"," business enterprise sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Quebec"," provincial governments sector"," business enterprise sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Quebec"," provincial governments sector"," business enterprise sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Quebec"," provincial governments sector"," business enterprise sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Quebec"," provincial governments sector"," business enterprise sector","Total sciences","2017 constant prices",NA,NA,2023
"Quebec"," provincial governments sector"," business enterprise sector","Total sciences","Current prices",NA,NA,2023
"Quebec"," provincial governments sector"," federal government sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Quebec"," provincial governments sector"," federal government sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Quebec"," provincial governments sector"," federal government sector","Total sciences","2017 constant prices",NA,NA,2023
"Quebec"," provincial governments sector"," federal government sector","Total sciences","Current prices",NA,NA,2023
"Quebec"," provincial governments sector"," higher education sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Quebec"," provincial governments sector"," higher education sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Quebec"," provincial governments sector"," higher education sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Quebec"," provincial governments sector"," higher education sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Quebec"," provincial governments sector"," higher education sector","Total sciences","2017 constant prices",NA,NA,2023
"Quebec"," provincial governments sector"," higher education sector","Total sciences","Current prices",NA,NA,2023
"Quebec"," provincial governments sector"," private non-profit sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Quebec"," provincial governments sector"," private non-profit sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Quebec"," provincial governments sector"," private non-profit sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Quebec"," provincial governments sector"," private non-profit sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Quebec"," provincial governments sector"," private non-profit sector","Total sciences","2017 constant prices",NA,NA,2023
"Quebec"," provincial governments sector"," private non-profit sector","Total sciences","Current prices",NA,NA,2023
"Quebec"," provincial governments sector"," provincial governments sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Quebec"," provincial governments sector"," provincial governments sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Quebec"," provincial governments sector"," provincial governments sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Quebec"," provincial governments sector"," provincial governments sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Quebec"," provincial governments sector"," provincial governments sector","Total sciences","2017 constant prices",NA,NA,2023
"Quebec"," provincial governments sector"," provincial governments sector","Total sciences","Current prices",NA,NA,2023
"Quebec"," provincial governments sector"," provincial research organizations sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Quebec"," provincial governments sector"," provincial research organizations sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Quebec"," provincial governments sector"," provincial research organizations sector","Total sciences","2017 constant prices",NA,NA,2023
"Quebec"," provincial governments sector"," provincial research organizations sector","Total sciences","Current prices",NA,NA,2023
"Quebec"," provincial governments sector"," total, all sectors","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Quebec"," provincial governments sector"," total, all sectors","Natural sciences and engineering","Current prices",NA,NA,2023
"Quebec"," provincial governments sector"," total, all sectors","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Quebec"," provincial governments sector"," total, all sectors","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Quebec"," provincial governments sector"," total, all sectors","Total sciences","2017 constant prices",NA,NA,2023
"Quebec"," provincial governments sector"," total, all sectors","Total sciences","Current prices",NA,NA,2023
"Quebec"," total, all sectors"," business enterprise sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Quebec"," total, all sectors"," business enterprise sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Quebec"," total, all sectors"," business enterprise sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Quebec"," total, all sectors"," business enterprise sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Quebec"," total, all sectors"," business enterprise sector","Total sciences","2017 constant prices",NA,NA,2023
"Quebec"," total, all sectors"," business enterprise sector","Total sciences","Current prices",NA,NA,2023
"Quebec"," total, all sectors"," federal government sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Quebec"," total, all sectors"," federal government sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Quebec"," total, all sectors"," federal government sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Quebec"," total, all sectors"," federal government sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Quebec"," total, all sectors"," federal government sector","Total sciences","2017 constant prices",NA,NA,2023
"Quebec"," total, all sectors"," federal government sector","Total sciences","Current prices",NA,NA,2023
"Quebec"," total, all sectors"," higher education sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Quebec"," total, all sectors"," higher education sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Quebec"," total, all sectors"," higher education sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Quebec"," total, all sectors"," higher education sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Quebec"," total, all sectors"," higher education sector","Total sciences","2017 constant prices",NA,NA,2023
"Quebec"," total, all sectors"," higher education sector","Total sciences","Current prices",NA,NA,2023
"Quebec"," total, all sectors"," private non-profit sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Quebec"," total, all sectors"," private non-profit sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Quebec"," total, all sectors"," private non-profit sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Quebec"," total, all sectors"," private non-profit sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Quebec"," total, all sectors"," private non-profit sector","Total sciences","2017 constant prices",NA,NA,2023
"Quebec"," total, all sectors"," private non-profit sector","Total sciences","Current prices",NA,NA,2023
"Quebec"," total, all sectors"," provincial governments sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Quebec"," total, all sectors"," provincial governments sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Quebec"," total, all sectors"," provincial governments sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Quebec"," total, all sectors"," provincial governments sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Quebec"," total, all sectors"," provincial governments sector","Total sciences","2017 constant prices",NA,NA,2023
"Quebec"," total, all sectors"," provincial governments sector","Total sciences","Current prices",NA,NA,2023
"Quebec"," total, all sectors"," provincial research organizations sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Quebec"," total, all sectors"," provincial research organizations sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Quebec"," total, all sectors"," provincial research organizations sector","Total sciences","2017 constant prices",NA,NA,2023
"Quebec"," total, all sectors"," provincial research organizations sector","Total sciences","Current prices",NA,NA,2023
"Quebec"," total, all sectors"," total, all sectors","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Quebec"," total, all sectors"," total, all sectors","Natural sciences and engineering","Current prices",NA,NA,2023
"Quebec"," total, all sectors"," total, all sectors","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Quebec"," total, all sectors"," total, all sectors","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Quebec"," total, all sectors"," total, all sectors","Total sciences","2017 constant prices",NA,NA,2023
"Quebec"," total, all sectors"," total, all sectors","Total sciences","Current prices",NA,NA,2023
"Saskatchewan"," business enterprise sector"," business enterprise sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Saskatchewan"," business enterprise sector"," business enterprise sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Saskatchewan"," business enterprise sector"," business enterprise sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Saskatchewan"," business enterprise sector"," business enterprise sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Saskatchewan"," business enterprise sector"," business enterprise sector","Total sciences","2017 constant prices",NA,NA,2023
"Saskatchewan"," business enterprise sector"," business enterprise sector","Total sciences","Current prices",NA,NA,2023
"Saskatchewan"," business enterprise sector"," federal government sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Saskatchewan"," business enterprise sector"," federal government sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Saskatchewan"," business enterprise sector"," federal government sector","Total sciences","2017 constant prices",NA,NA,2023
"Saskatchewan"," business enterprise sector"," federal government sector","Total sciences","Current prices",NA,NA,2023
"Saskatchewan"," business enterprise sector"," higher education sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Saskatchewan"," business enterprise sector"," higher education sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Saskatchewan"," business enterprise sector"," higher education sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Saskatchewan"," business enterprise sector"," higher education sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Saskatchewan"," business enterprise sector"," higher education sector","Total sciences","2017 constant prices",NA,NA,2023
"Saskatchewan"," business enterprise sector"," higher education sector","Total sciences","Current prices",NA,NA,2023
"Saskatchewan"," business enterprise sector"," private non-profit sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Saskatchewan"," business enterprise sector"," private non-profit sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Saskatchewan"," business enterprise sector"," private non-profit sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Saskatchewan"," business enterprise sector"," private non-profit sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Saskatchewan"," business enterprise sector"," private non-profit sector","Total sciences","2017 constant prices",NA,NA,2023
"Saskatchewan"," business enterprise sector"," private non-profit sector","Total sciences","Current prices",NA,NA,2023
"Saskatchewan"," business enterprise sector"," provincial research organizations sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Saskatchewan"," business enterprise sector"," provincial research organizations sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Saskatchewan"," business enterprise sector"," provincial research organizations sector","Total sciences","2017 constant prices",NA,NA,2023
"Saskatchewan"," business enterprise sector"," provincial research organizations sector","Total sciences","Current prices",NA,NA,2023
"Saskatchewan"," business enterprise sector"," total, all sectors","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Saskatchewan"," business enterprise sector"," total, all sectors","Natural sciences and engineering","Current prices",NA,NA,2023
"Saskatchewan"," business enterprise sector"," total, all sectors","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Saskatchewan"," business enterprise sector"," total, all sectors","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Saskatchewan"," business enterprise sector"," total, all sectors","Total sciences","2017 constant prices",NA,NA,2023
"Saskatchewan"," business enterprise sector"," total, all sectors","Total sciences","Current prices",NA,NA,2023
"Saskatchewan"," federal government sector"," business enterprise sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Saskatchewan"," federal government sector"," business enterprise sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Saskatchewan"," federal government sector"," business enterprise sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Saskatchewan"," federal government sector"," business enterprise sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Saskatchewan"," federal government sector"," business enterprise sector","Total sciences","2017 constant prices",NA,NA,2023
"Saskatchewan"," federal government sector"," business enterprise sector","Total sciences","Current prices",NA,NA,2023
"Saskatchewan"," federal government sector"," federal government sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Saskatchewan"," federal government sector"," federal government sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Saskatchewan"," federal government sector"," federal government sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Saskatchewan"," federal government sector"," federal government sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Saskatchewan"," federal government sector"," federal government sector","Total sciences","2017 constant prices",NA,NA,2023
"Saskatchewan"," federal government sector"," federal government sector","Total sciences","Current prices",NA,NA,2023
"Saskatchewan"," federal government sector"," higher education sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Saskatchewan"," federal government sector"," higher education sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Saskatchewan"," federal government sector"," higher education sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Saskatchewan"," federal government sector"," higher education sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Saskatchewan"," federal government sector"," higher education sector","Total sciences","2017 constant prices",NA,NA,2023
"Saskatchewan"," federal government sector"," higher education sector","Total sciences","Current prices",NA,NA,2023
"Saskatchewan"," federal government sector"," private non-profit sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Saskatchewan"," federal government sector"," private non-profit sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Saskatchewan"," federal government sector"," private non-profit sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Saskatchewan"," federal government sector"," private non-profit sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Saskatchewan"," federal government sector"," private non-profit sector","Total sciences","2017 constant prices",NA,NA,2023
"Saskatchewan"," federal government sector"," private non-profit sector","Total sciences","Current prices",NA,NA,2023
"Saskatchewan"," federal government sector"," provincial research organizations sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Saskatchewan"," federal government sector"," provincial research organizations sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Saskatchewan"," federal government sector"," provincial research organizations sector","Total sciences","2017 constant prices",NA,NA,2023
"Saskatchewan"," federal government sector"," provincial research organizations sector","Total sciences","Current prices",NA,NA,2023
"Saskatchewan"," federal government sector"," total, all sectors","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Saskatchewan"," federal government sector"," total, all sectors","Natural sciences and engineering","Current prices",NA,NA,2023
"Saskatchewan"," federal government sector"," total, all sectors","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Saskatchewan"," federal government sector"," total, all sectors","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Saskatchewan"," federal government sector"," total, all sectors","Total sciences","2017 constant prices",NA,NA,2023
"Saskatchewan"," federal government sector"," total, all sectors","Total sciences","Current prices",NA,NA,2023
"Saskatchewan"," foreign sector"," business enterprise sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Saskatchewan"," foreign sector"," business enterprise sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Saskatchewan"," foreign sector"," business enterprise sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Saskatchewan"," foreign sector"," business enterprise sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Saskatchewan"," foreign sector"," business enterprise sector","Total sciences","2017 constant prices",NA,NA,2023
"Saskatchewan"," foreign sector"," business enterprise sector","Total sciences","Current prices",NA,NA,2023
"Saskatchewan"," foreign sector"," higher education sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Saskatchewan"," foreign sector"," higher education sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Saskatchewan"," foreign sector"," higher education sector","Total sciences","2017 constant prices",NA,NA,2023
"Saskatchewan"," foreign sector"," higher education sector","Total sciences","Current prices",NA,NA,2023
"Saskatchewan"," foreign sector"," private non-profit sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Saskatchewan"," foreign sector"," private non-profit sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Saskatchewan"," foreign sector"," private non-profit sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Saskatchewan"," foreign sector"," private non-profit sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Saskatchewan"," foreign sector"," private non-profit sector","Total sciences","2017 constant prices",NA,NA,2023
"Saskatchewan"," foreign sector"," private non-profit sector","Total sciences","Current prices",NA,NA,2023
"Saskatchewan"," foreign sector"," provincial research organizations sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Saskatchewan"," foreign sector"," provincial research organizations sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Saskatchewan"," foreign sector"," provincial research organizations sector","Total sciences","2017 constant prices",NA,NA,2023
"Saskatchewan"," foreign sector"," provincial research organizations sector","Total sciences","Current prices",NA,NA,2023
"Saskatchewan"," foreign sector"," total, all sectors","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Saskatchewan"," foreign sector"," total, all sectors","Natural sciences and engineering","Current prices",NA,NA,2023
"Saskatchewan"," foreign sector"," total, all sectors","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Saskatchewan"," foreign sector"," total, all sectors","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Saskatchewan"," foreign sector"," total, all sectors","Total sciences","2017 constant prices",NA,NA,2023
"Saskatchewan"," foreign sector"," total, all sectors","Total sciences","Current prices",NA,NA,2023
"Saskatchewan"," higher education sector"," higher education sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Saskatchewan"," higher education sector"," higher education sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Saskatchewan"," higher education sector"," higher education sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Saskatchewan"," higher education sector"," higher education sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Saskatchewan"," higher education sector"," higher education sector","Total sciences","2017 constant prices",NA,NA,2023
"Saskatchewan"," higher education sector"," higher education sector","Total sciences","Current prices",NA,NA,2023
"Saskatchewan"," higher education sector"," total, all sectors","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Saskatchewan"," higher education sector"," total, all sectors","Natural sciences and engineering","Current prices",NA,NA,2023
"Saskatchewan"," higher education sector"," total, all sectors","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Saskatchewan"," higher education sector"," total, all sectors","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Saskatchewan"," higher education sector"," total, all sectors","Total sciences","2017 constant prices",NA,NA,2023
"Saskatchewan"," higher education sector"," total, all sectors","Total sciences","Current prices",NA,NA,2023
"Saskatchewan"," private non-profit sector"," business enterprise sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Saskatchewan"," private non-profit sector"," business enterprise sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Saskatchewan"," private non-profit sector"," business enterprise sector","Total sciences","2017 constant prices",NA,NA,2023
"Saskatchewan"," private non-profit sector"," business enterprise sector","Total sciences","Current prices",NA,NA,2023
"Saskatchewan"," private non-profit sector"," higher education sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Saskatchewan"," private non-profit sector"," higher education sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Saskatchewan"," private non-profit sector"," higher education sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Saskatchewan"," private non-profit sector"," higher education sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Saskatchewan"," private non-profit sector"," higher education sector","Total sciences","2017 constant prices",NA,NA,2023
"Saskatchewan"," private non-profit sector"," higher education sector","Total sciences","Current prices",NA,NA,2023
"Saskatchewan"," private non-profit sector"," private non-profit sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Saskatchewan"," private non-profit sector"," private non-profit sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Saskatchewan"," private non-profit sector"," private non-profit sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Saskatchewan"," private non-profit sector"," private non-profit sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Saskatchewan"," private non-profit sector"," private non-profit sector","Total sciences","2017 constant prices",NA,NA,2023
"Saskatchewan"," private non-profit sector"," private non-profit sector","Total sciences","Current prices",NA,NA,2023
"Saskatchewan"," private non-profit sector"," total, all sectors","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Saskatchewan"," private non-profit sector"," total, all sectors","Natural sciences and engineering","Current prices",NA,NA,2023
"Saskatchewan"," private non-profit sector"," total, all sectors","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Saskatchewan"," private non-profit sector"," total, all sectors","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Saskatchewan"," private non-profit sector"," total, all sectors","Total sciences","2017 constant prices",NA,NA,2023
"Saskatchewan"," private non-profit sector"," total, all sectors","Total sciences","Current prices",NA,NA,2023
"Saskatchewan"," provincial governments sector"," business enterprise sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Saskatchewan"," provincial governments sector"," business enterprise sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Saskatchewan"," provincial governments sector"," business enterprise sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Saskatchewan"," provincial governments sector"," business enterprise sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Saskatchewan"," provincial governments sector"," business enterprise sector","Total sciences","2017 constant prices",NA,NA,2023
"Saskatchewan"," provincial governments sector"," business enterprise sector","Total sciences","Current prices",NA,NA,2023
"Saskatchewan"," provincial governments sector"," federal government sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Saskatchewan"," provincial governments sector"," federal government sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Saskatchewan"," provincial governments sector"," federal government sector","Total sciences","2017 constant prices",NA,NA,2023
"Saskatchewan"," provincial governments sector"," federal government sector","Total sciences","Current prices",NA,NA,2023
"Saskatchewan"," provincial governments sector"," higher education sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Saskatchewan"," provincial governments sector"," higher education sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Saskatchewan"," provincial governments sector"," higher education sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Saskatchewan"," provincial governments sector"," higher education sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Saskatchewan"," provincial governments sector"," higher education sector","Total sciences","2017 constant prices",NA,NA,2023
"Saskatchewan"," provincial governments sector"," higher education sector","Total sciences","Current prices",NA,NA,2023
"Saskatchewan"," provincial governments sector"," private non-profit sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Saskatchewan"," provincial governments sector"," private non-profit sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Saskatchewan"," provincial governments sector"," private non-profit sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Saskatchewan"," provincial governments sector"," private non-profit sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Saskatchewan"," provincial governments sector"," private non-profit sector","Total sciences","2017 constant prices",NA,NA,2023
"Saskatchewan"," provincial governments sector"," private non-profit sector","Total sciences","Current prices",NA,NA,2023
"Saskatchewan"," provincial governments sector"," provincial governments sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
